"TIME","GEO","UNIT","SEX","AGE","Value"
"2020W28","Redbridge & Waltham Forest","Number","Total","90 years or over","9"
"2020W29","Redbridge & Waltham Forest","Number","Total","90 years or over","6"
"2020W30","Redbridge & Waltham Forest","Number","Total","90 years or over","11"
"2020W31","Redbridge & Waltham Forest","Number","Total","90 years or over","8"
"2020W32","Redbridge & Waltham Forest","Number","Total","90 years or over","11"
"2020W33","Redbridge & Waltham Forest","Number","Total","90 years or over","16"
"2020W34","Redbridge & Waltham Forest","Number","Total","90 years or over","16"
"2020W35","Redbridge & Waltham Forest","Number","Total","90 years or over","9"
"2020W36","Redbridge & Waltham Forest","Number","Total","90 years or over","11"
"2020W37","Redbridge & Waltham Forest","Number","Total","90 years or over","7"
"2020W38","Redbridge & Waltham Forest","Number","Total","90 years or over","1"
"2020W39","Redbridge & Waltham Forest","Number","Total","90 years or over","13"
"2020W40","Redbridge & Waltham Forest","Number","Total","90 years or over",":"
"2020W41","Redbridge & Waltham Forest","Number","Total","90 years or over",":"
"2020W99","Redbridge & Waltham Forest","Number","Total","90 years or over",":"
"2020W28","Enfield","Number","Total","90 years or over","9"
"2020W29","Enfield","Number","Total","90 years or over","3"
"2020W30","Enfield","Number","Total","90 years or over","10"
"2020W31","Enfield","Number","Total","90 years or over","4"
"2020W32","Enfield","Number","Total","90 years or over","2"
"2020W33","Enfield","Number","Total","90 years or over","11"
"2020W34","Enfield","Number","Total","90 years or over","7"
"2020W35","Enfield","Number","Total","90 years or over","3"
"2020W36","Enfield","Number","Total","90 years or over","3"
"2020W37","Enfield","Number","Total","90 years or over","11"
"2020W38","Enfield","Number","Total","90 years or over","7"
"2020W39","Enfield","Number","Total","90 years or over","6"
"2020W40","Enfield","Number","Total","90 years or over",":"
"2020W41","Enfield","Number","Total","90 years or over",":"
"2020W99","Enfield","Number","Total","90 years or over",":"
"2020W28","Outer London - South","Number","Total","90 years or over","42"
"2020W29","Outer London - South","Number","Total","90 years or over","24"
"2020W30","Outer London - South","Number","Total","90 years or over","37"
"2020W31","Outer London - South","Number","Total","90 years or over","27"
"2020W32","Outer London - South","Number","Total","90 years or over","40"
"2020W33","Outer London - South","Number","Total","90 years or over","32"
"2020W34","Outer London - South","Number","Total","90 years or over","41"
"2020W35","Outer London - South","Number","Total","90 years or over","28"
"2020W36","Outer London - South","Number","Total","90 years or over","26"
"2020W37","Outer London - South","Number","Total","90 years or over","35"
"2020W38","Outer London - South","Number","Total","90 years or over","30"
"2020W39","Outer London - South","Number","Total","90 years or over","31"
"2020W40","Outer London - South","Number","Total","90 years or over",":"
"2020W41","Outer London - South","Number","Total","90 years or over",":"
"2020W99","Outer London - South","Number","Total","90 years or over",":"
"2020W28","Bromley","Number","Total","90 years or over","9"
"2020W29","Bromley","Number","Total","90 years or over","8"
"2020W30","Bromley","Number","Total","90 years or over","13"
"2020W31","Bromley","Number","Total","90 years or over","8"
"2020W32","Bromley","Number","Total","90 years or over","14"
"2020W33","Bromley","Number","Total","90 years or over","3"
"2020W34","Bromley","Number","Total","90 years or over","21"
"2020W35","Bromley","Number","Total","90 years or over","8"
"2020W36","Bromley","Number","Total","90 years or over","11"
"2020W37","Bromley","Number","Total","90 years or over","10"
"2020W38","Bromley","Number","Total","90 years or over","12"
"2020W39","Bromley","Number","Total","90 years or over","8"
"2020W40","Bromley","Number","Total","90 years or over",":"
"2020W41","Bromley","Number","Total","90 years or over",":"
"2020W99","Bromley","Number","Total","90 years or over",":"
"2020W28","Croydon","Number","Total","90 years or over","11"
"2020W29","Croydon","Number","Total","90 years or over","6"
"2020W30","Croydon","Number","Total","90 years or over","10"
"2020W31","Croydon","Number","Total","90 years or over","3"
"2020W32","Croydon","Number","Total","90 years or over","8"
"2020W33","Croydon","Number","Total","90 years or over","11"
"2020W34","Croydon","Number","Total","90 years or over","10"
"2020W35","Croydon","Number","Total","90 years or over","8"
"2020W36","Croydon","Number","Total","90 years or over","8"
"2020W37","Croydon","Number","Total","90 years or over","11"
"2020W38","Croydon","Number","Total","90 years or over","7"
"2020W39","Croydon","Number","Total","90 years or over","9"
"2020W40","Croydon","Number","Total","90 years or over",":"
"2020W41","Croydon","Number","Total","90 years or over",":"
"2020W99","Croydon","Number","Total","90 years or over",":"
"2020W28","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","22"
"2020W29","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","10"
"2020W30","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","14"
"2020W31","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","16"
"2020W32","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","18"
"2020W33","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","18"
"2020W34","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","10"
"2020W35","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","12"
"2020W36","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","7"
"2020W37","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","14"
"2020W38","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","11"
"2020W39","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over","14"
"2020W40","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over",":"
"2020W41","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over",":"
"2020W99","Merton, Kingston upon Thames & Sutton","Number","Total","90 years or over",":"
"2020W28","Outer London - West and North West","Number","Total","90 years or over","40"
"2020W29","Outer London - West and North West","Number","Total","90 years or over","44"
"2020W30","Outer London - West and North West","Number","Total","90 years or over","40"
"2020W31","Outer London - West and North West","Number","Total","90 years or over","37"
"2020W32","Outer London - West and North West","Number","Total","90 years or over","42"
"2020W33","Outer London - West and North West","Number","Total","90 years or over","57"
"2020W34","Outer London - West and North West","Number","Total","90 years or over","43"
"2020W35","Outer London - West and North West","Number","Total","90 years or over","34"
"2020W36","Outer London - West and North West","Number","Total","90 years or over","39"
"2020W37","Outer London - West and North West","Number","Total","90 years or over","39"
"2020W38","Outer London - West and North West","Number","Total","90 years or over","44"
"2020W39","Outer London - West and North West","Number","Total","90 years or over","48"
"2020W40","Outer London - West and North West","Number","Total","90 years or over",":"
"2020W41","Outer London - West and North West","Number","Total","90 years or over",":"
"2020W99","Outer London - West and North West","Number","Total","90 years or over",":"
"2020W28","Barnet","Number","Total","90 years or over","8"
"2020W29","Barnet","Number","Total","90 years or over","12"
"2020W30","Barnet","Number","Total","90 years or over","8"
"2020W31","Barnet","Number","Total","90 years or over","9"
"2020W32","Barnet","Number","Total","90 years or over","10"
"2020W33","Barnet","Number","Total","90 years or over","18"
"2020W34","Barnet","Number","Total","90 years or over","10"
"2020W35","Barnet","Number","Total","90 years or over","6"
"2020W36","Barnet","Number","Total","90 years or over","6"
"2020W37","Barnet","Number","Total","90 years or over","10"
"2020W38","Barnet","Number","Total","90 years or over","12"
"2020W39","Barnet","Number","Total","90 years or over","16"
"2020W40","Barnet","Number","Total","90 years or over",":"
"2020W41","Barnet","Number","Total","90 years or over",":"
"2020W99","Barnet","Number","Total","90 years or over",":"
"2020W28","Brent","Number","Total","90 years or over","5"
"2020W29","Brent","Number","Total","90 years or over","2"
"2020W30","Brent","Number","Total","90 years or over","7"
"2020W31","Brent","Number","Total","90 years or over","4"
"2020W32","Brent","Number","Total","90 years or over","2"
"2020W33","Brent","Number","Total","90 years or over","6"
"2020W34","Brent","Number","Total","90 years or over","5"
"2020W35","Brent","Number","Total","90 years or over","4"
"2020W36","Brent","Number","Total","90 years or over","4"
"2020W37","Brent","Number","Total","90 years or over","3"
"2020W38","Brent","Number","Total","90 years or over","4"
"2020W39","Brent","Number","Total","90 years or over","4"
"2020W40","Brent","Number","Total","90 years or over",":"
"2020W41","Brent","Number","Total","90 years or over",":"
"2020W99","Brent","Number","Total","90 years or over",":"
"2020W28","Ealing","Number","Total","90 years or over","8"
"2020W29","Ealing","Number","Total","90 years or over","5"
"2020W30","Ealing","Number","Total","90 years or over","5"
"2020W31","Ealing","Number","Total","90 years or over","2"
"2020W32","Ealing","Number","Total","90 years or over","6"
"2020W33","Ealing","Number","Total","90 years or over","10"
"2020W34","Ealing","Number","Total","90 years or over","5"
"2020W35","Ealing","Number","Total","90 years or over","5"
"2020W36","Ealing","Number","Total","90 years or over","5"
"2020W37","Ealing","Number","Total","90 years or over","8"
"2020W38","Ealing","Number","Total","90 years or over","5"
"2020W39","Ealing","Number","Total","90 years or over","7"
"2020W40","Ealing","Number","Total","90 years or over",":"
"2020W41","Ealing","Number","Total","90 years or over",":"
"2020W99","Ealing","Number","Total","90 years or over",":"
"2020W28","Harrow & Hillingdon","Number","Total","90 years or over","9"
"2020W29","Harrow & Hillingdon","Number","Total","90 years or over","13"
"2020W30","Harrow & Hillingdon","Number","Total","90 years or over","11"
"2020W31","Harrow & Hillingdon","Number","Total","90 years or over","9"
"2020W32","Harrow & Hillingdon","Number","Total","90 years or over","14"
"2020W33","Harrow & Hillingdon","Number","Total","90 years or over","10"
"2020W34","Harrow & Hillingdon","Number","Total","90 years or over","9"
"2020W35","Harrow & Hillingdon","Number","Total","90 years or over","13"
"2020W36","Harrow & Hillingdon","Number","Total","90 years or over","16"
"2020W37","Harrow & Hillingdon","Number","Total","90 years or over","10"
"2020W38","Harrow & Hillingdon","Number","Total","90 years or over","9"
"2020W39","Harrow & Hillingdon","Number","Total","90 years or over","13"
"2020W40","Harrow & Hillingdon","Number","Total","90 years or over",":"
"2020W41","Harrow & Hillingdon","Number","Total","90 years or over",":"
"2020W99","Harrow & Hillingdon","Number","Total","90 years or over",":"
"2020W28","Hounslow & Richmond upon Thames","Number","Total","90 years or over","10"
"2020W29","Hounslow & Richmond upon Thames","Number","Total","90 years or over","12"
"2020W30","Hounslow & Richmond upon Thames","Number","Total","90 years or over","9"
"2020W31","Hounslow & Richmond upon Thames","Number","Total","90 years or over","13"
"2020W32","Hounslow & Richmond upon Thames","Number","Total","90 years or over","10"
"2020W33","Hounslow & Richmond upon Thames","Number","Total","90 years or over","13"
"2020W34","Hounslow & Richmond upon Thames","Number","Total","90 years or over","14"
"2020W35","Hounslow & Richmond upon Thames","Number","Total","90 years or over","6"
"2020W36","Hounslow & Richmond upon Thames","Number","Total","90 years or over","8"
"2020W37","Hounslow & Richmond upon Thames","Number","Total","90 years or over","8"
"2020W38","Hounslow & Richmond upon Thames","Number","Total","90 years or over","14"
"2020W39","Hounslow & Richmond upon Thames","Number","Total","90 years or over","8"
"2020W40","Hounslow & Richmond upon Thames","Number","Total","90 years or over",":"
"2020W41","Hounslow & Richmond upon Thames","Number","Total","90 years or over",":"
"2020W99","Hounslow & Richmond upon Thames","Number","Total","90 years or over",":"
"2020W28","South East (UK)","Number","Total","90 years or over","303"
"2020W29","South East (UK)","Number","Total","90 years or over","303"
"2020W30","South East (UK)","Number","Total","90 years or over","314"
"2020W31","South East (UK)","Number","Total","90 years or over","325"
"2020W32","South East (UK)","Number","Total","90 years or over","315"
"2020W33","South East (UK)","Number","Total","90 years or over","341"
"2020W34","South East (UK)","Number","Total","90 years or over","373"
"2020W35","South East (UK)","Number","Total","90 years or over","355"
"2020W36","South East (UK)","Number","Total","90 years or over","283"
"2020W37","South East (UK)","Number","Total","90 years or over","373"
"2020W38","South East (UK)","Number","Total","90 years or over","394"
"2020W39","South East (UK)","Number","Total","90 years or over","361"
"2020W40","South East (UK)","Number","Total","90 years or over",":"
"2020W41","South East (UK)","Number","Total","90 years or over",":"
"2020W99","South East (UK)","Number","Total","90 years or over",":"
"2020W28","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","61"
"2020W29","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","53"
"2020W30","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","59"
"2020W31","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","72"
"2020W32","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","66"
"2020W33","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","73"
"2020W34","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","67"
"2020W35","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","61"
"2020W36","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","66"
"2020W37","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","80"
"2020W38","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","76"
"2020W39","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over","68"
"2020W40","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over",":"
"2020W41","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over",":"
"2020W99","Berkshire, Buckinghamshire and Oxfordshire","Number","Total","90 years or over",":"
"2020W28","Berkshire","Number","Total","90 years or over","20"
"2020W29","Berkshire","Number","Total","90 years or over","19"
"2020W30","Berkshire","Number","Total","90 years or over","13"
"2020W31","Berkshire","Number","Total","90 years or over","21"
"2020W32","Berkshire","Number","Total","90 years or over","22"
"2020W33","Berkshire","Number","Total","90 years or over","24"
"2020W34","Berkshire","Number","Total","90 years or over","18"
"2020W35","Berkshire","Number","Total","90 years or over","22"
"2020W36","Berkshire","Number","Total","90 years or over","21"
"2020W37","Berkshire","Number","Total","90 years or over","29"
"2020W38","Berkshire","Number","Total","90 years or over","28"
"2020W39","Berkshire","Number","Total","90 years or over","22"
"2020W40","Berkshire","Number","Total","90 years or over",":"
"2020W41","Berkshire","Number","Total","90 years or over",":"
"2020W99","Berkshire","Number","Total","90 years or over",":"
"2020W28","Milton Keynes","Number","Total","90 years or over","4"
"2020W29","Milton Keynes","Number","Total","90 years or over","5"
"2020W30","Milton Keynes","Number","Total","90 years or over","4"
"2020W31","Milton Keynes","Number","Total","90 years or over","5"
"2020W32","Milton Keynes","Number","Total","90 years or over","7"
"2020W33","Milton Keynes","Number","Total","90 years or over","7"
"2020W34","Milton Keynes","Number","Total","90 years or over","6"
"2020W35","Milton Keynes","Number","Total","90 years or over","4"
"2020W36","Milton Keynes","Number","Total","90 years or over","5"
"2020W37","Milton Keynes","Number","Total","90 years or over","6"
"2020W38","Milton Keynes","Number","Total","90 years or over","4"
"2020W39","Milton Keynes","Number","Total","90 years or over","5"
"2020W40","Milton Keynes","Number","Total","90 years or over",":"
"2020W41","Milton Keynes","Number","Total","90 years or over",":"
"2020W99","Milton Keynes","Number","Total","90 years or over",":"
"2020W28","Buckinghamshire CC","Number","Total","90 years or over","19"
"2020W29","Buckinghamshire CC","Number","Total","90 years or over","15"
"2020W30","Buckinghamshire CC","Number","Total","90 years or over","22"
"2020W31","Buckinghamshire CC","Number","Total","90 years or over","21"
"2020W32","Buckinghamshire CC","Number","Total","90 years or over","16"
"2020W33","Buckinghamshire CC","Number","Total","90 years or over","18"
"2020W34","Buckinghamshire CC","Number","Total","90 years or over","18"
"2020W35","Buckinghamshire CC","Number","Total","90 years or over","17"
"2020W36","Buckinghamshire CC","Number","Total","90 years or over","15"
"2020W37","Buckinghamshire CC","Number","Total","90 years or over","18"
"2020W38","Buckinghamshire CC","Number","Total","90 years or over","17"
"2020W39","Buckinghamshire CC","Number","Total","90 years or over","15"
"2020W40","Buckinghamshire CC","Number","Total","90 years or over",":"
"2020W41","Buckinghamshire CC","Number","Total","90 years or over",":"
"2020W99","Buckinghamshire CC","Number","Total","90 years or over",":"
"2020W28","Oxfordshire","Number","Total","90 years or over","18"
"2020W29","Oxfordshire","Number","Total","90 years or over","14"
"2020W30","Oxfordshire","Number","Total","90 years or over","20"
"2020W31","Oxfordshire","Number","Total","90 years or over","25"
"2020W32","Oxfordshire","Number","Total","90 years or over","21"
"2020W33","Oxfordshire","Number","Total","90 years or over","24"
"2020W34","Oxfordshire","Number","Total","90 years or over","25"
"2020W35","Oxfordshire","Number","Total","90 years or over","18"
"2020W36","Oxfordshire","Number","Total","90 years or over","25"
"2020W37","Oxfordshire","Number","Total","90 years or over","27"
"2020W38","Oxfordshire","Number","Total","90 years or over","27"
"2020W39","Oxfordshire","Number","Total","90 years or over","26"
"2020W40","Oxfordshire","Number","Total","90 years or over",":"
"2020W41","Oxfordshire","Number","Total","90 years or over",":"
"2020W99","Oxfordshire","Number","Total","90 years or over",":"
"2020W28","Surrey, East and West Sussex","Number","Total","90 years or over","88"
"2020W29","Surrey, East and West Sussex","Number","Total","90 years or over","123"
"2020W30","Surrey, East and West Sussex","Number","Total","90 years or over","131"
"2020W31","Surrey, East and West Sussex","Number","Total","90 years or over","134"
"2020W32","Surrey, East and West Sussex","Number","Total","90 years or over","136"
"2020W33","Surrey, East and West Sussex","Number","Total","90 years or over","121"
"2020W34","Surrey, East and West Sussex","Number","Total","90 years or over","161"
"2020W35","Surrey, East and West Sussex","Number","Total","90 years or over","141"
"2020W36","Surrey, East and West Sussex","Number","Total","90 years or over","87"
"2020W37","Surrey, East and West Sussex","Number","Total","90 years or over","137"
"2020W38","Surrey, East and West Sussex","Number","Total","90 years or over","140"
"2020W39","Surrey, East and West Sussex","Number","Total","90 years or over","139"
"2020W40","Surrey, East and West Sussex","Number","Total","90 years or over",":"
"2020W41","Surrey, East and West Sussex","Number","Total","90 years or over",":"
"2020W99","Surrey, East and West Sussex","Number","Total","90 years or over",":"
"2020W28","Brighton and Hove","Number","Total","90 years or over","10"
"2020W29","Brighton and Hove","Number","Total","90 years or over","13"
"2020W30","Brighton and Hove","Number","Total","90 years or over","4"
"2020W31","Brighton and Hove","Number","Total","90 years or over","6"
"2020W32","Brighton and Hove","Number","Total","90 years or over","5"
"2020W33","Brighton and Hove","Number","Total","90 years or over","10"
"2020W34","Brighton and Hove","Number","Total","90 years or over","11"
"2020W35","Brighton and Hove","Number","Total","90 years or over","4"
"2020W36","Brighton and Hove","Number","Total","90 years or over","5"
"2020W37","Brighton and Hove","Number","Total","90 years or over","15"
"2020W38","Brighton and Hove","Number","Total","90 years or over","9"
"2020W39","Brighton and Hove","Number","Total","90 years or over","13"
"2020W40","Brighton and Hove","Number","Total","90 years or over",":"
"2020W41","Brighton and Hove","Number","Total","90 years or over",":"
"2020W99","Brighton and Hove","Number","Total","90 years or over",":"
"2020W28","East Sussex CC","Number","Total","90 years or over","22"
"2020W29","East Sussex CC","Number","Total","90 years or over","36"
"2020W30","East Sussex CC","Number","Total","90 years or over","36"
"2020W31","East Sussex CC","Number","Total","90 years or over","24"
"2020W32","East Sussex CC","Number","Total","90 years or over","46"
"2020W33","East Sussex CC","Number","Total","90 years or over","30"
"2020W34","East Sussex CC","Number","Total","90 years or over","48"
"2020W35","East Sussex CC","Number","Total","90 years or over","28"
"2020W36","East Sussex CC","Number","Total","90 years or over","22"
"2020W37","East Sussex CC","Number","Total","90 years or over","33"
"2020W38","East Sussex CC","Number","Total","90 years or over","22"
"2020W39","East Sussex CC","Number","Total","90 years or over","37"
"2020W40","East Sussex CC","Number","Total","90 years or over",":"
"2020W41","East Sussex CC","Number","Total","90 years or over",":"
"2020W99","East Sussex CC","Number","Total","90 years or over",":"
"2020W28","West Surrey","Number","Total","90 years or over","14"
"2020W29","West Surrey","Number","Total","90 years or over","17"
"2020W30","West Surrey","Number","Total","90 years or over","20"
"2020W31","West Surrey","Number","Total","90 years or over","35"
"2020W32","West Surrey","Number","Total","90 years or over","24"
"2020W33","West Surrey","Number","Total","90 years or over","29"
"2020W34","West Surrey","Number","Total","90 years or over","32"
"2020W35","West Surrey","Number","Total","90 years or over","42"
"2020W36","West Surrey","Number","Total","90 years or over","13"
"2020W37","West Surrey","Number","Total","90 years or over","36"
"2020W38","West Surrey","Number","Total","90 years or over","37"
"2020W39","West Surrey","Number","Total","90 years or over","29"
"2020W40","West Surrey","Number","Total","90 years or over",":"
"2020W41","West Surrey","Number","Total","90 years or over",":"
"2020W99","West Surrey","Number","Total","90 years or over",":"
"2020W28","East Surrey","Number","Total","90 years or over","14"
"2020W29","East Surrey","Number","Total","90 years or over","15"
"2020W30","East Surrey","Number","Total","90 years or over","15"
"2020W31","East Surrey","Number","Total","90 years or over","21"
"2020W32","East Surrey","Number","Total","90 years or over","15"
"2020W33","East Surrey","Number","Total","90 years or over","18"
"2020W34","East Surrey","Number","Total","90 years or over","17"
"2020W35","East Surrey","Number","Total","90 years or over","18"
"2020W36","East Surrey","Number","Total","90 years or over","9"
"2020W37","East Surrey","Number","Total","90 years or over","17"
"2020W38","East Surrey","Number","Total","90 years or over","25"
"2020W39","East Surrey","Number","Total","90 years or over","17"
"2020W40","East Surrey","Number","Total","90 years or over",":"
"2020W41","East Surrey","Number","Total","90 years or over",":"
"2020W99","East Surrey","Number","Total","90 years or over",":"
"2020W28","West Sussex (South West)","Number","Total","90 years or over","15"
"2020W29","West Sussex (South West)","Number","Total","90 years or over","23"
"2020W30","West Sussex (South West)","Number","Total","90 years or over","37"
"2020W31","West Sussex (South West)","Number","Total","90 years or over","33"
"2020W32","West Sussex (South West)","Number","Total","90 years or over","29"
"2020W33","West Sussex (South West)","Number","Total","90 years or over","19"
"2020W34","West Sussex (South West)","Number","Total","90 years or over","30"
"2020W35","West Sussex (South West)","Number","Total","90 years or over","32"
"2020W36","West Sussex (South West)","Number","Total","90 years or over","25"
"2020W37","West Sussex (South West)","Number","Total","90 years or over","25"
"2020W38","West Sussex (South West)","Number","Total","90 years or over","34"
"2020W39","West Sussex (South West)","Number","Total","90 years or over","35"
"2020W40","West Sussex (South West)","Number","Total","90 years or over",":"
"2020W41","West Sussex (South West)","Number","Total","90 years or over",":"
"2020W99","West Sussex (South West)","Number","Total","90 years or over",":"
"2020W28","West Sussex (North East)","Number","Total","90 years or over","13"
"2020W29","West Sussex (North East)","Number","Total","90 years or over","19"
"2020W30","West Sussex (North East)","Number","Total","90 years or over","19"
"2020W31","West Sussex (North East)","Number","Total","90 years or over","15"
"2020W32","West Sussex (North East)","Number","Total","90 years or over","17"
"2020W33","West Sussex (North East)","Number","Total","90 years or over","15"
"2020W34","West Sussex (North East)","Number","Total","90 years or over","23"
"2020W35","West Sussex (North East)","Number","Total","90 years or over","17"
"2020W36","West Sussex (North East)","Number","Total","90 years or over","13"
"2020W37","West Sussex (North East)","Number","Total","90 years or over","11"
"2020W38","West Sussex (North East)","Number","Total","90 years or over","13"
"2020W39","West Sussex (North East)","Number","Total","90 years or over","8"
"2020W40","West Sussex (North East)","Number","Total","90 years or over",":"
"2020W41","West Sussex (North East)","Number","Total","90 years or over",":"
"2020W99","West Sussex (North East)","Number","Total","90 years or over",":"
"2020W28","Hampshire and Isle of Wight","Number","Total","90 years or over","79"
"2020W29","Hampshire and Isle of Wight","Number","Total","90 years or over","74"
"2020W30","Hampshire and Isle of Wight","Number","Total","90 years or over","67"
"2020W31","Hampshire and Isle of Wight","Number","Total","90 years or over","61"
"2020W32","Hampshire and Isle of Wight","Number","Total","90 years or over","59"
"2020W33","Hampshire and Isle of Wight","Number","Total","90 years or over","78"
"2020W34","Hampshire and Isle of Wight","Number","Total","90 years or over","85"
"2020W35","Hampshire and Isle of Wight","Number","Total","90 years or over","85"
"2020W36","Hampshire and Isle of Wight","Number","Total","90 years or over","69"
"2020W37","Hampshire and Isle of Wight","Number","Total","90 years or over","82"
"2020W38","Hampshire and Isle of Wight","Number","Total","90 years or over","103"
"2020W39","Hampshire and Isle of Wight","Number","Total","90 years or over","91"
"2020W40","Hampshire and Isle of Wight","Number","Total","90 years or over",":"
"2020W41","Hampshire and Isle of Wight","Number","Total","90 years or over",":"
"2020W99","Hampshire and Isle of Wight","Number","Total","90 years or over",":"
"2020W28","Portsmouth","Number","Total","90 years or over","6"
"2020W29","Portsmouth","Number","Total","90 years or over","5"
"2020W30","Portsmouth","Number","Total","90 years or over","3"
"2020W31","Portsmouth","Number","Total","90 years or over","5"
"2020W32","Portsmouth","Number","Total","90 years or over","5"
"2020W33","Portsmouth","Number","Total","90 years or over","6"
"2020W34","Portsmouth","Number","Total","90 years or over","6"
"2020W35","Portsmouth","Number","Total","90 years or over","4"
"2020W36","Portsmouth","Number","Total","90 years or over","4"
"2020W37","Portsmouth","Number","Total","90 years or over","6"
"2020W38","Portsmouth","Number","Total","90 years or over","5"
"2020W39","Portsmouth","Number","Total","90 years or over","5"
"2020W40","Portsmouth","Number","Total","90 years or over",":"
"2020W41","Portsmouth","Number","Total","90 years or over",":"
"2020W99","Portsmouth","Number","Total","90 years or over",":"
"2020W28","Southampton","Number","Total","90 years or over","9"
"2020W29","Southampton","Number","Total","90 years or over","6"
"2020W30","Southampton","Number","Total","90 years or over","7"
"2020W31","Southampton","Number","Total","90 years or over","4"
"2020W32","Southampton","Number","Total","90 years or over","3"
"2020W33","Southampton","Number","Total","90 years or over","9"
"2020W34","Southampton","Number","Total","90 years or over","3"
"2020W35","Southampton","Number","Total","90 years or over","3"
"2020W36","Southampton","Number","Total","90 years or over","7"
"2020W37","Southampton","Number","Total","90 years or over","7"
"2020W38","Southampton","Number","Total","90 years or over","5"
"2020W39","Southampton","Number","Total","90 years or over","5"
"2020W40","Southampton","Number","Total","90 years or over",":"
"2020W41","Southampton","Number","Total","90 years or over",":"
"2020W99","Southampton","Number","Total","90 years or over",":"
"2020W28","Isle of Wight","Number","Total","90 years or over","9"
"2020W29","Isle of Wight","Number","Total","90 years or over","9"
"2020W30","Isle of Wight","Number","Total","90 years or over","3"
"2020W31","Isle of Wight","Number","Total","90 years or over","6"
"2020W32","Isle of Wight","Number","Total","90 years or over","6"
"2020W33","Isle of Wight","Number","Total","90 years or over","10"
"2020W34","Isle of Wight","Number","Total","90 years or over","8"
"2020W35","Isle of Wight","Number","Total","90 years or over","9"
"2020W36","Isle of Wight","Number","Total","90 years or over","4"
"2020W37","Isle of Wight","Number","Total","90 years or over","7"
"2020W38","Isle of Wight","Number","Total","90 years or over","12"
"2020W39","Isle of Wight","Number","Total","90 years or over","22"
"2020W40","Isle of Wight","Number","Total","90 years or over",":"
"2020W41","Isle of Wight","Number","Total","90 years or over",":"
"2020W99","Isle of Wight","Number","Total","90 years or over",":"
"2020W28","South Hampshire","Number","Total","90 years or over","14"
"2020W29","South Hampshire","Number","Total","90 years or over","17"
"2020W30","South Hampshire","Number","Total","90 years or over","16"
"2020W31","South Hampshire","Number","Total","90 years or over","10"
"2020W32","South Hampshire","Number","Total","90 years or over","18"
"2020W33","South Hampshire","Number","Total","90 years or over","18"
"2020W34","South Hampshire","Number","Total","90 years or over","19"
"2020W35","South Hampshire","Number","Total","90 years or over","22"
"2020W36","South Hampshire","Number","Total","90 years or over","19"
"2020W37","South Hampshire","Number","Total","90 years or over","17"
"2020W38","South Hampshire","Number","Total","90 years or over","25"
"2020W39","South Hampshire","Number","Total","90 years or over","22"
"2020W40","South Hampshire","Number","Total","90 years or over",":"
"2020W41","South Hampshire","Number","Total","90 years or over",":"
"2020W99","South Hampshire","Number","Total","90 years or over",":"
"2020W28","Central Hampshire","Number","Total","90 years or over","33"
"2020W29","Central Hampshire","Number","Total","90 years or over","27"
"2020W30","Central Hampshire","Number","Total","90 years or over","27"
"2020W31","Central Hampshire","Number","Total","90 years or over","26"
"2020W32","Central Hampshire","Number","Total","90 years or over","17"
"2020W33","Central Hampshire","Number","Total","90 years or over","26"
"2020W34","Central Hampshire","Number","Total","90 years or over","33"
"2020W35","Central Hampshire","Number","Total","90 years or over","39"
"2020W36","Central Hampshire","Number","Total","90 years or over","28"
"2020W37","Central Hampshire","Number","Total","90 years or over","35"
"2020W38","Central Hampshire","Number","Total","90 years or over","42"
"2020W39","Central Hampshire","Number","Total","90 years or over","29"
"2020W40","Central Hampshire","Number","Total","90 years or over",":"
"2020W41","Central Hampshire","Number","Total","90 years or over",":"
