"TIME","GEO","UNIT","SEX","AGE","Value"
"2020W33","Plzenský kraj","Number","Total","90 years or over","16"
"2020W34","Plzenský kraj","Number","Total","90 years or over","18"
"2020W35","Plzenský kraj","Number","Total","90 years or over",":"
"2020W36","Plzenský kraj","Number","Total","90 years or over",":"
"2020W37","Plzenský kraj","Number","Total","90 years or over",":"
"2020W38","Plzenský kraj","Number","Total","90 years or over",":"
"2020W39","Plzenský kraj","Number","Total","90 years or over",":"
"2020W40","Plzenský kraj","Number","Total","90 years or over",":"
"2020W41","Plzenský kraj","Number","Total","90 years or over",":"
"2020W99","Plzenský kraj","Number","Total","90 years or over",":"
"2020W28","Severozápad","Number","Total","90 years or over","25"
"2020W29","Severozápad","Number","Total","90 years or over","28"
"2020W30","Severozápad","Number","Total","90 years or over","25"
"2020W31","Severozápad","Number","Total","90 years or over","29"
"2020W32","Severozápad","Number","Total","90 years or over","30"
"2020W33","Severozápad","Number","Total","90 years or over","33"
"2020W34","Severozápad","Number","Total","90 years or over","19"
"2020W35","Severozápad","Number","Total","90 years or over",":"
"2020W36","Severozápad","Number","Total","90 years or over",":"
"2020W37","Severozápad","Number","Total","90 years or over",":"
"2020W38","Severozápad","Number","Total","90 years or over",":"
"2020W39","Severozápad","Number","Total","90 years or over",":"
"2020W40","Severozápad","Number","Total","90 years or over",":"
"2020W41","Severozápad","Number","Total","90 years or over",":"
"2020W99","Severozápad","Number","Total","90 years or over",":"
"2020W28","Karlovarský kraj","Number","Total","90 years or over","7"
"2020W29","Karlovarský kraj","Number","Total","90 years or over","9"
"2020W30","Karlovarský kraj","Number","Total","90 years or over","5"
"2020W31","Karlovarský kraj","Number","Total","90 years or over","9"
"2020W32","Karlovarský kraj","Number","Total","90 years or over","11"
"2020W33","Karlovarský kraj","Number","Total","90 years or over","8"
"2020W34","Karlovarský kraj","Number","Total","90 years or over","4"
"2020W35","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W36","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W37","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W38","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W39","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W40","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W41","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W99","Karlovarský kraj","Number","Total","90 years or over",":"
"2020W28","Ústecký kraj","Number","Total","90 years or over","18"
"2020W29","Ústecký kraj","Number","Total","90 years or over","19"
"2020W30","Ústecký kraj","Number","Total","90 years or over","20"
"2020W31","Ústecký kraj","Number","Total","90 years or over","20"
"2020W32","Ústecký kraj","Number","Total","90 years or over","19"
"2020W33","Ústecký kraj","Number","Total","90 years or over","25"
"2020W34","Ústecký kraj","Number","Total","90 years or over","15"
"2020W35","Ústecký kraj","Number","Total","90 years or over",":"
"2020W36","Ústecký kraj","Number","Total","90 years or over",":"
"2020W37","Ústecký kraj","Number","Total","90 years or over",":"
"2020W38","Ústecký kraj","Number","Total","90 years or over",":"
"2020W39","Ústecký kraj","Number","Total","90 years or over",":"
"2020W40","Ústecký kraj","Number","Total","90 years or over",":"
"2020W41","Ústecký kraj","Number","Total","90 years or over",":"
"2020W99","Ústecký kraj","Number","Total","90 years or over",":"
"2020W28","Severovýchod","Number","Total","90 years or over","54"
"2020W29","Severovýchod","Number","Total","90 years or over","38"
"2020W30","Severovýchod","Number","Total","90 years or over","36"
"2020W31","Severovýchod","Number","Total","90 years or over","54"
"2020W32","Severovýchod","Number","Total","90 years or over","57"
"2020W33","Severovýchod","Number","Total","90 years or over","45"
"2020W34","Severovýchod","Number","Total","90 years or over","43"
"2020W35","Severovýchod","Number","Total","90 years or over",":"
"2020W36","Severovýchod","Number","Total","90 years or over",":"
"2020W37","Severovýchod","Number","Total","90 years or over",":"
"2020W38","Severovýchod","Number","Total","90 years or over",":"
"2020W39","Severovýchod","Number","Total","90 years or over",":"
"2020W40","Severovýchod","Number","Total","90 years or over",":"
"2020W41","Severovýchod","Number","Total","90 years or over",":"
"2020W99","Severovýchod","Number","Total","90 years or over",":"
"2020W28","Liberecký kraj","Number","Total","90 years or over","14"
"2020W29","Liberecký kraj","Number","Total","90 years or over","10"
"2020W30","Liberecký kraj","Number","Total","90 years or over","8"
"2020W31","Liberecký kraj","Number","Total","90 years or over","15"
"2020W32","Liberecký kraj","Number","Total","90 years or over","22"
"2020W33","Liberecký kraj","Number","Total","90 years or over","11"
"2020W34","Liberecký kraj","Number","Total","90 years or over","7"
"2020W35","Liberecký kraj","Number","Total","90 years or over",":"
"2020W36","Liberecký kraj","Number","Total","90 years or over",":"
"2020W37","Liberecký kraj","Number","Total","90 years or over",":"
"2020W38","Liberecký kraj","Number","Total","90 years or over",":"
"2020W39","Liberecký kraj","Number","Total","90 years or over",":"
"2020W40","Liberecký kraj","Number","Total","90 years or over",":"
"2020W41","Liberecký kraj","Number","Total","90 years or over",":"
"2020W99","Liberecký kraj","Number","Total","90 years or over",":"
"2020W28","Královéhradecký kraj","Number","Total","90 years or over","26"
"2020W29","Královéhradecký kraj","Number","Total","90 years or over","13"
"2020W30","Královéhradecký kraj","Number","Total","90 years or over","15"
"2020W31","Královéhradecký kraj","Number","Total","90 years or over","17"
"2020W32","Královéhradecký kraj","Number","Total","90 years or over","19"
"2020W33","Královéhradecký kraj","Number","Total","90 years or over","18"
"2020W34","Královéhradecký kraj","Number","Total","90 years or over","18"
"2020W35","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W36","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W37","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W38","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W39","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W40","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W41","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W99","Královéhradecký kraj","Number","Total","90 years or over",":"
"2020W28","Pardubický kraj","Number","Total","90 years or over","14"
"2020W29","Pardubický kraj","Number","Total","90 years or over","15"
"2020W30","Pardubický kraj","Number","Total","90 years or over","13"
"2020W31","Pardubický kraj","Number","Total","90 years or over","22"
"2020W32","Pardubický kraj","Number","Total","90 years or over","16"
"2020W33","Pardubický kraj","Number","Total","90 years or over","16"
"2020W34","Pardubický kraj","Number","Total","90 years or over","18"
"2020W35","Pardubický kraj","Number","Total","90 years or over",":"
"2020W36","Pardubický kraj","Number","Total","90 years or over",":"
"2020W37","Pardubický kraj","Number","Total","90 years or over",":"
"2020W38","Pardubický kraj","Number","Total","90 years or over",":"
"2020W39","Pardubický kraj","Number","Total","90 years or over",":"
"2020W40","Pardubický kraj","Number","Total","90 years or over",":"
"2020W41","Pardubický kraj","Number","Total","90 years or over",":"
"2020W99","Pardubický kraj","Number","Total","90 years or over",":"
"2020W28","Jihovýchod","Number","Total","90 years or over","47"
"2020W29","Jihovýchod","Number","Total","90 years or over","42"
"2020W30","Jihovýchod","Number","Total","90 years or over","48"
"2020W31","Jihovýchod","Number","Total","90 years or over","48"
"2020W32","Jihovýchod","Number","Total","90 years or over","42"
"2020W33","Jihovýchod","Number","Total","90 years or over","43"
"2020W34","Jihovýchod","Number","Total","90 years or over","39"
"2020W35","Jihovýchod","Number","Total","90 years or over",":"
"2020W36","Jihovýchod","Number","Total","90 years or over",":"
"2020W37","Jihovýchod","Number","Total","90 years or over",":"
"2020W38","Jihovýchod","Number","Total","90 years or over",":"
"2020W39","Jihovýchod","Number","Total","90 years or over",":"
"2020W40","Jihovýchod","Number","Total","90 years or over",":"
"2020W41","Jihovýchod","Number","Total","90 years or over",":"
"2020W99","Jihovýchod","Number","Total","90 years or over",":"
"2020W28","Kraj Vysocina","Number","Total","90 years or over","15"
"2020W29","Kraj Vysocina","Number","Total","90 years or over","13"
"2020W30","Kraj Vysocina","Number","Total","90 years or over","12"
"2020W31","Kraj Vysocina","Number","Total","90 years or over","13"
"2020W32","Kraj Vysocina","Number","Total","90 years or over","11"
"2020W33","Kraj Vysocina","Number","Total","90 years or over","17"
"2020W34","Kraj Vysocina","Number","Total","90 years or over","14"
"2020W35","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W36","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W37","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W38","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W39","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W40","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W41","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W99","Kraj Vysocina","Number","Total","90 years or over",":"
"2020W28","Jihomoravský kraj","Number","Total","90 years or over","32"
"2020W29","Jihomoravský kraj","Number","Total","90 years or over","29"
"2020W30","Jihomoravský kraj","Number","Total","90 years or over","36"
"2020W31","Jihomoravský kraj","Number","Total","90 years or over","35"
"2020W32","Jihomoravský kraj","Number","Total","90 years or over","31"
"2020W33","Jihomoravský kraj","Number","Total","90 years or over","26"
"2020W34","Jihomoravský kraj","Number","Total","90 years or over","25"
"2020W35","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W36","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W37","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W38","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W39","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W40","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W41","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W99","Jihomoravský kraj","Number","Total","90 years or over",":"
"2020W28","Strední Morava","Number","Total","90 years or over","36"
"2020W29","Strední Morava","Number","Total","90 years or over","34"
"2020W30","Strední Morava","Number","Total","90 years or over","29"
"2020W31","Strední Morava","Number","Total","90 years or over","40"
"2020W32","Strední Morava","Number","Total","90 years or over","36"
"2020W33","Strední Morava","Number","Total","90 years or over","51"
"2020W34","Strední Morava","Number","Total","90 years or over","48"
"2020W35","Strední Morava","Number","Total","90 years or over",":"
"2020W36","Strední Morava","Number","Total","90 years or over",":"
"2020W37","Strední Morava","Number","Total","90 years or over",":"
"2020W38","Strední Morava","Number","Total","90 years or over",":"
"2020W39","Strední Morava","Number","Total","90 years or over",":"
"2020W40","Strední Morava","Number","Total","90 years or over",":"
"2020W41","Strední Morava","Number","Total","90 years or over",":"
"2020W99","Strední Morava","Number","Total","90 years or over",":"
"2020W28","Olomoucký kraj","Number","Total","90 years or over","21"
"2020W29","Olomoucký kraj","Number","Total","90 years or over","11"
"2020W30","Olomoucký kraj","Number","Total","90 years or over","15"
"2020W31","Olomoucký kraj","Number","Total","90 years or over","23"
"2020W32","Olomoucký kraj","Number","Total","90 years or over","18"
"2020W33","Olomoucký kraj","Number","Total","90 years or over","25"
"2020W34","Olomoucký kraj","Number","Total","90 years or over","20"
"2020W35","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W36","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W37","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W38","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W39","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W40","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W41","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W99","Olomoucký kraj","Number","Total","90 years or over",":"
"2020W28","Zlínský kraj","Number","Total","90 years or over","15"
"2020W29","Zlínský kraj","Number","Total","90 years or over","23"
"2020W30","Zlínský kraj","Number","Total","90 years or over","14"
"2020W31","Zlínský kraj","Number","Total","90 years or over","17"
"2020W32","Zlínský kraj","Number","Total","90 years or over","18"
"2020W33","Zlínský kraj","Number","Total","90 years or over","26"
"2020W34","Zlínský kraj","Number","Total","90 years or over","28"
"2020W35","Zlínský kraj","Number","Total","90 years or over",":"
"2020W36","Zlínský kraj","Number","Total","90 years or over",":"
"2020W37","Zlínský kraj","Number","Total","90 years or over",":"
"2020W38","Zlínský kraj","Number","Total","90 years or over",":"
"2020W39","Zlínský kraj","Number","Total","90 years or over",":"
"2020W40","Zlínský kraj","Number","Total","90 years or over",":"
"2020W41","Zlínský kraj","Number","Total","90 years or over",":"
"2020W99","Zlínský kraj","Number","Total","90 years or over",":"
"2020W28","Moravskoslezsko","Number","Total","90 years or over","21"
"2020W29","Moravskoslezsko","Number","Total","90 years or over","24"
"2020W30","Moravskoslezsko","Number","Total","90 years or over","32"
"2020W31","Moravskoslezsko","Number","Total","90 years or over","37"
"2020W32","Moravskoslezsko","Number","Total","90 years or over","20"
"2020W33","Moravskoslezsko","Number","Total","90 years or over","29"
"2020W34","Moravskoslezsko","Number","Total","90 years or over","26"
"2020W35","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W36","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W37","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W38","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W39","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W40","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W41","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W99","Moravskoslezsko","Number","Total","90 years or over",":"
"2020W28","Moravskoslezský kraj","Number","Total","90 years or over","21"
"2020W29","Moravskoslezský kraj","Number","Total","90 years or over","24"
"2020W30","Moravskoslezský kraj","Number","Total","90 years or over","32"
"2020W31","Moravskoslezský kraj","Number","Total","90 years or over","37"
"2020W32","Moravskoslezský kraj","Number","Total","90 years or over","20"
"2020W33","Moravskoslezský kraj","Number","Total","90 years or over","29"
"2020W34","Moravskoslezský kraj","Number","Total","90 years or over","26"
"2020W35","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W36","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W37","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W38","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W39","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W40","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W41","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W99","Moravskoslezský kraj","Number","Total","90 years or over",":"
"2020W28","Denmark","Number","Total","90 years or over","182"
"2020W29","Denmark","Number","Total","90 years or over","198"
"2020W30","Denmark","Number","Total","90 years or over","177"
"2020W31","Denmark","Number","Total","90 years or over","194"
"2020W32","Denmark","Number","Total","90 years or over","168"
"2020W33","Denmark","Number","Total","90 years or over","186"
"2020W34","Denmark","Number","Total","90 years or over","195"
"2020W35","Denmark","Number","Total","90 years or over","186"
"2020W36","Denmark","Number","Total","90 years or over","207"
"2020W37","Denmark","Number","Total","90 years or over","187"
"2020W38","Denmark","Number","Total","90 years or over","209"
"2020W39","Denmark","Number","Total","90 years or over","165"
"2020W40","Denmark","Number","Total","90 years or over","200"
"2020W41","Denmark","Number","Total","90 years or over",":"
"2020W99","Denmark","Number","Total","90 years or over",":"
"2020W28","Danmark","Number","Total","90 years or over","182"
"2020W29","Danmark","Number","Total","90 years or over","198"
"2020W30","Danmark","Number","Total","90 years or over","177"
"2020W31","Danmark","Number","Total","90 years or over","194"
"2020W32","Danmark","Number","Total","90 years or over","168"
"2020W33","Danmark","Number","Total","90 years or over","186"
"2020W34","Danmark","Number","Total","90 years or over","195"
"2020W35","Danmark","Number","Total","90 years or over","186"
"2020W36","Danmark","Number","Total","90 years or over","207"
"2020W37","Danmark","Number","Total","90 years or over","187"
"2020W38","Danmark","Number","Total","90 years or over","209"
"2020W39","Danmark","Number","Total","90 years or over","165"
"2020W40","Danmark","Number","Total","90 years or over","200"
"2020W41","Danmark","Number","Total","90 years or over",":"
"2020W99","Danmark","Number","Total","90 years or over",":"
"2020W28","Hovedstaden","Number","Total","90 years or over","56"
"2020W29","Hovedstaden","Number","Total","90 years or over","61"
"2020W30","Hovedstaden","Number","Total","90 years or over","56"
"2020W31","Hovedstaden","Number","Total","90 years or over","54"
"2020W32","Hovedstaden","Number","Total","90 years or over","45"
"2020W33","Hovedstaden","Number","Total","90 years or over","52"
"2020W34","Hovedstaden","Number","Total","90 years or over","42"
"2020W35","Hovedstaden","Number","Total","90 years or over","48"
"2020W36","Hovedstaden","Number","Total","90 years or over","55"
"2020W37","Hovedstaden","Number","Total","90 years or over","52"
"2020W38","Hovedstaden","Number","Total","90 years or over","57"
"2020W39","Hovedstaden","Number","Total","90 years or over","51"
"2020W40","Hovedstaden","Number","Total","90 years or over","59"
"2020W41","Hovedstaden","Number","Total","90 years or over",":"
"2020W99","Hovedstaden","Number","Total","90 years or over",":"
"2020W28","Byen København","Number","Total","90 years or over","14"
"2020W29","Byen København","Number","Total","90 years or over","22"
"2020W30","Byen København","Number","Total","90 years or over","17"
"2020W31","Byen København","Number","Total","90 years or over","18"
"2020W32","Byen København","Number","Total","90 years or over","15"
"2020W33","Byen København","Number","Total","90 years or over","22"
"2020W34","Byen København","Number","Total","90 years or over","9"
"2020W35","Byen København","Number","Total","90 years or over","15"
"2020W36","Byen København","Number","Total","90 years or over","14"
"2020W37","Byen København","Number","Total","90 years or over","15"
"2020W38","Byen København","Number","Total","90 years or over","14"
"2020W39","Byen København","Number","Total","90 years or over","19"
"2020W40","Byen København","Number","Total","90 years or over","20"
"2020W41","Byen København","Number","Total","90 years or over",":"
"2020W99","Byen København","Number","Total","90 years or over",":"
"2020W28","Københavns omegn","Number","Total","90 years or over","17"
"2020W29","Københavns omegn","Number","Total","90 years or over","22"
"2020W30","Københavns omegn","Number","Total","90 years or over","20"
"2020W31","Københavns omegn","Number","Total","90 years or over","24"
"2020W32","Københavns omegn","Number","Total","90 years or over","18"
"2020W33","Københavns omegn","Number","Total","90 years or over","15"
"2020W34","Københavns omegn","Number","Total","90 years or over","23"
"2020W35","Københavns omegn","Number","Total","90 years or over","15"
"2020W36","Københavns omegn","Number","Total","90 years or over","26"
"2020W37","Københavns omegn","Number","Total","90 years or over","18"
"2020W38","Københavns omegn","Number","Total","90 years or over","20"
"2020W39","Københavns omegn","Number","Total","90 years or over","17"
"2020W40","Københavns omegn","Number","Total","90 years or over","19"
"2020W41","Københavns omegn","Number","Total","90 years or over",":"
"2020W99","Københavns omegn","Number","Total","90 years or over",":"
"2020W28","Nordsjælland","Number","Total","90 years or over","25"
"2020W29","Nordsjælland","Number","Total","90 years or over","15"
"2020W30","Nordsjælland","Number","Total","90 years or over","16"
"2020W31","Nordsjælland","Number","Total","90 years or over","11"
"2020W32","Nordsjælland","Number","Total","90 years or over","11"
"2020W33","Nordsjælland","Number","Total","90 years or over","14"
"2020W34","Nordsjælland","Number","Total","90 years or over","10"
"2020W35","Nordsjælland","Number","Total","90 years or over","18"
"2020W36","Nordsjælland","Number","Total","90 years or over","13"
"2020W37","Nordsjælland","Number","Total","90 years or over","17"
"2020W38","Nordsjælland","Number","Total","90 years or over","19"
"2020W39","Nordsjælland","Number","Total","90 years or over","11"
"2020W40","Nordsjælland","Number","Total","90 years or over","17"
"2020W41","Nordsjælland","Number","Total","90 years or over",":"
"2020W99","Nordsjælland","Number","Total","90 years or over",":"
"2020W28","Bornholm","Number","Total","90 years or over","0"
"2020W29","Bornholm","Number","Total","90 years or over","2"
"2020W30","Bornholm","Number","Total","90 years or over","3"
"2020W31","Bornholm","Number","Total","90 years or over","1"
"2020W32","Bornholm","Number","Total","90 years or over","1"
"2020W33","Bornholm","Number","Total","90 years or over","1"
"2020W34","Bornholm","Number","Total","90 years or over","0"
"2020W35","Bornholm","Number","Total","90 years or over","0"
"2020W36","Bornholm","Number","Total","90 years or over","2"
"2020W37","Bornholm","Number","Total","90 years or over","2"
"2020W38","Bornholm","Number","Total","90 years or over","4"
"2020W39","Bornholm","Number","Total","90 years or over","4"
"2020W40","Bornholm","Number","Total","90 years or over","3"
"2020W41","Bornholm","Number","Total","90 years or over",":"
"2020W99","Bornholm","Number","Total","90 years or over",":"
"2020W28","Sjælland","Number","Total","90 years or over","23"
"2020W29","Sjælland","Number","Total","90 years or over","24"
"2020W30","Sjælland","Number","Total","90 years or over","35"
"2020W31","Sjælland","Number","Total","90 years or over","19"
"2020W32","Sjælland","Number","Total","90 years or over","22"
"2020W33","Sjælland","Number","Total","90 years or over","24"
"2020W34","Sjælland","Number","Total","90 years or over","28"
"2020W35","Sjælland","Number","Total","90 years or over","32"
"2020W36","Sjælland","Number","Total","90 years or over","37"
"2020W37","Sjælland","Number","Total","90 years or over","26"
"2020W38","Sjælland","Number","Total","90 years or over","36"
"2020W39","Sjælland","Number","Total","90 years or over","35"
"2020W40","Sjælland","Number","Total","90 years or over","28"
"2020W41","Sjælland","Number","Total","90 years or over",":"
"2020W99","Sjælland","Number","Total","90 years or over",":"
"2020W28","Østsjælland","Number","Total","90 years or over","3"
"2020W29","Østsjælland","Number","Total","90 years or over","7"
"2020W30","Østsjælland","Number","Total","90 years or over","8"
"2020W31","Østsjælland","Number","Total","90 years or over","5"
"2020W32","Østsjælland","Number","Total","90 years or over","5"
"2020W33","Østsjælland","Number","Total","90 years or over","5"
"2020W34","Østsjælland","Number","Total","90 years or over","6"
"2020W35","Østsjælland","Number","Total","90 years or over","7"
"2020W36","Østsjælland","Number","Total","90 years or over","9"
"2020W37","Østsjælland","Number","Total","90 years or over","4"
"2020W38","Østsjælland","Number","Total","90 years or over","7"
"2020W39","Østsjælland","Number","Total","90 years or over","10"
"2020W40","Østsjælland","Number","Total","90 years or over","6"
"2020W41","Østsjælland","Number","Total","90 years or over",":"
"2020W99","Østsjælland","Number","Total","90 years or over",":"
"2020W28","Vest- og Sydsjælland","Number","Total","90 years or over","20"
"2020W29","Vest- og Sydsjælland","Number","Total","90 years or over","17"
"2020W30","Vest- og Sydsjælland","Number","Total","90 years or over","27"
"2020W31","Vest- og Sydsjælland","Number","Total","90 years or over","14"
"2020W32","Vest- og Sydsjælland","Number","Total","90 years or over","17"
"2020W33","Vest- og Sydsjælland","Number","Total","90 years or over","19"
"2020W34","Vest- og Sydsjælland","Number","Total","90 years or over","22"
"2020W35","Vest- og Sydsjælland","Number","Total","90 years or over","25"
"2020W36","Vest- og Sydsjælland","Number","Total","90 years or over","28"
"2020W37","Vest- og Sydsjælland","Number","Total","90 years or over","22"
"2020W38","Vest- og Sydsjælland","Number","Total","90 years or over","29"
"2020W39","Vest- og Sydsjælland","Number","Total","90 years or over","25"
"2020W40","Vest- og Sydsjælland","Number","Total","90 years or over","22"
"2020W41","Vest- og Sydsjælland","Number","Total","90 years or over",":"
"2020W99","Vest- og Sydsjælland","Number","Total","90 years or over",":"
"2020W28","Syddanmark","Number","Total","90 years or over","33"
"2020W29","Syddanmark","Number","Total","90 years or over","38"
"2020W30","Syddanmark","Number","Total","90 years or over","42"
"2020W31","Syddanmark","Number","Total","90 years or over","52"
"2020W32","Syddanmark","Number","Total","90 years or over","40"
"2020W33","Syddanmark","Number","Total","90 years or over","38"
"2020W34","Syddanmark","Number","Total","90 years or over","56"
"2020W35","Syddanmark","Number","Total","90 years or over","50"
"2020W36","Syddanmark","Number","Total","90 years or over","53"
"2020W37","Syddanmark","Number","Total","90 years or over","49"
"2020W38","Syddanmark","Number","Total","90 years or over","47"
"2020W39","Syddanmark","Number","Total","90 years or over","39"
"2020W40","Syddanmark","Number","Total","90 years or over","48"
"2020W41","Syddanmark","Number","Total","90 years or over",":"
"2020W99","Syddanmark","Number","Total","90 years or over",":"
"2020W28","Fyn","Number","Total","90 years or over","12"
"2020W29","Fyn","Number","Total","90 years or over","20"
"2020W30","Fyn","Number","Total","90 years or over","20"
"2020W31","Fyn","Number","Total","90 years or over","21"
"2020W32","Fyn","Number","Total","90 years or over","17"
"2020W33","Fyn","Number","Total","90 years or over","15"
"2020W34","Fyn","Number","Total","90 years or over","25"
"2020W35","Fyn","Number","Total","90 years or over","15"
"2020W36","Fyn","Number","Total","90 years or over","21"
"2020W37","Fyn","Number","Total","90 years or over","24"
"2020W38","Fyn","Number","Total","90 years or over","21"
"2020W39","Fyn","Number","Total","90 years or over","14"
"2020W40","Fyn","Number","Total","90 years or over","25"
"2020W41","Fyn","Number","Total","90 years or over",":"
"2020W99","Fyn","Number","Total","90 years or over",":"
"2020W28","Sydjylland","Number","Total","90 years or over","21"
"2020W29","Sydjylland","Number","Total","90 years or over","18"
"2020W30","Sydjylland","Number","Total","90 years or over","22"
"2020W31","Sydjylland","Number","Total","90 years or over","31"
"2020W32","Sydjylland","Number","Total","90 years or over","23"
"2020W33","Sydjylland","Number","Total","90 years or over","23"
"2020W34","Sydjylland","Number","Total","90 years or over","31"
"2020W35","Sydjylland","Number","Total","90 years or over","35"
"2020W36","Sydjylland","Number","Total","90 years or over","32"
"2020W37","Sydjylland","Number","Total","90 years or over","25"
"2020W38","Sydjylland","Number","Total","90 years or over","26"
"2020W39","Sydjylland","Number","Total","90 years or over","25"
"2020W40","Sydjylland","Number","Total","90 years or over","23"
"2020W41","Sydjylland","Number","Total","90 years or over",":"
"2020W99","Sydjylland","Number","Total","90 years or over",":"
"2020W28","Midtjylland","Number","Total","90 years or over","46"
"2020W29","Midtjylland","Number","Total","90 years or over","46"
"2020W30","Midtjylland","Number","Total","90 years or over","29"
"2020W31","Midtjylland","Number","Total","90 years or over","38"
"2020W32","Midtjylland","Number","Total","90 years or over","39"
"2020W33","Midtjylland","Number","Total","90 years or over","49"
"2020W34","Midtjylland","Number","Total","90 years or over","43"
"2020W35","Midtjylland","Number","Total","90 years or over","43"
"2020W36","Midtjylland","Number","Total","90 years or over","41"
"2020W37","Midtjylland","Number","Total","90 years or over","40"
"2020W38","Midtjylland","Number","Total","90 years or over","47"
"2020W39","Midtjylland","Number","Total","90 years or over","36"
"2020W40","Midtjylland","Number","Total","90 years or over","43"
"2020W41","Midtjylland","Number","Total","90 years or over",":"
"2020W99","Midtjylland","Number","Total","90 years or over",":"
"2020W28","Vestjylland","Number","Total","90 years or over","16"
"2020W29","Vestjylland","Number","Total","90 years or over","12"
"2020W30","Vestjylland","Number","Total","90 years or over","14"
"2020W31","Vestjylland","Number","Total","90 years or over","12"
"2020W32","Vestjylland","Number","Total","90 years or over","16"
"2020W33","Vestjylland","Number","Total","90 years or over","17"
"2020W34","Vestjylland","Number","Total","90 years or over","13"
"2020W35","Vestjylland","Number","Total","90 years or over","18"
"2020W36","Vestjylland","Number","Total","90 years or over","11"
"2020W37","Vestjylland","Number","Total","90 years or over","13"
"2020W38","Vestjylland","Number","Total","90 years or over","16"
"2020W39","Vestjylland","Number","Total","90 years or over","12"
"2020W40","Vestjylland","Number","Total","90 years or over","13"
"2020W41","Vestjylland","Number","Total","90 years or over",":"
"2020W99","Vestjylland","Number","Total","90 years or over",":"
"2020W28","Østjylland","Number","Total","90 years or over","30"
"2020W29","Østjylland","Number","Total","90 years or over","34"
"2020W30","Østjylland","Number","Total","90 years or over","15"
"2020W31","Østjylland","Number","Total","90 years or over","26"
"2020W32","Østjylland","Number","Total","90 years or over","23"
"2020W33","Østjylland","Number","Total","90 years or over","32"
"2020W34","Østjylland","Number","Total","90 years or over","30"
"2020W35","Østjylland","Number","Total","90 years or over","25"
"2020W36","Østjylland","Number","Total","90 years or over","30"
"2020W37","Østjylland","Number","Total","90 years or over","27"
"2020W38","Østjylland","Number","Total","90 years or over","31"
"2020W39","Østjylland","Number","Total","90 years or over","24"
"2020W40","Østjylland","Number","Total","90 years or over","30"
"2020W41","Østjylland","Number","Total","90 years or over",":"
"2020W99","Østjylland","Number","Total","90 years or over",":"
"2020W28","Nordjylland","Number","Total","90 years or over","24"
"2020W29","Nordjylland","Number","Total","90 years or over","29"
"2020W30","Nordjylland","Number","Total","90 years or over","15"
"2020W31","Nordjylland","Number","Total","90 years or over","31"
"2020W32","Nordjylland","Number","Total","90 years or over","22"
"2020W33","Nordjylland","Number","Total","90 years or over","23"
