"step","susceptible_status","exposed_status","infected_presymptomatic_status","infected_symptomatic_status","infected_asymptomatic_status","infected_status","recovered_status","dead_status","infected_rate_status","tested_diagnosis","positive_diagnosis","positive_rate_diagnosis","replicate"
0,55787,1,0,0,0,1,0,0,1.7925001792500178e-5,0,0,0.0,1
1,55787,1,0,0,0,1,0,0,1.7925001792500178e-5,0,0,0.0,1
2,55787,1,0,0,0,1,0,0,1.7925001792500178e-5,0,0,0.0,1
3,55787,0,0,0,1,1,0,0,1.7925001792500178e-5,0,0,0.0,1
4,55787,0,0,0,1,1,0,0,1.7925001792500178e-5,0,0,0.0,1
5,55786,1,0,0,1,2,0,0,3.5850003585000356e-5,0,0,0.0,1
6,55786,1,0,0,1,2,0,0,3.5850003585000356e-5,0,0,0.0,1
7,55786,1,0,0,1,2,0,0,3.5850003585000356e-5,0,0,0.0,1
8,55785,2,0,0,1,3,0,0,5.377500537750054e-5,0,0,0.0,1
9,55785,2,0,0,1,3,0,0,5.377500537750054e-5,0,0,0.0,1
10,55783,4,0,0,1,5,0,0,8.962500896250089e-5,0,0,0.0,1
11,55783,4,0,0,1,5,0,0,8.962500896250089e-5,0,0,0.0,1
12,55782,5,0,0,1,6,0,0,0.00010755001075500108,0,0,0.0,1
13,55782,5,0,0,1,6,0,0,0.00010755001075500108,0,0,0.0,1
14,55781,5,0,0,1,6,1,0,0.00010755001075500108,0,0,0.0,1
15,55781,4,0,0,2,6,1,0,0.00010755001075500108,0,0,0.0,1
16,55779,6,0,0,2,8,1,0,0.00014340001434000142,0,0,0.0,1
17,55778,4,1,0,4,9,1,0,0.00016132501613250162,0,0,0.0,1
18,55776,6,1,0,4,11,1,0,0.00019717501971750197,0,0,0.0,1
19,55773,9,1,0,4,14,1,0,0.0002509500250950025,0,0,0.0,1
20,55772,9,1,0,5,15,1,0,0.0002688750268875027,0,0,0.0,1
21,55768,13,1,0,5,19,1,0,0.0003405750340575034,0,0,0.0,1
22,55766,15,1,0,5,21,1,0,0.00037642503764250375,0,0,0.0,1
23,55764,16,2,0,5,23,1,0,0.00041227504122750414,0,0,0.0,1
24,55763,17,2,0,5,24,1,0,0.00043020004302000433,0,0,0.0,1
25,55762,18,2,0,5,25,1,0,0.00044812504481250447,0,0,0.0,1
26,55760,19,2,0,6,27,1,0,0.00048397504839750485,0,0,0.0,1
27,55756,22,1,2,6,31,1,0,0.0005556750555675055,0,0,0.0,1
28,55754,23,2,2,6,33,1,0,0.0005915250591525059,0,0,0.0,1
29,55741,35,2,2,7,46,1,0,0.0008245500824550083,0,0,0.0,1
30,55735,40,2,2,7,51,2,0,0.0009141750914175091,0,0,0.0,1
31,55733,40,2,2,9,53,2,0,0.0009500250950025095,0,0,0.0,1
32,55727,43,4,3,9,59,2,0,0.0010575751057575107,0,0,0.0,1
33,55719,47,5,3,12,67,2,0,0.001200975120097512,0,0,0.0,1
34,55718,46,6,4,12,68,2,0,0.0012189001218900122,0,0,0.0,1
35,55715,46,8,4,13,71,2,0,0.0012726751272675127,0,0,0.0,1
36,55714,45,9,5,13,72,2,0,0.001290600129060013,0,0,0.0,1
37,55714,44,9,4,13,70,4,0,0.0012547501254750125,0,0,0.0,1
38,55714,38,13,4,15,70,4,0,0.0012547501254750125,0,0,0.0,1
39,55713,34,12,8,17,71,4,0,0.0012726751272675127,3,3,0.9966777408637875,1
40,55708,34,12,8,21,75,5,0,0.0013443751344375135,6,5,0.831946755407654,1
41,55706,32,13,7,23,75,7,0,0.0013443751344375135,8,7,0.8739076154806492,1
42,55703,32,11,9,25,77,8,0,0.0013802251380225139,10,8,0.7992007992007992,1
43,55700,31,9,11,28,79,9,0,0.001416075141607514,13,9,0.6917755572636434,1
44,55699,25,11,14,29,79,10,0,0.001416075141607514,15,10,0.6662225183211192,1
45,55698,22,12,16,29,79,11,0,0.001416075141607514,17,12,0.7054673721340388,1
46,55693,25,12,14,28,79,16,0,0.001416075141607514,18,13,0.7218212104386451,1
47,55682,35,8,18,28,89,17,0,0.001595325159532516,20,16,0.7996001999000499,1
48,55676,39,7,20,29,95,17,0,0.0017028751702875171,22,18,0.8178100863243979,1
49,55671,43,7,19,27,96,21,0,0.0017208001720800173,25,20,0.7996801279488204,1
50,55665,44,9,19,28,100,23,0,0.0017925001792500179,26,22,0.845828527489427,1
51,55660,48,9,20,28,105,23,0,0.0018821251882125188,28,24,0.8568368439842913,1
52,55656,52,9,18,27,106,26,0,0.001900050190005019,30,27,0.8997000999666778,1
53,55653,51,8,17,31,107,28,0,0.0019179751917975192,32,25,0.781005935645111,1
54,55645,57,6,19,29,111,32,0,0.0019896751989675198,36,23,0.6387114690363788,1
55,55644,55,7,19,29,110,34,0,0.0019717501971750198,39,23,0.5895924122019995,1
56,55643,49,9,20,31,109,36,0,0.0019538251953825194,43,23,0.5347593582887701,1
57,55639,49,12,20,30,111,38,0,0.0019896751989675198,48,24,0.49989585503020206,1
58,55635,47,13,19,29,108,45,0,0.0019359001935900194,55,26,0.4726413379385566,1
59,55632,44,15,20,32,111,45,0,0.0019896751989675198,63,29,0.4602444056498969,1
60,55627,46,17,20,33,116,45,0,0.002079300207930021,74,31,0.4188623159032563,1
61,55624,48,13,23,33,117,47,0,0.002097225209722521,83,29,0.3493554993374292,1
62,55620,49,12,24,35,120,48,0,0.0021510002151000217,94,32,0.340389320285076,1
