ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SPERFICIEAREATOTALE,SPERFICIEAREALIBERA,VOLUME
201819,BSAA84602L,170210863,"2.080,00","1.839,00",5793
201819,PAEE8AV02P,820534164,"1.083,00","493,00",2189
201819,PDEE897012,280862077,"8.337,00","6.193,00",8459
201819,RMAA86401Q,580910124,-,-,288
201819,RMIC8B300L,581143594,"9.500,00",-,12900
201819,VEEE819031,270051079,"2.980,00","2.220,00",5396
201819,VEMM811017,270160647,"10.395,00","5.202,00",7987
201819,LUIS01800N,460335057,"29.000,00","24.538,00",4303
201819,PIAA82203B,500220500,"1.765,00","665,00",3850
201819,CHEE83503V,690220181,"3.420,00","1.680,00",7918
201819,CNAA83501P,41810002,"750,00","540,00",1450
201819,FOAA811019,400190377,"12.000,00",-,14200
201819,RGEE02101R,880062763,"3.063,00","642,00",12685
201819,AVEE00200X,640080295,"3.100,00","1.555,00",2135
201819,CAMM8AC03T,1110500966,"9.917,00","8.515,00",8060
201819,LTIC846006,590110642,"7.500,00","5.500,00",9000
201819,CAEE82804N,1110741088,"5.718,00","4.498,00",1220
201819,ORAA829048,950650349,"4.195,00","3.697,00",2068
201819,MTAA82105C,770040067,"935,00","292,00",2443
201819,RIEE80603C,570220126,"1.500,00","1.094,00",1850
201819,CAMM87801E,1110140987,"4.085,00","3.095,00",8000
201819,RMPS53000N,581161456,"4.150,00",-,-
201819,VAIC844003,121180399,"12.500,00","9.220,00",10340
201819,COIC802007,131930510,"1.200,00","450,00",5250
201819,MIAA8AB02G,151710203,"19.504,00","15.884,00",11256
201819,SSEE855017,900640171,"1.910,00","1.246,00",5445
201819,SSAA85002X,900640386,"5.300,00","3.221,00",16854
201819,RMAA8EC019,580910063,"590,00",-,2166
201819,PVMM82901T,181100258,"4.800,00","400,00",48400
201819,CEEE8AB01B,610580001,"15.000,00","13.680,00",3108
201819,NAEE8DX018,630620466,"5.200,00","5.000,00",10664
201819,CHPM014019,690990472,"1.840,00","915,00",5378
201819,TPAA04605R,810114266,"6.750,00","4.360,00",4100
201819,LIAA009016,490091001,"6.629,00","3.029,00",26430
201819,RMEE8D501G,581110870,"1.900,00","700,00",10000
201819,NAEE8EP01V,630491393,"6.304,00","3.900,00",2249
201819,CEAA8AZ033,610881717,"2.200,00","1.418,00",3128
201819,TOMM8AP02V,11780004,"5.125,00","3.725,00",4760
201819,PAPM07000P,820791792,"4.452,00","3.027,00",11974
201819,RMTB107013,580911564,"6.059,00","2.769,00",18189
201819,LEAA88901P,750841109,"3.749,00","2.789,00",3350
201819,PSEE80504Q,410640105,"867,00","72,00",7282
201819,CTEE82103E,870101228,"1.958,00",-,6853
201819,PTMM810016,470140705,"5.418,00","2.418,00",37680
201819,BSMM88801T,170480058,"2.345,00","1.300,00",8290
201819,PAMM871011,820534388,"12.000,00","7.904,00",4551
201819,NAMM87501B,630890012,"13.700,00","13.500,00",1600
201819,ANIC842007,420340373,"4.241,00","3.323,00",13770
201819,LERC016017,750880602,"5.458,00","3.614,00",4245
201819,CNMM81702A,40620001,"3.702,00","2.367,00",9330
201819,VTMM818018,560010150,"1.250,00","310,00",7320
201819,CTIS04800E,870492163,"13.250,00","8.777,00",30500
201819,MITD05701N,151461583,"3.986,00",-,59743
201819,MIRC058016,151461497,"18.270,00","14.500,00",28545
201819,AGEE02405Q,840274812,"1.400,00","455,00",4930
201819,FIPM008013,480330001,"9.040,00","3.423,00",24445
201819,CAAA866036,1110590109,"2.420,00","1.550,00",2160
201819,AVEE84310L,640861368,"1.210,00","800,00",6068
201819,FERH011018,380080448,"1.891,00",-,8800
201819,BSEE8AD03B,170190132,"3.920,00","2.975,00",3980
201819,BAAA84401A,720061306,"12.628,00","9.599,00",23404
201819,RIMM80901R,570120156,"3.400,00","2.100,00",4758
201819,BGIC820002,160070490,"4.133,00","2.925,00",11124
201819,REIC833009,350120020,"13.690,00","9.006,00",17995
201819,MIAA8FK02L,150871227,"7.487,00","3.737,00",15138
201819,FEEE81203X,380080173,"3.276,00",-,23160
201819,AVPS018023,640650656,"5.438,00","3.457,00",6600
201819,FRAA83208R,600430372,"390,00",-,1000
201819,PZVC06000L,760440900,"800,00",-,2400
201819,VAMM85901T,120260335,"5.470,00","3.125,00",17950
201819,TOAA84604R,12220001,"2.500,00","2.020,00",4512
201819,NAIC8DX006,630620488,"5.900,00","3.960,00",16100
201819,BOIC86000A,370240738,"1.087,00","1.030,00",1650
201819,BAEE027053,720060356,"4.066,00","2.245,00",17772
201819,RNEE01501P,990140287,"2.651,00",-,9542
201819,PZMM852022,760680324,"2.000,00",-,7200
201819,COEE80701C,130220376,"10.600,00","8.600,00",7500
201819,VEIC870002,270423527,"10.626,00","8.426,00",4058
201819,APTD00203X,1090170652,"13.465,00",-,8210
201819,NAEE8B201X,630490639,"5.000,00",-,2100
201819,MOMM81901P,360370307,"2.200,00",-,14962
201819,NAAA31904N,630480007,"3.350,00","2.700,00",1950
201819,CAEE889034,1110350285,"2.317,00","854,00",11260
201819,AQAA82704A,660870307,"12.132,00","3.751,00",5850
201819,CHAA034062,690790588,"1.500,00","1.100,00",4500
201819,FIMM846017,480010002,"2.984,00","1.099,00",8032
201819,BOAA809023,370120208,"3.026,00","2.319,00",3195
201819,GEEE83603L,100250150,"2.285,00","1.331,00",17172
201819,SAAA045075,650371046,"5.565,00","3.290,00",2324
201819,BAIS05800G,1100090784,"9.048,00","4.214,00",40257
201819,NAIC8BN009,630530391,"2.600,00","800,00",6300
201819,VITD00401R,240744023,"3.810,00","3.200,00",4582
201819,ATAA80601B,51120001,"1.150,00","826,00",2740
201819,NAIC81400V,630490028,"5.360,00","3.530,00",13800
201819,BAAA88601C,720060029,"2.480,00","179,00",994
201819,CSMM8AP01L,781080905,"7.000,00",-,9500
201819,CEEE84601E,610890001,-,-,12000
201819,ANTF01301X,420020824,"41.424,00","33.406,00",54630
201819,AGIS013006,840211778,"16.039,00","11.773,00",26000
201819,LUEE85005G,460246003,"1.177,00","657,00",2920
201819,CHIC82200L,690500268,"3.772,43","2.355,41",10202.56
201819,ANPS012012,420020469,"29.000,00","21.806,00",27345
201819,GETD022011,100250420,"7.300,00","3.501,00",54059.88
201819,MOAA81101X,360160045,"1.423,00","1.030,00",1240
201819,BOEE868013,370390927,"2.290,00",-,7356
201819,LUEE84103P,460265001,"3.300,00",-,4005
201819,ALAA81806T,61420001,"1.166,00","574,00",5958
201819,GEEE80802B,100250019,"1.709,00","937,00",14238
201819,NOAA82201N,30430003,-,-,6912
201819,BOEE85105T,370060120,"5.943,00","4.293,00",8759
201819,TOTD01402R,11910026,-,-,53736
201819,LTIC82900C,590321810,"8.600,00","6.000,00",2700
201819,VVEE826042,1020470440,"1.750,00",-,2493.8
201819,PGAA80702G,540430199,"200,00",-,-
201819,TAAA023035,730270031,"4.253,00","1.523,00",16300
201819,BNMM82901P,620740043,"2.262,00","1.574,00",6986
201819,LTPS02000G,590111015,"12.630,00",-,200
201819,PSMM832021,410380644,"1.830,00","1.126,00",7600
201819,CTMM81101R,870271352,"15.749,00","12.782,00",23057.31
201819,BSEE8AJ01T,170780539,"17.081,00","13.063,00",4882
201819,PVAA827045,181820316,"8.621,00",-,48853.47
201819,MEEE81805G,830433480,"836,00","420,00",1701.05
201819,CTEE80502G,870020980,"2.120,00","1.424,00",3506
201819,SVEE809017,90520070,"954,00","577,34",3875.07
201819,CHAA832014,690830158,"880,00","875,00",6600
201819,CEAA83802B,610830006,"1.906,79","1.341,71",4752.32
201819,TPAA842029,810213083,"4.177,00","2.984,00",4775
201819,SSAA85202G,900640161,"4.137,00","3.197,00",9400
201819,MIEE8E002G,1080350732,"563,00","1.060,00",2400
201819,CRAA817022,191020070,"8.000,00","5.740,00",14000
201819,SOEE80604E,140350001,"1.090,00","350,00",2275
201819,TVEE82302G,260103076,"10.773,00","8.190,00",6492
201819,NAMM82201V,630491971,"9.080,00",-,26805
201819,TAMM80602D,730280255,"6.280,00","4.000,00",8260
201819,FIEE84302T,480170032,"2.611,00","1.251,00",8926.45
201819,RMAA8CJ01C,581161396,"3.000,00","1.903,00",3500
201819,VAMM814018,121270845,"4.800,00","3.120,00",11800
201819,BGAA862022,162241256,"3.878,00","2.821,00",4756
201819,VCAA807016,20490009,-,-,557
201819,ROMM817011,290291755,"9.560,00","6.797,00",21394
201819,BGAA8AF028,160240007,"2.553,00","1.643,00",2730
201819,TOAA86602X,12720329,-,-,14380
201819,GEIC85000P,100250303,"3.574,00",-,8910
201819,RMPS010004,580910677,"284,00",-,2144
201819,BOAA87001T,370530768,"7.038,00","5.889,00",3792
201819,PAEE033029,820534508,"4.400,00","3.330,00",2245
201819,NATN01601V,630710001,-,-,-
201819,CZIC84400Q,791600641,"2.100,00","1.330,00",3000
201819,IMAA81603N,80650055,"1.636,00","1.200,00",1526
201819,FRPS02301C,600350831,"840,00",-,6300
201819,PAEE86001G,820210005,"820,00","460,00",1271
201819,MSAA81603Q,450070004,"1.485,00","1.280,00",941
201819,FOEE827025,400120157,"7.074,00","4.505,00",2776
201819,BOEE80602R,370170273,"4.600,00","3.777,00",8642
201819,MIIS07700L,151461632,"29.900,00",-,59100
201819,NAMM8FA01D,630450997,"2.750,00","1.425,00",120
201819,BNAA838019,620400073,"2.500,00","1.750,00",5300
201819,UDEE821039,301380001,"1.932,00","1.552,00",3762
201819,BREE821022,740171685,"5.300,00","2.300,00",668832
201819,VRMM83302R,230572289,"3.200,00",-,14280
201819,RCPS01702T,800810739,"1.444,00","1.004,00",2992
201819,VAAA85801T,120260017,"47.500,00","34.170,00",27778
201819,RMRI09901N,580341239,-,-,2000
201819,BGPC07000D,161280277,"5.729,00","3.003,00",34075
201819,BNEE80403D,620340001,"7.500,00","6.250,00",7754.45
201819,RMIS08900B,580911537,"14.570,00",-,14837
201819,RIAA81805G,570150107,"1.985,00","1.500,00",2450
201819,ANAA83002V,420210107,"1.002,00",-,2108
201819,CLEE02100B,850130741,"5.859,00","3.671,00",23193
201819,LCEE828039,970780001,"5.261,00","4.061,00",3700
201819,ENRF00601C,860121470,"1.332,00",-,4851
201819,GEMM86501D,100150554,"854,00",-,15628
201819,PDMM838015,280771945,"7.200,00","4.767,00",-
201819,TPEE817051,810114003,"2.750,00","1.852,00",1337.42
201819,PGEE04000B,540260556,"6.800,00","2.720,00",12930
201819,FGMM11100C,710561096,-,-,-
201819,CZEE814045,790330264,"1.000,00","475,00",2770
201819,RMPC030006,580910678,"14.010,00","10.375,00",15941
201819,CAEE848094,1110830582,"3.716,00","3.116,00",2200
201819,BLMM82601L,250102439,"4.350,00","2.975,00",11515
201819,TPMM814018,810054639,"2.920,00","1.874,00",7322
201819,MIEE8AR02G,150770929,"1.259,00","798,00",1383
201819,BGEE885031,161250304,"2.546,00","1.419,00",3664
201819,ANEE85201X,420140691,-,-,1343
201819,SAAA8BE03P,650170003,-,-,-
201819,TPTD00202C,810152315,"7.505,00","3.375,00",13564
201819,PSEE807029,410010152,"1.408,00","628,00",6310
201819,PCAA819022,330160018,"460,00","100,00",2055
201819,VEAA859014,270293882,"3.990,00","3.000,00",3066
201819,TSMM81601L,320060021,"904,00","161,00",12305
201819,PTMM81301N,470060003,"15.800,00","12.043,00",15870
201819,MNEE82503C,200650002,"9.890,00","6.992,00",5950
201819,MIEE8EU01T,152090831,"18.854,00","11.933,00",25568
201819,CNMM82801Q,40820005,"3.600,00","1.200,00",12000
201819,PACT71400L,820534667,"2.795,00","1.845,00",12920
201819,VIIC87300R,240112448,"5.610,00","4.223,00",13320
201819,MIEE859022,1080300560,"20.085,00","17.730,00",14130
201819,FGAA818027,710050024,"2.611,00","1.133,00",12310
201819,VEAA83902X,270423562,"310,00","53,00",2900
201819,SVCT70000G,90290563,"4.500,00",-,17650
201819,NATD100007,630240090,-,-,-
201819,AVAA871026,640170002,"500,00",-,800
201819,ENEE817036,860192518,"2.580,00","300,00",9100
201819,LEIC81700X,750400323,"4.579,00","2.720,00",13893
201819,CTEE8A5015,870320904,"2.450,00","1.550,00",13950
201819,BSRC016023,171740230,"33.325,00","14.562,00",44288
201819,GRIC81300B,530160002,"7.680,00","4.568,00",11617
201819,TVTD02401P,260463743,"39.155,00","33.942,00",54058
201819,TARH00801B,730041789,"6.435,00","1.800,00",2945
201819,SAPS09000C,650370525,"10.500,00","8.245,00",31500
201819,PVEE821018,180240001,"1.213,50","432,60",5469.77
201819,AVEE864017,641000001,"2.248,00",-,10463
201819,BOMM83401V,370520500,"6.450,00","5.322,30",3298.96
201819,VREE85502P,230753186,"2.134,00","1.441,00",6104
201819,PDEE87407G,280051821,"3.213,00","2.585,00",3105
201819,LUEE82401V,460155001,"11.700,00","2.470,00",13940
201819,VEIC838006,270212416,"15.910,00","10.021,00",36624
201819,AVRH01802R,640471093,"4.685,00","2.785,00",2150
201819,PAAA82701P,820372671,"2.550,00","2.043,00",1890
201819,PCEE80802R,330480086,"900,00","540,00",4680
201819,BOEE825026,370030237,"2.440,00","1.708,00",11765
201819,TOAA04502X,12720061,"3.114,00","1.790,00",18577
201819,BIEE80008V,960490005,"233,00",-,800
201819,COTF00901P,130750545,-,-,-
201819,NAAA8F501L,630731196,"10.400,00",-,15274
201819,BLAA815012,250583443,"7.500,00","7.015,00",1770
201819,RETD00401Q,350270307,"15.735,00","10.587,00",7660
201819,CTAA081098,870510863,"572,00","267,00",1184
201819,BGIC897003,162060384,"11.729,00","8.953,00",13674
201819,BLIC831003,250061867,"6.191,00","5.209,00",2119
201819,PGPC02401V,540240157,"5.640,00","4.514,00",8573
201819,ORAA82501T,950380003,"8.559,00","6.459,00",5399
201819,CSIS05900T,780691048,"6.050,00","5.030,00",3703.5
201819,RIEE810012,570691001,"5.000,00",-,8000
201819,FGAA854019,1100050086,"940,00",-,5640
201819,MORC003017,360052905,"2.670,04","10.000,00",10354.2
201819,CLAA82001A,850180541,"4.463,00","2.678,00",10815.21
201819,VIEE84004P,240061811,"1.320,00",-,9000
201819,NUAA82302Q,910601744,"2.091,00","1.041,00",4500
201819,BAAA125053,720280186,"13.564,00","11.156,00",9747
201819,CACT701009,1110350646,"14.296,00","9.190,00",37454
201819,AQMM82701B,660870307,"12.132,00","3.751,00",5850
201819,VIRI05000V,241164014,"4.731,00","3.901,00",7643
201819,CEMM8A4012,610600004,"5.804,00","3.751,00",14050.5
201819,RMMM8E901C,580911999,"6.938,00",-,23504
201819,LOAA813034,980310307,"1.646,90","964,73",4290.84
201819,VVEE80701D,1020100153,"2.320,00","1.425,00",6000
201819,LTTF01301G,590111844,"18.500,00","13.250,00",38800
201819,NAEE8GF029,630910003,"1.540,50",-,2244.9
201819,MTPC01301X,770140650,"3.340,00","2.000,00",21800
201819,RMMM83001R,580910502,"6.350,00",-,20567
201819,CEMM8AL027,610480582,"7.307,00","3.603,00",8346
201819,RMPS032012,580910851,"8.530,00","6.275,00",50.51
201819,KRMM83001T,1010130199,"4.000,00","3.400,00",1800
201819,BGEE86007R,161440289,"7.898,00","6.973,00",6083
201819,MIMM878019,1080230002,"27.458,00","17.723,00",13682
201819,MTTF012019,770140225,"53.454,00","38.280,00",100356
201819,ALAA811041,61330001,"1.215,00","882,00",1097
201819,CAAA882045,920510493,"4.762,00","2.962,00",10377
201819,PISD05001N,500080303,"3.500,00","1.980,00",2105
201819,PSAA80403N,410060099,"296,00",-,2858
201819,PDAA858016,280301338,"6.665,00","5.354,00",5585
201819,VAMM83201T,120550361,"2.200,00","1.700,00",4500
201819,BSMM87401X,170770316,"11.030,00","8.123,00",18542
201819,ANAA843032,420340124,"976,00","593,00",1342
201819,CEEE8AB01B,610580002,"15.000,00","13.680,00",4480
201819,RMMM83701G,580911234,"4.300,00",-,10664
201819,MIEE8FW014,151462645,"6.560,00",-,26663
201819,PSIS00600E,410150359,"14.672,00","12.797,00",33375
201819,NARC11151R,630490072,-,-,-
201819,MIIC84100N,151131250,"16.000,00","12.550,00",19260
201819,SIEE82503N,520320026,"2.035,00","1.500,00",6705
201819,CEEE815031,610020001,"616,00","354,00",943
201819,RCEE868026,800631094,"2.185,00",-,2831
201819,MIEE8E601D,151080540,"15.144,00","8.914,00",13650
201819,LEPS013017,750520613,"10.164,00",-,4074
201819,RGEE81007G,880062739,"810,00","55,00",9000
201819,CNRH028024,40820006,"12.360,00","8.890,00",13000
201819,APAA837028,1090340089,"2.000,00","425,00",5000
201819,LEEE03401R,750390102,"3.490,00","1.659,00",12265
201819,VATF01701B,121330678,"19.445,00",-,12984
201819,RITD001511,570270902,"31.000,00","10.000,00",13600
201819,CNAA86402Q,40290015,"1.140,00","882,00",2537
201819,TOAA13704X,12630001,"5.100,00","3.800,00",4200
201819,RGIC81200V,880112541,"11.750,00","9.768,00",12000
201819,SIMM80801R,520170007,"300,00",-,1400.49
201819,CBIC82400Q,700060361,"12.419,00","6.013,00",25810
201819,MEAA83303A,830323657,"1.790,00",-,920
201819,LEAA8AA01T,750850201,"1.665,50","752,12",3476
201819,RMAA838028,581201157,"4.317,00",-,7796
201819,CBEE81901A,700290001,"4.800,00",-,17855
201819,PDMM824028,280212931,"7.228,00","5.771,00",9145
201819,SPEE808011,110130286,"1.298,00",-,1272
201819,BRPS00301X,740071767,"12.153,00","8.190,00",17740
201819,CAMM81201X,920091064,"6.171,00","2.899,00",12877
201819,NATD10151D,630680001,-,-,-
201819,ENAA80602D,860061213,"618,00","1.704,00",2800
201819,UDMM822012,301880001,"12.600,00","11.015,00",10100
201819,MTEE823015,770170047,"5.850,00","3.610,00",16580
201819,TOAA88302N,12720035,"1.100,00","490,00",35683
201819,TEIC82900E,670280226,"5.480,00","4.239,00",11586
201819,BAEE168012,720430481,"6.280,00","3.313,00",13574
201819,SRAA81301C,890174960,"6.052,00","4.966,00",9865
201819,MTAA83202Q,770210056,"2.800,00","1.665,00",4313
201819,VREE88901R,230911967,"3.483,00","2.681,00",12084
201819,CBAA81802A,700100029,"4.530,00","3.735,00",1380
201819,TOAA8AA04T,11250026,"3.904,00","3.221,00",1953
201819,CARI010002,920090599,"10.650,00","5.987,00",27534
201819,RMRH07000D,580911498,"1.590,00",-,22050
201819,CSTF07701X,781191117,"10.870,00","9.268,00",17210
201819,AQEE82004R,661070179,"811,00","300,00",4353
201819,GRAA82002C,530260003,"8.048,00",-,11290
201819,ARIC839007,510020029,"10.000,00","5.732,00",31474
201819,CSTA064015,781080673,"66.528,00","60.490,00",13242.5
201819,CEEE8AJ03N,610760002,"750,00",-,4500
201819,CAEE87703T,1110710994,"9.713,00",-,3913
201819,RMAA8GP03X,580320725,"5.500,00",-,-
201819,RMMM8BH02T,580500910,"5.177,00","3.292,00",15475
201819,CSIC81100L,780440828,"9.676,00","8.036,00",7857
201819,PSEE82003R,410150043,"6.067,00","4.133,00",26109
201819,NAEE32001X,630870010,-,-,20040
201819,MOTA011013,360060601,"11.000,00",-,1456
201819,RCIC859008,800380658,"3.669,00","1.406,00",13694
201819,ALAA830028,61140016,"2.837,00",-,2500
201819,LTEE847036,590111790,"8.240,00","6.740,00",2094
201819,BAIS068006,720370684,"4.207,00","2.766,00",67320
201819,BNIC850003,620771015,"4.000,00","1.450,00",4057
201819,APIC824008,1090180277,"2.000,00","642,00",5850
201819,CTMM8AY01G,870172310,"7.200,00","4.896,00",6405
201819,PSRF001014,410590569,"735,00","391,00",1200
201819,CNAA81602A,40730001,"3.290,00","2.334,00",8555
201819,LTAA81403N,590260650,"1.455,00","1.153,00",1420
201819,NAIC863004,630550014,"1.444,00","566,00",8065
201819,CNPC007015,40030026,"5.110,00","460,00",17017
201819,PAMM88801A,820732638,"4.952,00","3.128,00",3885
201819,TOEE8AJ01X,11710008,"8.057,00","3.259,00",10346
201819,SRTF009512,890011015,"12.600,00","7.820,00",8059
201819,CSEE590026,780330122,"10.000,00",-,14000
201819,CTIC80500C,870020983,"8.816,00","6.676,00",6342
201819,BSEE878018,170290370,"18.127,00","9.883,00",36750
201819,AGAA83401X,840211130,"2.445,00","1.834,00",2585
201819,GEEE805053,100100255,"2.000,00",-,5467
201819,BAMM87402B,720300455,"12.000,00","8.100,00",150000
201819,FGEE872014,710290986,"13.128,00","10.308,00",1974
201819,VBEE81502R,1030720014,-,-,5060
201819,VETN01601N,270423819,"988,00","83,00",12407
201819,RMEE8G0018,581041702,"4.798,00","2.933,00",12720
201819,RMEE818039,580910532,"926,00",-,15819
201819,SAEE09900B,650022070,"4.432,11","2.888,76",16281.1
201819,TOEE82202B,12840004,"8.000,00","5.756,00",1580
201819,MCAA818044,430550058,"2.400,00","1.881,00",6120
201819,BSEE8AN048,171130715,"10.602,00","7.772,00",8970
201819,RMIC8DM00N,581200616,"9.550,00","5.651,00",8100
201819,IMMM815021,80390099,"1.600,00","100,00",3500
201819,CSMM87703A,780770686,"1.900,00",-,2450
201819,SARI064016,651540500,"1.834,00",-,5310
201819,AGEE82302Q,840010003,"13.500,00","9.000,00",20860
201819,MNEE804019,200700309,"19.000,00","16.400,00",14700
201819,CSMM8AT019,781490403,"5.000,00","3.220,00",2880
201819,FGVC05000V,710600446,"7.950,00","2.340,00",25773
201819,PNMM82401N,930340004,"9.662,00","6.965,00",11310
201819,VIEE81202C,240281026,"11.950,00","9.150,00",27000
201819,FGEE82301V,710130318,"7.360,00","5.429,00",7662
201819,CSAA831093,780440179,"412,00","233,00",620
201819,REAA854017,350400171,"8.487,00","6.975,00",12208
201819,AGEE84602C,840031381,"1.401,00","386,00",13600
201819,BOMM85701G,370060322,"13.505,00",-,22752
201819,RMIC8E200L,580913302,"10.335,00","7.337,00",24380
201819,COMM83301X,132280932,"900,00","420,00",2256
201819,CTEE045012,870080848,"12.085,00","8.539,00",2748
201819,SVIC803006,90180104,"52.300,00","28.954,00",15228
201819,FIRI01201V,480140036,"2.423,00","18.052,00",16987
201819,VAEE873026,121330069,"3.740,00","2.923,00",6950
201819,VIEE864014,240211768,"8.220,00","5.337,00",1884
201819,RMPS130017,580971579,"4.110,00","3.470,00",10800
201819,BNEE857021,620580049,"1.408,00","589,00",2750
201819,TAAA84803C,730120079,"2.509,00","1.673,00",3748
201819,GREE822018,530220002,"3.633,00","2.768,00",9515
201819,FIEE863034,480520019,"583,00",-,1790.71
201819,CSMM81801C,780100791,"6.200,00","3.965,00",6480
201819,VEMM867017,270121555,"7.450,00","5.980,00",10426.7
