X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
5.13817987067635,0.886623373552212,0.0569733613246794,0.00000000415791608771954,0.00380635887791645,0.0814073344480633,0.169548739535922,0.178804125160389,0.134257657686703,0.309503927978038,0.110994539842316,0.132611038714753,0.00352965072430993,0.00202549575677892,0.0000000000000000000000000000000000000000000000000000809630294925806,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000828058005880837
0.693390654861143,3.37659364198239,0.0639961279932679,0.0000401805407636947,0.00939450181291294,0.0275478903255712,0.0777798118262465,0.0862824563970405,0.095925481692397,0.0709714424513479,0.0681061596030171,0.0243644362218761,0.00795512100740655,0.00334467532122965,0.000463587581961887,0.000000000000000000000000000000000000000000617135514804513
0.000000000000000000000144357528422013,0.785290495324923,4.13719307766481,0.0742256288662873,0.00111724686363291,0.0420468292918998,0.0456879064808921,0.0962398112707953,0.151789173713302,0.145343320877899,0.0932725827342741,0.0492196444611183,0.00410391724614657,0.00235187672173242,0.000000000000000000000000000000000119977800787075,0.00000000000000000000000000000000000000000000000000000000147547248994755
0.0000000000000115276998359293,0.00000000000000000000000150078872881809,1.29019462550321,4.35635283455474,0.0242392774859235,0.011702368562672,0.0258153700935844,0.083597646684662,0.100703734481272,0.15376112079808,0.0828935357227279,0.0651755129881089,0.0136966180725689,0.00106917150897992,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000181235105151362,0.000000000000000000000000000000000000000000000000000000000000000000124173208741691
0.172051818985568,0.0116844306057605,0.0000000000000000000000000665272282559288,0.375399867190554,0.179592965200952,0.0119755985570483,0.00000679090053641098,0.0146890538196657,0.00952714862962813,0.00882660696841836,0.0133960160179509,0.0121505864011483,0.00221916620756278,0.00183513217869615,0.0000000000000000000000000000000000000000000000000000000000000104866752137605,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017918025220493
0.0395904041521695,0.00000000000000000000000107914416775336,0.0000000000000000000000000000687399714244658,0.0149728189400039,0.418332197673812,0.0805856676042108,0.0429662010859766,0.00949153532838865,0.0291524287248124,0.0105256748165705,0.000000000000000000000000000000255687360327215,0.0215234330299353,0.0162999937955636,0.0122757062556144,0.000000000000000000000000000000000000000000000000000000000000297803697240112,0.0115121064476292
0.0449271732800369,0.0455736473642699,0.417609558373725,0.368189189784269,0.107853351114147,0.243759935337369,0.0740294047794056,0.0842859487506966,0.0716913041490851,0.0311547340628346,0.0283790080632498,0.00518737636700359,0.00367931318804507,0.00259513936432781,0.000000000000000000000000000000000000000000000975229871491602,0.00000000000000000000000000000000000000000000000000000000000000095130664711262
0.0562262608901795,0.103185290218333,0.0544060908927112,0.0129870096798166,0.00000000000000000000000000163429414433682,0.0288683069334957,0.0477886005599756,0.102287252400117,0.148977681298817,0.0228960242843464,0.00739101233821649,0.0063302228584562,0.000000000000000000000000000000309970612501934,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000143699887880225,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000057940418041586,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142813717420273
0.0279289042547958,0.371848187116769,0.0475701736941856,0.805484893645641,0.00000000000000000000000783469389208789,0.0235126788497492,0.00630103103115395,0.0718316336733674,0.151662706604955,0.0957042641845045,0.0835363131049701,0.0236668601320305,0.0344745487763422,0.0000000000000000000000000000000000000000000000000000000032154369499128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000268224726955664,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000740333858339668
0.352978773929955,0.44763252897153,0.0430149324098609,0.777929897258558,0.000000000103561816132587,0.0305413067915414,0.0694831172896689,0.1388892135045,0.0791540862928681,0.0175396298667845,0.0463941054329743,0.0306371864524686,0.00320448921675989,0.00000000000000000000000000000000000651583286336531,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000552160206050954,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000139107941682579
