"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100","x101","x102","x103","x104","x105","x106","x107","x108","x109","x110","x111","x112","x113","x114","x115","x116","x117","x118","x119","x120","x121","x122","x123","x124","x125","x126","x127","x128","x129","x130","x131","x132","x133","x134","x135","x136","x137","x138","x139","x140","x141","x142","x143","x144","x145","x146","x147","x148","x149","x150","x151","x152","x153","x154","x155","x156","x157","x158","x159","x160","x161","x162","x163","x164","x165","x166","x167","x168","x169","x170","x171","x172","x173","x174","x175","x176","x177","x178","x179","x180","x181","x182","x183","x184","x185","x186","x187","x188","x189","x190","x191","x192","x193","x194","x195","x196","x197","x198","x199","x200","x201","x202","x203","x204","x205","x206","x207","x208","x209","x210","x211","x212","x213","x214","x215","x216","x217","x218","x219","x220","x221","x222","x223","x224","x225","x226","x227","x228","x229","x230","x231","x232"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,4,4,4,5,5,6,7,11,16,17,22,26,28,32,36,39,43,48,51,56,66,79,86,95,104,113,120,132,140,141,150,159,171,183,196,206,207,220,232,238,241,243,252,257,258,258,258,259,256,258,257,256,247,243,235,232,228,225,214,208,196,194,187,177,169,163,157,153,147,144,139,131,128,124,121,114,104,98,95,87,81,79,78,72,71,67,65,62,58,52,50,45,38,38,40,39,38,37,35,35,35,36,34,32,29,29,29,26,27,26,25,22,20,18,17,16,16,16,16,16,15,15,14,14,13,10,9,8,7,7,7,5,5,3,3,2,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,6,7,9,9,11,11,12,12,13,13,14,16,17,19,19,20,20,21,21,21,21,20,20,20,20,19,19,19,17,16,16,15,15,15,15,15,16,14,14,14,12,12,12,12,12,12,11,12,12,11,10,9,9,8,8,8,7,7,7,6,6,6,6,7,7,7,7,7,7,7,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,6,7,7,8,9,10,15,15,17,18,18,21,23,24,27,30,31,30,31,33,36,38,40,41,42,43,45,47,45,44,40,39,37,36,37,36,36,35,34,33,33,31,27,25,25,22,21,20,17,17,17,17,20,21,20,19,16,16,16,16,15,16,16,16,16,16,16,16,14,12,11,11,12,11,10,11,12,12,12,11,11,11,11,10,10,9,8,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,4,4,5,6,5,5,5,7,7,7,8,9,9,10,11,13,13,17,19,20,20,21,23,27,28,31,39,42,44,45,47,50,52,55,55,57,59,60,62,62,63,61,64,65,65,64,65,62,61,61,61,60,55,51,50,49,47,46,45,42,41,40,39,37,35,36,34,34,30,26,25,24,24,23,22,20,19,18,17,16,15,17,18,19,19,19,18,18,18,16,18,18,16,16,17,17,18,19,20,19,20,17,17,17,16,16,16,15,15,14,13,13,14,13,13,13,14,14,13,12,12,11,9,9,7,7,7,6,6,6,6,6,6,6,6,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,5,6,6,7,7,9,9,10,10,11,12,12,14,14,16,16,15,15,14,15,16,16,16,16,16,19,18,18,20,20,22,21,20,20,20,21,22,22,23,22,21,21,20,19,19,19,17,15,15,15,15,15,15,15,15,15,16,16,15,15,14,14,14,14,13,11,8,8,7,8,9,9,9,9,9,9,8,8,8,8,7,7,7,6,6,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,4,4,5,5,6,7,8,9,10,11,13,14,14,15,18,18,20,23,24,24,26,26,27,32,37,38,39,41,42,44,45,45,46,45,45,45,43,42,39,39,38,37,35,35,35,35,35,35,33,33,31,31,32,32,31,30,32,32,30,31,31,30,30,31,32,30,27,26,27,27,25,26,25,24,22,20,17,17,15,15,15,15,14,13,13,13,13,12,12,10,9,9,9,9,8,8,6,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,4,4,4,6,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,11,11,11,11,12,12,11,12,12,11,11,11,9,9,9,9,9,9,9,7,7,7,7,7,8,7,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,6,8,8,9,9,9,10,11,12,14,14,13,13,14,16,16,16,16,18,19,20,21,22,20,20,21,21,20,19,19,15,14,14,14,13,13,13,12,11,10,10,9,9,9,9,9,9,9,9,9,7,6,6,7,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,5,5,5,5,5,4,5,5,6,6,6,6,6,6,6,7,6,6,7,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,4,4,5,5,5,5,5,6,7,9,9,9,10,10,10,10,10,10,10,10,11,13,13,15,15,15,14,15,17,17,17,18,19,20,20,20,21,22,21,21,22,22,22,22,22,22,23,22,23,21,18,17,16,15,16,14,14,15,15,15,15,15,15,15,15,14,14,14,14,14,13,12,12,12,13,12,12,13,12,12,12,12,12,13,13,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,8,8,8,8,7,7,7,6,5,5,6,6,6,6,6,4,4,4,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,7,9,13,16,17,17,17,18,19,19,21,24,26,27,33,40,47,58,62,63,67,68,69,76,76,77,79,82,85,87,88,87,85,85,83,82,78,77,77,75,74,71,66,67,64,63,64,61,59,57,54,51,51,45,44,42,42,40,40,39,36,35,35,36,37,36,36,36,37,35,33,35,34,33,34,33,33,34,33,29,29,27,26,25,24,24,24,22,20,21,22,22,22,20,18,16,16,15,14,14,12,11,9,9,9,9,8,7,5,5,5,5,5,4,4,4,4,4,3,3,4,4,3,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,4,4,7,9,10,11,11,13,13,13,13,13,14,14,15,17,17,18,20,20,19,20,20,20,21,20,20,20,20,19,19,19,19,18,17,16,15,15,15,15,15,14,13,14,14,13,12,10,9,9,9,8,8,8,9,9,9,7,8,8,7,6,6,6,6,6,4,5,5,5,5,5,5,7,8,8,8,8,8,9,9,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
