"step","susceptible_status","exposed_status","infected_presymptomatic_status","infected_symptomatic_status","infected_asymptomatic_status","infected_status","recovered_status","dead_status","infected_rate_status","tested_diagnosis","positive_diagnosis","positive_rate_diagnosis","replicate"
0,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
1,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
2,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
3,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
4,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
5,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
6,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
7,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
8,2812,1,0,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
9,2812,0,1,0,0,1,0,0,0.00035549235691432633,0,0,0.0,1
10,2811,1,1,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
11,2811,1,1,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
12,2811,1,1,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
13,2811,1,0,1,0,2,0,0,0.0007109847138286527,0,0,0.0,1
14,2811,1,0,1,0,2,0,0,0.0007109847138286527,0,0,0.0,1
15,2808,4,0,1,0,5,0,0,0.0017774617845716318,0,0,0.0,1
16,2807,5,0,1,0,6,0,0,0.002132954141485958,0,0,0.0,1
17,2807,5,0,1,0,6,0,0,0.002132954141485958,0,0,0.0,1
18,2807,4,0,1,1,6,0,0,0.002132954141485958,0,0,0.0,1
19,2806,5,0,1,1,7,0,0,0.002488446498400284,0,0,0.0,1
20,2802,9,0,1,1,11,0,0,0.0039104159260575895,0,0,0.0,1
21,2802,9,0,1,1,11,0,0,0.0039104159260575895,0,0,0.0,1
22,2800,11,0,1,1,13,0,0,0.004621400639886242,0,0,0.0,1
23,2799,12,0,1,1,14,0,0,0.004976892996800568,0,0,0.0,1
