"step","susceptible_status","exposed_status","infected_presymptomatic_status","infected_symptomatic_status","infected_asymptomatic_status","infected_status","recovered_status","dead_status","infected_rate_status","tested_diagnosis","positive_diagnosis","positive_rate_diagnosis","replicate"
0,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
1,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
2,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
3,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
4,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
5,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
6,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
7,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
8,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
9,2811,2,0,0,0,2,0,0,0.0007109847138286527,0,0,0.0,1
10,2811,0,1,0,1,2,0,0,0.0007109847138286527,0,0,0.0,1
11,2811,0,0,1,1,2,0,0,0.0007109847138286527,0,0,0.0,1
12,2810,1,0,1,1,3,0,0,0.001066477070742979,0,0,0.0,1
13,2810,1,0,1,1,3,0,0,0.001066477070742979,0,0,0.0,1
14,2807,4,0,1,1,6,0,0,0.002132954141485958,0,0,0.0,1
15,2807,4,0,1,1,6,0,0,0.002132954141485958,0,0,0.0,1
16,2804,7,0,1,1,9,0,0,0.003199431212228937,0,0,0.0,1
17,2804,6,1,0,1,8,1,0,0.0028439388553146107,0,0,0.0,1
18,2804,6,1,0,1,8,1,0,0.0028439388553146107,0,0,0.0,1
19,2804,6,1,0,1,8,1,0,0.0028439388553146107,0,0,0.0,1
20,2804,6,0,1,1,8,1,0,0.0028439388553146107,0,0,0.0,1
21,2804,6,0,1,1,8,1,0,0.0028439388553146107,0,0,0.0,1
22,2804,5,0,1,2,8,1,0,0.0028439388553146107,0,0,0.0,1
23,2802,7,0,0,1,8,3,0,0.0028439388553146107,0,0,0.0,1
24,2802,5,1,0,2,8,3,0,0.0028439388553146107,0,0,0.0,1
25,2798,9,1,0,2,12,3,0,0.004265908282971916,0,0,0.0,1
26,2797,10,1,0,2,13,3,0,0.004621400639886242,0,0,0.0,1
27,2797,10,1,0,2,13,3,0,0.004621400639886242,0,0,0.0,1
28,2797,10,1,0,2,13,3,0,0.004621400639886242,0,0,0.0,1
29,2794,12,0,1,3,16,3,0,0.005687877710629221,0,0,0.0,1
30,2793,12,0,1,4,17,3,0,0.006043370067543548,0,0,0.0,1
31,2790,13,0,1,6,20,3,0,0.007109847138286527,0,0,0.0,1
32,2788,12,2,1,6,21,4,0,0.007465339495200853,0,0,0.0,1
33,2780,19,1,2,7,29,4,0,0.010309278350515464,0,0,0.0,1
34,2780,17,2,2,7,28,5,0,0.009953785993601137,0,0,0.0,1
35,2780,13,3,3,9,28,5,0,0.009953785993601137,0,0,0.0,1
36,2779,12,3,5,9,29,5,0,0.010309278350515464,0,0,0.0,1
37,2778,13,3,5,9,30,5,0,0.01066477070742979,0,0,0.0,1
38,2777,14,2,5,9,30,6,0,0.01066477070742979,0,0,0.0,1
39,2776,14,2,5,9,30,7,0,0.01066477070742979,0,0,0.0,1
40,2774,12,5,5,10,32,7,0,0.011375755421258443,0,0,0.0,1
41,2773,12,5,5,11,33,7,0,0.01173124777817277,0,0,0.0,1
42,2771,14,4,6,10,34,8,0,0.012086740135087096,0,0,0.0,1
43,2768,16,5,6,10,37,8,0,0.013153217205830075,0,0,0.0,1
44,2766,17,4,7,9,37,10,0,0.013153217205830075,0,0,0.0,1
45,2766,17,4,7,9,37,10,0,0.013153217205830075,0,0,0.0,1
46,2766,16,3,9,8,36,11,0,0.012797724848915748,0,0,0.0,1
47,2763,16,4,10,9,39,11,0,0.013864201919658727,0,0,0.0,1
48,2760,17,5,8,10,40,13,0,0.014219694276573054,0,0,0.0,1
49,2755,21,4,9,11,45,13,0,0.015997156061144685,0,0,0.0,1
50,2754,21,3,11,10,45,14,0,0.015997156061144685,0,0,0.0,1
51,2754,19,3,11,12,45,14,0,0.015997156061144685,0,0,0.0,1
52,2753,17,2,12,15,46,14,0,0.016352648418059012,0,0,0.0,1
53,2752,17,3,12,15,47,14,0,0.01670814077497334,0,0,0.0,1
54,2751,16,2,13,15,46,16,0,0.016352648418059012,0,0,0.0,1
