type,country,state/province,epoch,even_id,date,value,restriction
introduction of travel quarantine policies,COM,,1585699200000.0,02cf87e0-bcfe-11ea-b7bb-eeee0af7a662,2020-04-01,na,1
school closure,ZAF,,1584835200000.0,07280ce6-c072-11ea-87f4-eeee0af469a3,2020-03-22,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,NGA,,1585008000000.0,2ae3ffb2-c0e7-11ea-908e-eeee0af49f8d,2020-03-24,Churches,1
entertainment/cultural sector closure,COL,,1593907200000.0,062dec18-c0ed-11ea-a39b-eeee0af72e81,2020-07-05,"Bars, restaurants, night clubs",1
confinement,PAK,,1588982400000.0,3011b696-c1f0-11ea-a56d-eeee0af45dbb,2020-05-09,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,CMR,,1622505600000.0,78de17bc-c2bc-11ea-9397-eeee0af6ea14,2021-06-01,na,1
entertainment/cultural sector closure,AUS,,1585094400000.0,93824444-c2c1-11ea-bf59-eeee0af6f646,2020-03-25,Gyms and pools,1
entertainment/cultural sector closure,IND,,1583020800000.0,31cd91bc-c2f9-11ea-9dc2-eeee0af510b7,2020-03-01,Churches,1
confinement,JOR,,1593993600000.0,7f22b534-c4d7-11ea-81fa-eeee0af510b7,2020-07-06,na,0
introduction of travel quarantine policies,MUS,,1579737600000.0,2cf37f82-c4dc-11ea-a55f-eeee0af791a1,2020-01-23,CHN,1
mask wearing,PER,,1584403200000.0,a2a04ec0-c4de-11ea-9f7b-eeee0af791a1,2020-03-17,Recommended,1
confinement,SRB,,1594080000000.0,febf9c3a-c527-11ea-802a-eeee0af791a1,2020-07-07,Mandatory/advisedfor all the population,1
international flight restrictions,MNG,,1583625600000.0,ff9e43ac-c597-11ea-b8bc-eeee0af42abe,2020-03-08,na,1
international flight restrictions,PHL,,1583020800000.0,e8836118-c5c7-11ea-bde9-eeee0af5624e,2020-03-01,na,1
entertainment/cultural sector closure,TWN,,1586649600000.0,ea423128-c603-11ea-858e-eeee0af51bc0,2020-04-12,na,0
economic impact,USA,USA-CA,1584403200000.0,133b409a-c66f-11ea-a77c-eeee0af51bc0,2020-03-17,na,1
school closure,USA,USA-ME,1588982400000.0,9c0344fa-c6b9-11ea-b869-eeee0af69709,2020-05-09,na,1
freedom of movement (nationality dependent),VEN,,1594512000000.0,bafe0222-c6f1-11ea-94b9-eeee0af524cd,2020-07-12,na,1
school closure,USA,USA-TX,1583625600000.0,11ed8ecc-c706-11ea-9eea-eeee0af524cd,2020-03-08,Universities closed,1
entertainment/cultural sector closure,USA,USA-NV,1591228800000.0,aca19330-c70d-11ea-b074-eeee0af688fb,2020-06-04,"Museums, theaters, cinema, libraries, festivities",0
international flight restrictions,PRY,,1584057600000.0,08097472-d2a8-11ea-a9a6-eeee0af456f2,2020-03-13,Europe,1
confinement,DNK,,1583884800000.0,9c1d3e06-bb8c-11ea-8a56-eeee0af51462,2020-03-11,Mandatory/advised for people at risk,1
entertainment/cultural sector closure,USA,USA-GA,1587686400000.0,2a49aa92-c6b0-11ea-ac4c-eeee0af76b9f,2020-04-24,"Museums, theaters, cinema, libraries, festivities",0
freedom of movement (nationality dependent),CAN,,1579910400000.0,e30bc285-0f52-4302-813e-d1c3be76ba98,2020-01-25,CHN,1
freedom of movement (nationality dependent),MLT,,1583884800000.0,7cfe1975-496a-4f68-8956-7e00dad91196,2020-03-11,ITA,1
freedom of movement (nationality dependent),MLT,,1583884800000.0,40f2e3e2-96cd-40e0-864c-a4b000b4b9d0,2020-03-11,DEU,1
freedom of movement (nationality dependent),MLT,,1583884800000.0,dcfee1b1-a929-48ca-972f-a6c40b4c866a,2020-03-11,FRA,1
freedom of movement (nationality dependent),CAN,,1584662400000.0,505dd400-6a7c-4fd8-8b0d-b3a301a6e338,2020-03-20,USA,1
freedom of movement (nationality dependent),TTO,,1587427200000.0,ad8c9f40-4647-42ce-8759-a52c22933d7c,2020-04-21,CHN,1
international flight restrictions,VEN,,1583971200000.0,bfdd75a8-bbb3-4692-9af7-242a2335b92e,2020-03-12,Europe,1
mass gatherings,GTM,,1584230400000.0,70c3f734-bb7f-11ea-927e-eeee0af641f0,2020-03-15,100,1
entertainment/cultural sector closure,IRN,,1584748800000.0,1b98a096-b735-11ea-a1f4-eeee0af6ddc5,2020-03-21,"Museums, theaters, cinema, libraries, festivities",1
freedom of movement (nationality dependent),KAZ,,1579996800000.0,82d6e060-b4c8-4382-ba44-e11248ec0879,2020-01-26,CHN,1
freedom of movement (nationality dependent),KAZ,,1580169600000.0,ca684e55-666c-476f-9629-e89a34107eff,2020-01-28,CHN,1
freedom of movement (nationality dependent),KWT,,1584057600000.0,d42a9f86-d14d-4f61-b003-f18a8d56da1f,2020-03-13,SAU,1
freedom of movement (nationality dependent),KWT,,1584057600000.0,dad5da9d-2387-41c5-9cac-9451a81b82a6,2020-03-13,IRQ,1
freedom of movement (nationality dependent),MLT,,1583884800000.0,ae0a5e2d-99d4-4d3e-8f60-2b3906044b86,2020-03-11,CHE,1
freedom of movement (nationality dependent),MLT,,1583884800000.0,8965ed17-5429-4a49-9eb4-45d7fd2816a7,2020-03-11,ESP,1
confinement,MLT,,1583020800000.0,4ccd79c4-bbb4-11ea-8a07-eeee0af4f2f2,2020-03-01,Mandatory/advised for people at risk,1
public services closure,MEX,,1585180800000.0,f7e6dae4-bb87-11ea-b655-eeee0af51462,2020-03-26,Government/parliament system,1
freedom of movement (nationality dependent),AUS,,1580428800000.0,c88338e7-fe40-44ed-90c7-b27333efb6eb,2020-01-31,CHN,1
freedom of movement (nationality dependent),JPN,,1584316800000.0,98dacf3b-30af-4eb5-8e38-28b4fc8e51e4,2020-03-16,na,1
freedom of movement (nationality dependent),JPN,,1584576000000.0,982e23e7-7d31-438a-99f2-6c3f521498f9,2020-03-19,na,1
entertainment/cultural sector closure,CRI,,1584057600000.0,c0f113b0-bcfe-11ea-b448-eeee0af68e4f,2020-03-13,"Museums, theaters, cinema, libraries, festivities",1
school closure,COL,,1591056000000.0,b551ec5e-c2e0-11ea-8f0f-eeee0af5624e,2020-06-02,All schools (general) closed,1
entertainment/cultural sector closure,IND,,1585008000000.0,1fee8a9a-c2fa-11ea-ab5d-eeee0af791a1,2020-03-24,"Museums, theaters, cinema, libraries, festivities",1
state of emergency (legal impact),USA,USA-MD,1583971200000.0,15d24770-f461-432b-ae26-3f66e0a084a6,2020-03-12,National guard joins the law enforcement,1
state of emergency (legal impact),VEN,,1584316800000.0,edfd0de3-7e76-43a0-8084-5ce3e07d0748,2020-03-16,Army joins the law enforcement,1
entertainment/cultural sector closure,ZAF,,1584662400000.0,20f493e2-c072-11ea-8540-eeee0af469a3,2020-03-20,Parks and public gardens,1
entertainment/cultural sector closure,NGA,,1595548800000.0,6e6a5574-c0e7-11ea-86a1-eeee0af72e81,2020-07-24,"Museums, theaters, cinema, libraries, festivities",1
mass gatherings,POL,,1585612800000.0,0ad6df72-c0ed-11ea-9e4c-eeee0af70b85,2020-03-31,5,1
economic impact,CAN,,1587340800000.0,cda13478-c2bc-11ea-abfe-eeee0af6f646,2020-04-20,Industrial production,1
entertainment/cultural sector closure,AUS,,1585094400000.0,a1a18ee0-c2c1-11ea-a137-eeee0af6f646,2020-03-25,Parks and public gardens,1
entertainment/cultural sector closure,ITA,,1580515200000.0,9a6e4c4a-c4d7-11ea-81dc-eeee0af715ab,2020-02-01,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,MYS,,1590969600000.0,31d2e7a4-c4dc-11ea-9352-eeee0af715ab,2020-06-01,Gyms and pools,0
mass gatherings,MNE,,1584057600000.0,aa875192-c4de-11ea-9cfb-eeee0af5624e,2020-03-13,20,1
international flight restrictions,SSD,,1589241600000.0,07e0f818-c528-11ea-a6f4-eeee0af5624e,2020-05-12,na,0
entertainment/cultural sector closure,MNG,,1583625600000.0,2be94622-c599-11ea-8382-eeee0af42abe,2020-03-08,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,PHL,,1593561600000.0,0115461a-c5c8-11ea-b23c-eeee0af42abe,2020-07-01,Parks and public gardens,1
school closure,USA,USA-MI,1583971200000.0,29823b82-d0f2-11ea-b6c9-eeee0af63fc2,2020-03-12,Only kindergartens/daycare,1
confinement,PRY,,1588550400000.0,4000a6ac-d2a8-11ea-ba33-eeee0af456f2,2020-05-04,Mandatory/advisedfor all the population,0
international flight restrictions,VEN,,1584230400000.0,9770151b-2291-4c09-9f87-82c68430fb0f,2020-03-15,PAN,1
school closure,ARG,,1583452800000.0,5785f7f3-4417-409f-a6a9-ea3596f2265f,2020-03-06,All schools (general) closed,1
school closure,ARG,,1584230400000.0,b7913c05-75c2-4154-9c9e-faf27194a50f,2020-03-15,Only schools (primary/secondary) closed,1
school closure,ARG,,1584230400000.0,34d0ead7-2bcb-4915-afa2-2fda96807658,2020-03-15,Universities closed,1
entertainment/cultural sector closure,USA,USA-MD,1584835200000.0,ceb125b6-6f55-43f8-87dc-4b6461dfdf87,2020-03-22,Parks and public gardens,1
school closure,USA,USA-MD,1584403200000.0,ca3e76f9-a24d-4d62-880d-e4ba24c5d2e5,2020-03-17,Universities closed,1
public transportation,ARG,,1588982400000.0,3aaaa43b-0b75-4967-81bb-a96344283db4,2020-05-09,Partial cancellation of routes/stops during the week/weekend,1
entertainment/cultural sector closure,USA,USA-MD,1584230400000.0,5ec0711f-1061-427f-9493-1c9a7383bc3c,2020-03-15,"Bars, restaurants, night clubs",1
introduction of travel quarantine policies,ARG,,1583452800000.0,3354ad72-cf9d-4bb7-8135-97735368b873,2020-03-06,na,1
entertainment/cultural sector closure,USA,USA-MD,1584316800000.0,2671ad15-adaa-4616-905f-8a6a035ca2f0,2020-03-16,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,USA-MD,1584144000000.0,319464cd-f2ee-463b-8187-efa62899ec8b,2020-03-14,Parks and public gardens,1
public services closure,VEN,,1584316800000.0,0e2a42a0-c25a-4c86-a463-00fb41ca960c,2020-03-16,Government/parliament system,1
public transportation,USA,USA-MD,1585094400000.0,201fce6a-4688-4950-bf42-8db91b4341bb,2020-03-25,Partial cancellation of routes/stops during the week/weekend,1
entertainment/cultural sector closure,USA,USA-MD,1583971200000.0,643a9ed5-8fba-414f-a04f-ce64a42e5e72,2020-03-12,Parks and public gardens,1
confinement,ARG,,1584576000000.0,c87723f1-ef12-4d9d-971b-2461ece8eecb,2020-03-19,na,1
international flight restrictions,ARG,,1583452800000.0,02b09c6c-38a2-43df-9504-79e080fc134b,2020-03-06,na,1
entertainment/cultural sector closure,USA,USA-MD,1584230400000.0,b6604d53-4e5c-4f46-8c2a-fa8f32739ebd,2020-03-15,Gyms and pools,1
public services closure,USA,USA-MD,1584403200000.0,5dc576d5-8259-4296-b8a5-33e3e84b1b85,2020-03-17,Government/parliament system,1
school closure,USA,USA-MD,1585094400000.0,29e8ec70-0a58-4f2c-b9d7-c9178e6db96e,2020-03-25,All schools (general) closed,1
school closure,USA,USA-MD,1584576000000.0,1a2c8ee9-4c2b-449f-922a-2730dc17eb1d,2020-03-19,All schools (general) closed,1
public services closure,USA,USA-MD,1584835200000.0,01f6c7eb-f7bb-43dc-b1fe-82d1aeea723c,2020-03-22,na,1
school closure,USA,USA-MD,1583625600000.0,c518bd14-ed54-436a-8fa2-cc770bd38a4a,2020-03-08,Universities closed,1
mass gatherings,USA,USA-MD,1583971200000.0,0772a165-7ac8-449d-a5e6-2927ad3a69a8,2020-03-12,250,1
confinement,VEN,,1584316800000.0,bf2302f4-b49e-44d1-b3c1-a90ec48a09b3,2020-03-16,na,1
school closure,VEN,,1584316800000.0,76c3752f-2c4b-472c-a5e7-c00bff907e36,2020-03-16,Only schools (primary/secondary) closed,1
introduction of travel quarantine policies,USA,USA-MD,1585526400000.0,7283804f-3e15-4077-999b-d929d35c9d77,2020-03-30,na,1
entertainment/cultural sector closure,USA,USA-MD,1588723200000.0,56e96703-eca7-4e57-a97e-1d9476be6b40,2020-05-06,na,1
school closure,USA,USA-MD,1585094400000.0,159111ff-b88a-4fd7-90d0-11178089ebce,2020-03-25,Only schools (primary/secondary) closed,1
school closure,USA,USA-MD,1584230400000.0,e7111157-7579-4f9d-9d22-65b4116b77d5,2020-03-15,Only schools (primary/secondary) closed,1
public transportation,USA,USA-MD,1584316800000.0,da6b8d1e-548e-4a28-b1c4-eb41d484b33f,2020-03-16,na,1
confinement,ARG,,1584662400000.0,24d2c57d-e119-445c-8437-f4052fc5c1ab,2020-03-20,Mandatory/advisedfor all the population,1
confinement,ARG,,1584576000000.0,c0462dd1-7331-4ad5-9772-72061d67dc5f,2020-03-19,Mandatory/advisedfor all the population,1
freedom of movement (nationality dependent),CRI,,1584489600000.0,09dd7276-bcff-11ea-9394-eeee0af68e4f,2020-03-18,na,1
entertainment/cultural sector closure,FRA,,1582848000000.0,ab0dad60-c2c1-11ea-8a97-eeee0af6f646,2020-02-28,"Museums, theaters, cinema, libraries, festivities",1
state of emergency (legal impact),ROU,,1584316800000.0,e9838ab4-ea66-413c-98cb-24847c7239d0,2020-03-16,National guard joins the law enforcement,1
mass gatherings,ZAF,,1584662400000.0,59aa7f94-c072-11ea-82f1-eeee0af7aca8,2020-03-20,50,1
entertainment/cultural sector closure,NGA,,1595548800000.0,73aaa52a-c0e7-11ea-81c1-eeee0af496de,2020-07-24,Churches,1
entertainment/cultural sector closure,COL,,1593907200000.0,0e9e316e-c0ed-11ea-9aa4-eeee0af47818,2020-07-05,"Museums, theaters, cinema, libraries, festivities",1
mass gatherings,USA,USA-WI,1584316800000.0,36f1b8a6-c0f3-11ea-9f0c-eeee0af72e81,2020-03-16,60,1
confinement,BTN,,1588809600000.0,dea260b2-c2bc-11ea-9cb9-eeee0af6f646,2020-05-07,na,1
school closure,COL,,1592265600000.0,ff0dd2f4-c2e0-11ea-bbb7-eeee0af5624e,2020-06-16,na,1
entertainment/cultural sector closure,IND,,1585180800000.0,400121d0-c2fa-11ea-908d-eeee0af42abe,2020-03-26,"Museums, theaters, cinema, libraries, festivities",1
confinement,JOR,,1584662400000.0,a1f992b2-c4d7-11ea-9868-eeee0af42abe,2020-03-20,Mandatory/advisedfor all the population,1
confinement,PHL,,1584316800000.0,b72f0eda-c4de-11ea-84ac-eeee0af42abe,2020-03-16,Mandatory/advisedfor all the population,1
domestic flight restriction,SSD,,1589241600000.0,1f5c5460-c528-11ea-afc9-eeee0af42abe,2020-05-12,na,0
work restrictions,USA,USA-MI,1586390400000.0,d9021496-d0f3-11ea-a4a3-eeee0af456f2,2020-04-09,Mandatory work from home enforcement for non-essential workers,1
entertainment/cultural sector closure,PRY,,1588550400000.0,46dc3cfc-d2a8-11ea-8afc-eeee0af456f2,2020-05-04,Churches,0
school closure,ROU,,1583712000000.0,bdacf806-ac51-400f-9955-341e81e9a141,2020-03-09,Universities closed,1
entertainment/cultural sector closure,ROU,,1585612800000.0,aa1f09b7-dbd3-4085-8b9a-026b622e02e8,2020-03-31,Parks and public gardens,1
mass gatherings,DEN,DEN-GR,1584316800000.0,0bda8856-7e38-45de-8533-02509fc480eb,2020-03-16,100,1
mass gatherings,ROU,,1584144000000.0,9cff2ff2-9df5-4232-ad91-ba4a5e875b19,2020-03-14,50,1
entertainment/cultural sector closure,ROU,,1585612800000.0,11490e70-c9f6-4330-9268-911365a9c009,2020-03-31,Churches,1
entertainment/cultural sector closure,USA,USA-MD,1584230400000.0,dd5b7b1a-7009-4bbe-a296-b2f1bf27194d,2020-03-15,Churches,1
introduction of travel quarantine policies,ROU,,1582329600000.0,6b1572e4-c7de-4ea9-8f30-23264dfcd7f7,2020-02-22,CHN,1
introduction of travel quarantine policies,ROU,,1583107200000.0,063218f9-ce0e-453c-ada4-c998958a1c14,2020-03-02,KOR,1
introduction of travel quarantine policies,ROU,,1583107200000.0,7e77cfca-05f8-4428-ba15-c9f92b47d70c,2020-03-02,ITA,1
introduction of travel quarantine policies,ROU,,1583107200000.0,0ed4bbea-0caf-4db1-b7ad-4ec451080877,2020-03-02,CHN,1
introduction of travel quarantine policies,ROU,,1583107200000.0,5ccdbf13-5567-43bc-96e6-f09632b9a4c1,2020-03-02,IRN,1
international flight restrictions,ROU,,1583712000000.0,181acb25-f7ac-42a2-8398-af0697932855,2020-03-09,ITA,1
school closure,USA,USA-FL,1583971200000.0,6d4fa836-3f13-41ab-a989-2a498f5b2993,2020-03-12,Universities closed,1
international flight restrictions,ROU,,1583798400000.0,8e87a4ef-fc62-47c5-8dc7-f09859b0ab50,2020-03-10,ITA,1
school closure,MAR,,1586563200000.0,619c33f6-55e6-4746-8cd2-57e5ffff6e8c,2020-04-11,All schools (general) closed,1
school closure,MAR,,1584316800000.0,adbb382b-15f1-477c-9022-b2762af49781,2020-03-16,All schools (general) closed,1
confinement,ROU,,1587945600000.0,4eac47c0-0f7c-4319-8581-b9b72e77bd60,2020-04-27,Mandatory/advised for people at risk,1
entertainment/cultural sector closure,SPM,,1587772800000.0,1a999e18-e86b-4989-8880-bc660dd75029,2020-04-25,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,FIN,,1586736000000.0,ceac2796-96ff-48b3-8669-fb54a6a21625,2020-04-13,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,USA-FL,1586736000000.0,fd9b3f35-b28e-4e94-8ae4-fe0eeb304c19,2020-04-13,"Museums, theaters, cinema, libraries, festivities",0
school closure,FIN,,1586736000000.0,edb7323d-b15b-4b11-967c-235eb049f0d4,2020-04-13,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,FIN,,1584316800000.0,d127ffdd-cd7a-44c1-8949-60c759876627,2020-03-16,na,1
introduction of travel quarantine policies,ROU,,1582243200000.0,a86338c7-3fb2-44ef-88ad-f2aed16307b1,2020-02-21,na,1
international flight restrictions,ROU,,1584748800000.0,5b822581-c991-4e78-a88d-f3b301cc3202,2020-03-21,na,1
confinement,FIN,,1586736000000.0,bccaafe8-7dc5-4ad7-b6ba-95a4510f4f8b,2020-04-13,na,1
international flight restrictions,MAR,,1584144000000.0,5b38632d-10f1-4507-b910-ae3c5168630c,2020-03-14,CHN,1
international flight restrictions,MAR,,1584144000000.0,00825a07-a550-456f-9c96-167075bb8c0f,2020-03-14,ITA,1
international flight restrictions,MAR,,1584144000000.0,f8806a29-4877-422d-9b38-70a8aaeff21f,2020-03-14,FRA,1
international flight restrictions,MAR,,1584144000000.0,72bbe9c9-cdb2-4524-82ff-be7827e1f470,2020-03-14,DZA,1
international flight restrictions,MAR,,1584144000000.0,6294f3a1-683e-4375-b43e-b5903cbdf86b,2020-03-14,ESP,1
school closure,ROU,,1583884800000.0,2274ce3c-30cb-4e7d-9f94-62502feddc00,2020-03-11,Only schools (primary/secondary) closed,1
school closure,ROU,,1583712000000.0,6490f419-3642-4e2c-b0eb-0e62fd410d8e,2020-03-09,Only schools (primary/secondary) closed,1
school closure,FIN,,1589414400000.0,525e5436-cbae-4a68-ae6a-3afe5cef9854,2020-05-14,Only schools (primary/secondary) closed,0
entertainment/cultural sector closure,ROU,,1584748800000.0,40730e09-ec7c-401c-b81a-087f7cc5ab3f,2020-03-21,"Museums, theaters, cinema, libraries, festivities",1
confinement,ROU,,1585008000000.0,3f9d6efc-cf72-4772-a92d-de8f8efbdf0d,2020-03-24,Mandatory/advisedfor all the population,1
confinement,ROU,,1585440000000.0,46bf9fa0-632e-4889-a617-bd03e2cb8e70,2020-03-29,Mandatory/advisedfor all the population,1
confinement,ROU,,1585958400000.0,ff8e1d3f-5af4-49d5-b32e-e6e613027d2e,2020-04-04,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,ROU,,1585612800000.0,ea0cca65-9117-4f00-992a-2dc51043718c,2020-03-31,"Museums, theaters, cinema, libraries, festivities",1
introduction of travel quarantine policies,CRI,,1584489600000.0,31b5d0c2-bcff-11ea-892f-eeee0af697d6,2020-03-18,na,1
public services closure,IRQ,,1583884800000.0,a4b7661e-c072-11ea-aa22-eeee0af63f54,2020-03-11,Government/parliament system,1
mass gatherings,IND,,1584403200000.0,80ae777e-c0e7-11ea-9dc9-eeee0af70b85,2020-03-17,50,1
confinement,LKA,,1585699200000.0,0fdc3ab2-c0ed-11ea-8b27-eeee0af70b85,2020-04-01,na,1
work restrictions,BEL,,1586390400000.0,10ef8a9e-c1f1-11ea-af00-eeee0af46a96,2020-04-09,Mandatory work from home enforcement for non-essential workers,1
public transportation,CIV,,1585440000000.0,ed592de8-c2bc-11ea-8712-eeee0af46411,2020-03-29,Total cancellation of transport (special case for some states in China),1
public services closure,GBR,,1594080000000.0,ae8f0dee-c2c1-11ea-b32d-eeee0af6bfc5,2020-07-07,Government/parliament system,1
confinement,COL,,1592179200000.0,63b4ce38-c2e1-11ea-abf7-eeee0af791a1,2020-06-15,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,IRL,,1591574400000.0,c1e74c36-c4d7-11ea-abe3-eeee0af42abe,2020-06-08,"Museums, theaters, cinema, libraries, festivities",1
school closure,ISR,,1589068800000.0,4707d90e-c4dc-11ea-b641-eeee0af791a1,2020-05-10,Only kindergartens/daycare,0
mass gatherings,POL,,1585699200000.0,c91dac1e-c4de-11ea-8325-eeee0af510b7,2020-04-01,6,1
state of emergency (legal impact),SUR,,1586304000000.0,018910c4-c535-11ea-8d65-eeee0af791a1,2020-04-08,na,1
work restrictions,MNG,,1583625600000.0,490c2f26-c599-11ea-9fe6-eeee0af791a1,2020-03-08,Mandatory work from home enforcement for non-essential workers,1
entertainment/cultural sector closure,PHL,,1583020800000.0,2012d6a4-c5c8-11ea-8571-eeee0af715ab,2020-03-01,"Museums, theaters, cinema, libraries, festivities",1
international flight restrictions,YEM,,1584230400000.0,6796fca4-3656-4357-a7a4-e5202a3d64aa,2020-03-15,all,1
entertainment/cultural sector closure,USA,USA-MI,1586390400000.0,e26d4cee-d0f3-11ea-bf03-eeee0af7bc4e,2020-04-09,na,1
school closure,SVK,,1589241600000.0,01aa7de5-3b56-4443-94af-3121957e0875,2020-05-12,Universities closed,1
school closure,SVN,,1584316800000.0,128ea9a6-db28-4194-ad4a-b77a191560a3,2020-03-16,All schools (general) closed,1
entertainment/cultural sector closure,MAF,,1580860800000.0,a1c8ae34-bf0c-41aa-8353-245aae967e13,2020-02-05,Parks and public gardens,1
entertainment/cultural sector closure,SVK,,1583452800000.0,6804c908-ea1e-4915-a3e6-28bb1aafa7c9,2020-03-06,"Museums, theaters, cinema, libraries, festivities",1
school closure,USA,USA-FL,1583884800000.0,4dfb5e75-79a7-4c9c-b7bf-ac9c466f3328,2020-03-11,Universities closed,1
confinement,BRN,,1584144000000.0,ebbbd4e8-62e2-4aa9-ab85-60be5c53bfe5,2020-03-14,na,1
school closure,SVK,,1589241600000.0,fe748a0b-3f1d-4866-a265-c66f14485c3e,2020-05-12,All schools (general) closed,1
school closure,MAF,,1580860800000.0,3e53677b-a6b6-4b6b-bc8b-42aa08291559,2020-02-05,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-FL,1586217600000.0,022466bb-a255-4cb0-81ef-20954029e730,2020-04-07,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,MAF,,1604534400000.0,4b26c438-9598-4593-a081-95ead2c1ee30,2020-11-05,na,1
entertainment/cultural sector closure,USA,USA-FL,1584230400000.0,57f37340-fabd-481c-a892-93fba0c5370a,2020-03-15,Parks and public gardens,1
international flight restrictions,BRN,,1580515200000.0,6c60d705-27ab-4df6-bf89-fb0150913b91,2020-02-01,CHN,1
public transportation,MAF,,1604534400000.0,a414db20-eeb7-4fd0-bb9a-ccab50546bb7,2020-11-05,na,1
work restrictions,MAF,,1604534400000.0,ac620073-cabe-489a-a928-a985cf9ca2b0,2020-11-05,na,1
mass gatherings,MAF,,1585008000000.0,6c9f38d1-c66f-4135-b449-252cbba5ae13,2020-03-24,na,1
international flight restrictions,SVN,,1583452800000.0,1e3986f8-5a51-4865-8fd8-56ad0fdc08b4,2020-03-06,CHN,1
public transportation,MAF,,1591228800000.0,6eac175d-8258-4b63-a3ad-70a446810b27,2020-06-04,na,1
international flight restrictions,SVN,,1583452800000.0,a5970df5-6b6c-4630-b340-985fb4618630,2020-03-06,KOR,1
international flight restrictions,SVN,,1583452800000.0,e3459ad8-36b6-4723-8003-661df233148e,2020-03-06,IRN,1
international flight restrictions,SVN,,1583452800000.0,6d857faf-2e3b-49be-9eb6-7618c5646282,2020-03-06,ITA,1
entertainment/cultural sector closure,BRN,,1584230400000.0,e1426372-5102-402f-b009-18b9ef317697,2020-03-15,na,1
entertainment/cultural sector closure,USA,USA-FL,1584057600000.0,0f44fe16-a513-4842-82f8-cf67e95dd1d4,2020-03-13,Parks and public gardens,1
school closure,SVN,,1584316800000.0,7992bf77-64a3-4f9c-8783-2c6aecc1d468,2020-03-16,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-FL,1588550400000.0,5ea790b1-8151-42f0-bfa4-aea9c825491d,2020-05-04,Parks and public gardens,1
school closure,MAF,,1604534400000.0,91f7c723-38f7-4d0d-8949-7d3f6ddd8a6d,2020-11-05,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-FL,1584144000000.0,4148f4e8-c4fa-4a71-8796-b6ff6333c982,2020-03-14,Parks and public gardens,1
school closure,BRN,,1584316800000.0,1d8da276-0705-4ebc-be1e-2c3c6ef89849,2020-03-16,Only schools (primary/secondary) closed,1
school closure,SVK,,1589241600000.0,3cdcbfd4-2180-4701-a024-21f44d4c8ef2,2020-05-12,Only schools (primary/secondary) closed,1
school closure,SVK,,1583452800000.0,2167848d-f23f-4600-b25c-9cb08b3b6c74,2020-03-06,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,MAF,,1584403200000.0,5805f465-f7a3-40b0-b47b-2d51d22d8daa,2020-03-17,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,MAF,,1604534400000.0,654e12b7-24f5-46cf-9ba3-14696377e383,2020-11-05,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,SVN,,1584316800000.0,d2c8ee67-c308-4017-b948-fd63e5e4f8c7,2020-03-16,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-FL,1584403200000.0,caed8381-aed6-48a8-bf97-3f338c8cdeca,2020-03-17,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-FL,1583971200000.0,8a7c3ee2-c12f-4142-bb18-71fc65ec8b48,2020-03-12,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-FL,1584230400000.0,5e2244e8-811b-49dc-980a-51c82b0f5b26,2020-03-15,"Bars, restaurants, night clubs",1
work restrictions,IRQ,,1584057600000.0,cfaa4bf2-c072-11ea-8bb3-eeee0af5197a,2020-03-13,Mandatory work from home enforcement for non-essential workers,1
entertainment/cultural sector closure,MYS,,1583020800000.0,81bc44d4-c0e7-11ea-938c-eeee0af49f8d,2020-03-01,na,1
introduction of travel quarantine policies,MDV,,1588204800000.0,166b0d5e-c0ed-11ea-a7b5-eeee0af49f8d,2020-04-30,na,1
state of emergency (legal impact),LBR,,1584835200000.0,c7aff740-c0f3-11ea-9ca8-eeee0af496de,2020-03-22,na,1
international flight restrictions,BGD,,1584144000000.0,319e238c-c222-11ea-a641-eeee0af649b1,2020-03-14,ITA,1
freedom of movement (nationality dependent),BLZ,,1585699200000.0,0eb6e1f6-c2bd-11ea-a4ef-eeee0af46411,2020-04-01,na,1
freedom of movement (nationality dependent),GEO,,1588809600000.0,b4022e0a-c2c1-11ea-9e2c-eeee0af46411,2020-05-07,na,0
confinement,IRN,,1585699200000.0,9467d688-c2e1-11ea-bac8-eeee0af510b7,2020-04-01,Mandatory/advisedfor all the population,0
