type,country,state/province,epoch,even_id,date,value,restriction
confinement,LAO,,1585526400000.0,18339c48-c4d8-11ea-9360-eeee0af5624e,2020-03-30,na,1
international flight restrictions,NPL,,1584835200000.0,ce467630-c4de-11ea-b277-eeee0af791a1,2020-03-22,na,1
confinement,SUR,,1589068800000.0,5479e8e4-c535-11ea-9fa7-eeee0af510b7,2020-05-10,na,0
entertainment/cultural sector closure,MNG,,1583625600000.0,65ad0d30-c599-11ea-b499-eeee0af5624e,2020-03-08,Churches,1
entertainment/cultural sector closure,PHL,,1584230400000.0,2aa9ecec-c5c8-11ea-b823-eeee0af715ab,2020-03-15,na,1
school closure,USA,USA-CA,1583539200000.0,3d60a07e-c604-11ea-8804-eeee0af69709,2020-03-07,All schools (general) closed,1
changes in prison-related policies,USA,USA-CA,1587081600000.0,40763f7e-c66f-11ea-880e-eeee0af69709,2020-04-17,324,1
school closure,USA,USA-ME,1584057600000.0,c2eac6e2-c6b9-11ea-ad91-eeee0af69709,2020-03-13,Universities closed,1
school closure,USA,USA-WY,1589500800000.0,19c41814-c6f2-11ea-89c0-eeee0af76b9f,2020-05-15,All schools (general) closed,0
school closure,USA,USA-MI,1583971200000.0,78b668ac-d0f4-11ea-b844-eeee0af456f2,2020-03-12,na,1
entertainment/cultural sector closure,PRY,,1588550400000.0,526ba3fa-d2a8-11ea-9e07-eeee0af5d92b,2020-05-04,"Bars, restaurants, night clubs",0
entertainment/cultural sector closure,USA,USA-SC,1585267200000.0,e8f8e852-c855-40e1-8cca-417720e7cc0a,2020-03-27,Parks and public gardens,1
mass gatherings,BWA,,1584403200000.0,e603082d-e627-46c0-99ac-514e3b242ca6,2020-03-17,50,1
school closure,URY,,1584057600000.0,95a322be-1cd9-42eb-8dba-6dc6a0cdec44,2020-03-13,Universities closed,1
school closure,USA,USA-SC,1585008000000.0,017ad37a-25f9-4836-b4ee-dfcdf5f9a80b,2020-03-24,Universities closed,1
entertainment/cultural sector closure,TLS,,1584835200000.0,e113d364-c95a-41ee-8823-2014d66dd799,2020-03-22,Churches,1
school closure,USA,USA-IA,1584230400000.0,9eb614ca-d2bc-417e-873a-ec6e17264b97,2020-03-15,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,BRN,,1584316800000.0,59d5fe60-e9fb-44a5-a903-740a5a22f809,2020-03-16,Churches,1
school closure,USA,USA-SC,1584316800000.0,68c20b38-d544-4e4f-9305-9b7b0f08f420,2020-03-16,Universities closed,1
school closure,USA,USA-SC,1585008000000.0,9227c246-5c37-4cb8-8b76-66e0ac38a244,2020-03-24,Only schools (primary/secondary) closed,1
mask wearing,BWA,,1588291200000.0,8e08d8bb-bfdf-4bc6-b6d9-1a5e94fb7274,2020-05-01,Recommended,1
school closure,USA,USA-SC,1584057600000.0,30f1cc1c-b987-4322-8c26-c030ff4f82f0,2020-03-13,Only schools (primary/secondary) closed,1
introduction of travel quarantine policies,BWA,,1585008000000.0,a7b59d28-4288-4f03-a659-2b9d8b086ebf,2020-03-24,na,1
school closure,TLS,,1584835200000.0,62e205e8-b380-426d-82e0-610cfb358463,2020-03-22,All schools (general) closed,1
international flight restrictions,URY,,1584489600000.0,111aa173-9e25-4df2-9ab6-5751a0d82f23,2020-03-18,USA,1
school closure,URY,,1588982400000.0,2f91216e-ffec-48a0-9f22-4bfac94ed764,2020-05-09,Only schools (primary/secondary) closed,1
confinement,URY,,1584144000000.0,e17d74ea-1ea9-4e05-bc7f-7a5987780a0f,2020-03-14,na,1
school closure,VNM,,1580947200000.0,fbfd99c7-bf0f-464f-8982-8e19b4441467,2020-02-06,All schools (general) closed,1
contact tracing,URY,,1584230400000.0,38575382-b3fd-4328-8382-cf2acb5cd415,2020-03-15,na,1
international flight restrictions,URY,,1584316800000.0,36b04951-5c9f-4ffe-9d30-ecd1a4a2cc1f,2020-03-16,na,1
school closure,USA,USA-SC,1587513600000.0,2da578e8-a077-4be9-99e4-760ea7f145b7,2020-04-22,Only schools (primary/secondary) closed,1
school closure,USA,USA-SC,1584230400000.0,e03e6cb3-467d-4ba7-a30e-2cbbff164691,2020-03-15,Only schools (primary/secondary) closed,1
contact tracing,BWA,,1587254400000.0,c5b73733-e302-4c6a-ba12-a3b040d17a9d,2020-04-19,Tracing contacts of a person who needs to be isolated as was in contact with a confirmed patient through electronic information,1
confinement,BWA,,1587945600000.0,7c28529b-5126-4f39-8583-95c868a07908,2020-04-27,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,URY,,1584403200000.0,6394e00c-bac4-4347-9987-b0c12358bba6,2020-03-17,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,URY,,1583452800000.0,8c3ef8c1-6976-49ea-a3ec-c180dccbc955,2020-03-06,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,VNM,,1583539200000.0,75772e65-03e4-4a6e-9cad-521ef3b73c55,2020-03-07,"Museums, theaters, cinema, libraries, festivities",1
public transportation,CRI,,1585699200000.0,544577b8-bd00-11ea-9433-eeee0af7a662,2020-04-01,Partial cancellation of routes/stops during the week/weekend,1
work restrictions,KEN,,1585094400000.0,81d571fc-c0e7-11ea-9ad9-eeee0af496de,2020-03-25,Suggestion to work from home for non-essential workers,1
school closure,LKA,,1583020800000.0,1f849608-c0ed-11ea-a73c-eeee0af72e81,2020-03-01,All schools (general) closed,1
international flight restrictions,BGD,,1584144000000.0,3cbd526a-c222-11ea-8f8c-eeee0af649b1,2020-03-14,FRA,1
entertainment/cultural sector closure,CHN,,1580342400000.0,22cce67c-c2bd-11ea-a02c-eeee0af6ea14,2020-01-30,na,1
entertainment/cultural sector closure,DEU,,1589500800000.0,b48f9d94-c2c1-11ea-9af5-eeee0af6bfc5,2020-05-15,na,0
mask wearing,IRN,,1575158400000.0,43ceba92-c2e2-11ea-a785-eeee0af791a1,2019-12-01,na,0
international flight restrictions,IND,,1584835200000.0,19ebf186-c2fb-11ea-a6d1-eeee0af715ab,2020-03-22,na,1
confinement,KAZ,,1589155200000.0,1fcbfdf6-c4d8-11ea-b5c1-eeee0af715ab,2020-05-11,na,0
work restrictions,MYS,,1590969600000.0,5693702c-c4dc-11ea-a451-eeee0af510b7,2020-06-01,Mandatory work from home enforcement for non-essential workers,0
mass gatherings,MNE,,1584057600000.0,ce6541e6-c4de-11ea-934c-eeee0af42abe,2020-03-13,200,1
economic impact,SUR,,1589155200000.0,a0bd14d8-c535-11ea-a968-eeee0af510b7,2020-05-11,na,1
freedom of movement (nationality dependent),IRQ,,1583798400000.0,df6f6d9c-c072-11ea-95ca-eeee0af469a3,2020-03-10,IRN,1
entertainment/cultural sector closure,PRY,,1593043200000.0,773255c6-d2a8-11ea-a1da-eeee0af63fc2,2020-06-25,Gyms and pools,0
entertainment/cultural sector closure,USA,USA-OR,1585094400000.0,ffd39b77-511e-4d04-8782-e53301713f9d,2020-03-25,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,USA-OR,1584921600000.0,f44ef493-63cc-475b-83ec-2b00d71530fb,2020-03-23,Parks and public gardens,1
entertainment/cultural sector closure,USA,USA-OR,1586131200000.0,fabee7bf-aefd-481e-b0a5-6ea01d76aa81,2020-04-06,Parks and public gardens,1
entertainment/cultural sector closure,USA,USA-OR,1580860800000.0,003bb4c5-d0c4-430e-9ab2-873e5a5c2ea7,2020-02-05,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,USA-OR,1584057600000.0,d2dad6e5-22bf-43f5-bf6c-1e41ee7d25bf,2020-03-13,Parks and public gardens,1
entertainment/cultural sector closure,USA,USA-OR,1587600000000.0,435e25a2-e089-4072-84ca-d8082473403e,2020-04-23,Parks and public gardens,1
work restrictions,USA,USA-IA,1588291200000.0,0bfae162-526e-429d-a67c-de017cc66ace,2020-05-01,Suggestion to work from home for non-essential workers,1
public services closure,USA,USA-WV,1584748800000.0,45c6a452-85fd-40a1-aa07-3e4136ed11e1,2020-03-21,Legal system,1
public transportation,USA,USA-OR,1586044800000.0,08a5e84d-d572-42c3-9d71-a8a396bab31b,2020-04-05,Partial cancellation of routes/stops during the week/weekend,1
entertainment/cultural sector closure,USA,USA-OR,1584921600000.0,6672bded-0ddd-4ee5-8c59-8fee312a98b5,2020-03-23,Gyms and pools,1
school closure,USA,USA-OR,1582848000000.0,e82b90f5-d9e3-4619-bcb9-a808f958c1ad,2020-02-28,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-OR,1584057600000.0,0eb9dca3-efd1-4490-b9c2-fad31518b341,2020-03-13,Gyms and pools,1
public transportation,USA,USA-OR,1586044800000.0,d34176ae-2619-461c-9fa9-48e11bc2a508,2020-04-05,na,1
public transportation,USA,USA-OR,1586131200000.0,cafc7608-27c2-4e41-bb49-1d7a53b6b588,2020-04-06,na,1
entertainment/cultural sector closure,USA,USA-OR,1586908800000.0,3457d80b-a3d6-4f39-b5a5-0ea723888834,2020-04-15,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-OR,1580860800000.0,6c6b5fac-4b5c-4038-85d2-f2c46f4e05c0,2020-02-05,na,1
school closure,USA,USA-OR,1585612800000.0,f8d0cf2a-ecaa-472c-b445-b5fa13fd834e,2020-03-31,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-OR,1586476800000.0,f302e00b-d141-4a71-bece-577713629afe,2020-04-10,Churches,1
school closure,USA,USA-IA,1585785600000.0,87c441a9-2b7b-4ea1-a6d3-9dd7892d84d3,2020-04-02,Only schools (primary/secondary) closed,1
school closure,USA,USA-PR,1584057600000.0,62146c4c-9144-4e64-94d8-6dadbcc8a5b2,2020-03-13,Only schools (primary/secondary) closed,1
school closure,USA,USA-WV,1584057600000.0,62ff2c34-3475-4192-9d92-c1081072c958,2020-03-13,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-OR,1585612800000.0,c15375a5-b427-4677-8958-aba713c8e9c8,2020-03-31,Churches,1
entertainment/cultural sector closure,USA,USA-OR,1586822400000.0,0ea578e7-310e-49d7-9e4f-685c4e7525f3,2020-04-14,Churches,1
school closure,USA,USA-OR,1584057600000.0,751903cb-4f78-433c-b61f-a69e420879a4,2020-03-13,Universities closed,1
school closure,USA,USA-OR,1585612800000.0,3fe2926b-a6e5-4e2b-a8e1-e52ddeeda819,2020-03-31,Universities closed,1
work restrictions,USA,USA-OR,1584144000000.0,e10843ef-ae1b-45bd-9aed-3b83944bc0e7,2020-03-14,na,1
work restrictions,USA,USA-OR,1585094400000.0,84c658d0-b6ca-4e3b-ac1f-c35c95d06e18,2020-03-25,na,1
entertainment/cultural sector closure,USA,USA-PR,1584057600000.0,eff9f180-af3b-43d1-afc1-6c8a01b6798f,2020-03-13,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-OR,1584576000000.0,59a49045-8ff9-42a2-a1a7-c6135e1d54d9,2020-03-19,na,1
entertainment/cultural sector closure,USA,USA-OR,1583452800000.0,e3dd6b8a-3948-4650-a78d-d77421a5ffbe,2020-03-06,na,1
work restrictions,USA,USA-PR,1584316800000.0,5949123c-29b5-480d-ab30-32696c55cb55,2020-03-16,na,1
entertainment/cultural sector closure,USA,USA-OR,1584921600000.0,b6db8c3d-793c-4f18-bca0-e420de8cccca,2020-03-23,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-WV,1584403200000.0,06dd9e7d-8581-4f99-b01e-ca8ee66e9e8f,2020-03-17,"Bars, restaurants, night clubs",1
confinement,USA,USA-OR,1584921600000.0,ff885314-9296-4b1c-b8a6-99df466039db,2020-03-23,Mandatory/advisedfor all the population,1
confinement,USA,USA-PR,1584316800000.0,1a6b358b-1253-4c90-ada4-576e467cf718,2020-03-16,Mandatory/advisedfor all the population,1
confinement,USA,USA-PR,1586649600000.0,d614a1d2-1552-4a32-a636-87bb37bf4523,2020-04-12,Mandatory/advisedfor all the population,1
confinement,USA,USA-PR,1585267200000.0,84837951-d8bf-4384-8201-026b4abb9348,2020-03-27,Mandatory/advisedfor all the population,1
confinement,CRI,,1585699200000.0,1691cb30-bd03-11ea-8727-eeee0af697d6,2020-04-01,Mandatory/advised for people at risk,1
entertainment/cultural sector closure,IRQ,,1584057600000.0,fb81dc9a-c072-11ea-a50b-eeee0af7aca8,2020-03-13,Churches,1
confinement,MKD,,1583798400000.0,84f275c4-c0e7-11ea-ad78-eeee0af47818,2020-03-10,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,AFG,,1584748800000.0,295eafa6-c0ed-11ea-9b45-eeee0af72e81,2020-03-21,"Museums, theaters, cinema, libraries, festivities",1
confinement,DJI,,1588204800000.0,84c074b8-c0f4-11ea-b21f-eeee0af70b85,2020-04-30,Mandatory/advisedfor all the population,1
international flight restrictions,BGD,,1584144000000.0,4ba4dce4-c222-11ea-b358-eeee0af4f111,2020-03-14,ESP,1
entertainment/cultural sector closure,CAN,,1594080000000.0,324368ec-c2bd-11ea-b19d-eeee0af6ea14,2020-07-07,na,1
school closure,DEU,,1589500800000.0,c61b797a-c2c1-11ea-b474-eeee0af6ea14,2020-05-15,All schools (general) closed,0
public transportation,COL,,1588377600000.0,829a2f36-c2e2-11ea-809b-eeee0af715ab,2020-05-02,Total cancellation of transport (special case for some states in China),1
international flight restrictions,IND,,1584403200000.0,2d6f5f2c-c2fb-11ea-8323-eeee0af5624e,2020-03-17,na,1
entertainment/cultural sector closure,IRL,,1586044800000.0,2a36bdbc-c4d8-11ea-8421-eeee0af791a1,2020-04-05,"Museums, theaters, cinema, libraries, festivities",1
freedom of movement (nationality dependent),NPL,,1584835200000.0,e65aeec2-c4de-11ea-b6b6-eeee0af510b7,2020-03-22,NPL,1
school closure,MNG,,1584835200000.0,b581302a-c599-11ea-a982-eeee0af715ab,2020-03-22,All schools (general) closed,1
entertainment/cultural sector closure,PHL,,1583020800000.0,57895996-c5c8-11ea-ba05-eeee0af42abe,2020-03-01,na,1
contact tracing,AUS,,1587772800000.0,6582c816-d162-11ea-873a-eeee0af76969,2020-04-25,Tracing back 14 days of contacts of a confirmed patient through electronic information,1
entertainment/cultural sector closure,HRV,,1584403200000.0,7b5f5d6b-839a-4b94-a0d7-50b823e489bf,2020-03-17,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-MI,1584316800000.0,b492fd0b-6de5-4c03-a8ee-a8c75f81a300,2020-03-16,"Bars, restaurants, night clubs",1
school closure,HRV,,1584403200000.0,c031a529-c81c-460b-b8ab-4ddc32eb7663,2020-03-17,Only schools (primary/secondary) closed,1
school closure,KNA,,1586131200000.0,050b5981-0174-4331-afa8-96a8e62613a9,2020-04-06,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,HRV,,1584403200000.0,b4cd41a7-cd44-41f3-9249-7120fdfb489a,2020-03-17,"Museums, theaters, cinema, libraries, festivities",1
school closure,HRV,,1584057600000.0,c6568f3b-8d23-4ff6-aea8-1ee60b266efc,2020-03-13,Only schools (primary/secondary) closed,1
school closure,CUB,,1585008000000.0,a61eb4d6-84a7-4534-a3ac-06c8213c3cb4,2020-03-24,Only schools (primary/secondary) closed,1
school closure,USA,USA-MI,1583798400000.0,4963b4a3-e085-4c6d-bdb8-929f927035c6,2020-03-10,Only schools (primary/secondary) closed,1
school closure,HRV,,1584057600000.0,2037ac94-d470-4d9c-a3f4-26be1abe13a7,2020-03-13,Universities closed,1
school closure,USA,USA-PR,1583452800000.0,f906f498-dbf2-4391-9c95-1770eee01b3a,2020-03-06,Universities closed,1
school closure,USA,USA-MI,1585353600000.0,1d7a0940-aa52-465c-8319-881b8d5c2b88,2020-03-28,Universities closed,1
work restrictions,KNA,,1587945600000.0,1b9e67bc-86a8-4b7e-9e99-af67645644ed,2020-04-27,na,1
confinement,KNA,,1587945600000.0,9f7eed4b-499f-4962-a84e-ac9f306ea710,2020-04-27,na,1
confinement,KNA,,1585612800000.0,d1047f40-4da1-4341-b8a5-19de18a76e22,2020-03-31,na,1
entertainment/cultural sector closure,HRV,,1583884800000.0,87dab5d7-b36e-40ca-aba6-4635a0a549b4,2020-03-11,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,HRV,,1583107200000.0,c6a848db-c1f9-449d-8c63-13b94c534126,2020-03-02,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,HRV,,1584489600000.0,e12bb240-af7e-48ab-8753-87ddee672866,2020-03-18,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,HRV,,1591315200000.0,430021cf-da11-4eba-a5b9-6fa563ccc592,2020-06-05,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,HRV,,1591401600000.0,f74cf180-6502-43ad-be2b-afbb0034b368,2020-06-06,"Museums, theaters, cinema, libraries, festivities",1
mass gatherings,USA,USA-MI,1587686400000.0,b4f4e8dc-ed97-4c43-b39a-262c990d3a4f,2020-04-24,1,1
entertainment/cultural sector closure,HRV,,1584403200000.0,6bddb7e5-6a8e-4bc9-b56d-790af8189926,2020-03-17,Gyms and pools,1
confinement,KNA,,1588723200000.0,9b1c92cc-9c10-497f-b193-bb62c50437d6,2020-05-06,na,1
mass gatherings,USA,USA-MI,1584316800000.0,394d38a5-6f7d-4251-9f8e-de26644135a4,2020-03-16,50,1
public transportation,USA,USA-MI,1585785600000.0,74c117dd-f9a9-46a8-8373-b9dbbe1dc8c6,2020-04-02,na,1
confinement,USA,USA-MI,1586736000000.0,18730de8-227f-4085-bb9b-857809445425,2020-04-13,Mandatory/advisedfor all the population,1
confinement,USA,USA-MI,1585008000000.0,c75a14f9-4e00-4082-a023-888f00649bce,2020-03-24,Mandatory/advisedfor all the population,1
confinement,BFA,,1584662400000.0,c4a813f7-8cbd-4e60-9de1-2c47540424ef,2020-03-20,Mandatory/advisedfor all the population,1
confinement,USA,USA-PR,1585526400000.0,9d54a267-ef99-49d5-bf7f-e0939411fdb0,2020-03-30,Mandatory/advisedfor all the population,1
confinement,USA,USA-MI,1587686400000.0,b44db95a-828b-401e-b33b-361de1d4bf3d,2020-04-24,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,HRV,,1584576000000.0,4087d4a9-0d95-4fae-928c-481d19a47b03,2020-03-19,Churches,1
public transportation,HRV,,1584835200000.0,c9e416ec-b78a-4a02-a56c-f29e5d34a1f5,2020-03-22,Total cancellation of transport (special case for some states in China),1
school closure,HRV,,1584057600000.0,8f1ec07d-1ff2-45b0-9ae1-aa8a2bcebb33,2020-03-13,All schools (general) closed,1
school closure,USA,USA-MI,1583798400000.0,029a6bac-2f35-4505-87e1-6f38e079f257,2020-03-10,All schools (general) closed,1
confinement,KNA,,1586390400000.0,3e0cf5ff-2ef7-4ced-9116-7f2811411111,2020-04-09,na,1
confinement,KNA,,1587772800000.0,38f98b20-805a-43ac-851e-1c7bb2cac7d8,2020-04-25,na,1
confinement,KNA,,1585440000000.0,a80b839e-833b-422f-a75c-3c45442a866e,2020-03-29,na,1
economic impact,KNA,,1588464000000.0,f2bdb4fc-023b-4da7-a99e-c356b3e3f1f1,2020-05-03,na,1
confinement,KNA,,1586131200000.0,a6b06161-c838-477b-9d03-cdb1143ad2de,2020-04-06,na,1
economic impact,CRI,,1585094400000.0,34b99f84-bd03-11ea-8a91-eeee0af697d6,2020-03-25,na,1
entertainment/cultural sector closure,IRN,,1589241600000.0,daf16348-c2e2-11ea-aa4a-eeee0af791a1,2020-05-12,"Museums, theaters, cinema, libraries, festivities",0
state of emergency (legal impact),USA,USA-MI,1588291200000.0,a3c6e3f3-8eff-4f09-89f0-eee0d0caafd0,2020-05-01,na,1
state of emergency (legal impact),USA,USA-MI,1584403200000.0,5e9cad43-8580-4ac0-97bb-c94425c78aa0,2020-03-17,National guard joins the law enforcement,1
confinement,GRD,,1585440000000.0,8b925944-c0e7-11ea-bb2f-eeee0af70b85,2020-03-29,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,TGO,,1584489600000.0,33dcc58a-c0ed-11ea-8665-eeee0af70b85,2020-03-18,na,1
school closure,DJI,,1584576000000.0,94460344-c0f4-11ea-b283-eeee0af496de,2020-03-19,All schools (general) closed,1
international flight restrictions,BGD,,1584144000000.0,5c9bca8a-c222-11ea-8301-eeee0af7293c,2020-03-14,SWE,1
public transportation,CHN,CHN-HK,1580169600000.0,4399bd8a-c2bd-11ea-a2d2-eeee0af50e94,2020-01-28,Partial cancellation of routes/stops during the week/weekend,1
state of emergency (legal impact),GEO,,1588809600000.0,fb8ef776-c2c1-11ea-b428-eeee0af46411,2020-05-07,na,1
public transportation,IND,,1584835200000.0,52f675aa-c2fb-11ea-85e2-eeee0af42abe,2020-03-22,Total cancellation of transport (special case for some states in China),1
mass gatherings,HRV,,1588377600000.0,5c50e142-c4d8-11ea-a47b-eeee0af715ab,2020-05-02,40,0
confinement,SUR,,1591142400000.0,8b99a67c-c538-11ea-ad55-eeee0af42abe,2020-06-03,Mandatory/advisedfor all the population,1
confinement,SGP,,1593561600000.0,6b0b5c8c-c5a3-11ea-81f7-eeee0af791a1,2020-07-01,Mandatory/advised for people at risk,1
school closure,PRK,,1590969600000.0,ea934922-c5c8-11ea-b145-eeee0af715ab,2020-06-01,All schools (general) closed,0
mass gatherings,AUS,,1593907200000.0,a409d980-d162-11ea-ad7e-eeee0af456f2,2020-07-05,50,1
state of emergency (legal impact),CZE,,1589673600000.0,aaa79f74-d2a8-11ea-90db-eeee0af63fc2,2020-05-17,na,0
school closure,USA,USA-MI,1583884800000.0,2f63cff6-68b2-4f43-b97e-5210b36e6a0c,2020-03-11,Universities closed,1
