age_bracket,percent
0_4,0.0406382790011369
5_9,0.04867634423919247
10_14,0.05242929288856995
15_19,0.05172152744741258
20_24,0.051071099966045176
25_29,0.051051390042367376
30_34,0.05408313466626172
35_39,0.060755839736818765
40_44,0.07225478839157168
45_49,0.08116456979955904
50_54,0.08350467528348694
55_59,0.07597996396667589
60_64,0.06316940948172756
65_69,0.056503871656144254
70_74,0.052063763394908924
75_100,0.10493205003812078
