age_bracket,percent
0_4,0.038568936595824145
5_9,0.046320903210407854
10_14,0.0485585700168806
15_19,0.04644416647373119
20_24,0.0464767135151705
25_29,0.049900616108569544
30_34,0.05518570164611856
35_39,0.06387714669090075
40_44,0.07489651310387746
45_49,0.08567697038288478
50_54,0.08591449453636739
55_59,0.07810805202263704
60_64,0.06390807792177215
65_69,0.05427046037443871
70_74,0.05124173887993396
75_100,0.11065093852048537
