age_bracket,percent
0_4,0.03560626128096297
5_9,0.0400170022977743
10_14,0.04740314542508824
15_19,0.053119860039056
20_24,0.05767844712346995
25_29,0.06011174698609631
30_34,0.05821438911852943
35_39,0.05726571018474598
40_44,0.06314875162476669
45_49,0.07162525950064991
50_54,0.07776703155897519
55_59,0.07549389826958498
60_64,0.06747324910214315
65_69,0.06211382915154838
70_74,0.05577492900308629
75_100,0.11718648933352224
