"TIME","GEO","UNIT","SEX","AGE","Value"
"2020W28","Belgium","Number","Males","90 years or over","110"
"2020W29","Belgium","Number","Males","90 years or over","118"
"2020W30","Belgium","Number","Males","90 years or over","140"
"2020W31","Belgium","Number","Males","90 years or over","136"
"2020W32","Belgium","Number","Males","90 years or over","151"
"2020W33","Belgium","Number","Males","90 years or over","201"
"2020W34","Belgium","Number","Males","90 years or over","153"
"2020W35","Belgium","Number","Males","90 years or over","128"
"2020W36","Belgium","Number","Males","90 years or over","119"
"2020W37","Belgium","Number","Males","90 years or over","139"
"2020W38","Belgium","Number","Males","90 years or over","136"
"2020W39","Belgium","Number","Males","90 years or over","121"
"2020W40","Belgium","Number","Males","90 years or over",":"
"2020W41","Belgium","Number","Males","90 years or over",":"
"2020W99","Belgium","Number","Males","90 years or over",":"
"2020W28","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","8"
"2020W29","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","8"
"2020W30","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","16"
"2020W31","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","7"
"2020W32","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","7"
"2020W33","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","18"
"2020W34","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","13"
"2020W35","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","10"
"2020W36","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","6"
"2020W37","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","11"
"2020W38","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","9"
"2020W39","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","11"
"2020W40","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over",":"
"2020W41","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over",":"
"2020W99","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over",":"
"2020W28","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","8"
"2020W29","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","8"
"2020W30","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","16"
"2020W31","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","7"
"2020W32","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","7"
"2020W33","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","18"
"2020W34","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","13"
"2020W35","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","10"
"2020W36","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","6"
"2020W37","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","11"
"2020W38","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","9"
"2020W39","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over","11"
"2020W40","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over",":"
"2020W41","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over",":"
"2020W99","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Number","Males","90 years or over",":"
"2020W28","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","8"
"2020W29","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","8"
"2020W30","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","16"
"2020W31","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","7"
"2020W32","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","7"
"2020W33","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","18"
"2020W34","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","13"
"2020W35","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","10"
"2020W36","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","6"
"2020W37","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","11"
"2020W38","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","9"
"2020W39","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over","11"
"2020W40","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over",":"
"2020W41","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over",":"
"2020W99","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Number","Males","90 years or over",":"
"2020W28","Vlaams Gewest","Number","Males","90 years or over","71"
"2020W29","Vlaams Gewest","Number","Males","90 years or over","72"
"2020W30","Vlaams Gewest","Number","Males","90 years or over","79"
"2020W31","Vlaams Gewest","Number","Males","90 years or over","88"
"2020W32","Vlaams Gewest","Number","Males","90 years or over","97"
"2020W33","Vlaams Gewest","Number","Males","90 years or over","122"
"2020W34","Vlaams Gewest","Number","Males","90 years or over","99"
"2020W35","Vlaams Gewest","Number","Males","90 years or over","73"
"2020W36","Vlaams Gewest","Number","Males","90 years or over","75"
"2020W37","Vlaams Gewest","Number","Males","90 years or over","86"
"2020W38","Vlaams Gewest","Number","Males","90 years or over","85"
"2020W39","Vlaams Gewest","Number","Males","90 years or over","74"
"2020W40","Vlaams Gewest","Number","Males","90 years or over",":"
"2020W41","Vlaams Gewest","Number","Males","90 years or over",":"
"2020W99","Vlaams Gewest","Number","Males","90 years or over",":"
"2020W28","Prov. Antwerpen","Number","Males","90 years or over","20"
"2020W29","Prov. Antwerpen","Number","Males","90 years or over","15"
"2020W30","Prov. Antwerpen","Number","Males","90 years or over","20"
"2020W31","Prov. Antwerpen","Number","Males","90 years or over","32"
"2020W32","Prov. Antwerpen","Number","Males","90 years or over","25"
"2020W33","Prov. Antwerpen","Number","Males","90 years or over","32"
"2020W34","Prov. Antwerpen","Number","Males","90 years or over","37"
"2020W35","Prov. Antwerpen","Number","Males","90 years or over","23"
"2020W36","Prov. Antwerpen","Number","Males","90 years or over","23"
"2020W37","Prov. Antwerpen","Number","Males","90 years or over","21"
"2020W38","Prov. Antwerpen","Number","Males","90 years or over","30"
"2020W39","Prov. Antwerpen","Number","Males","90 years or over","23"
"2020W40","Prov. Antwerpen","Number","Males","90 years or over",":"
"2020W41","Prov. Antwerpen","Number","Males","90 years or over",":"
"2020W99","Prov. Antwerpen","Number","Males","90 years or over",":"
"2020W28","Arr. Antwerpen","Number","Males","90 years or over","13"
"2020W29","Arr. Antwerpen","Number","Males","90 years or over","10"
"2020W30","Arr. Antwerpen","Number","Males","90 years or over","11"
"2020W31","Arr. Antwerpen","Number","Males","90 years or over","19"
"2020W32","Arr. Antwerpen","Number","Males","90 years or over","16"
"2020W33","Arr. Antwerpen","Number","Males","90 years or over","23"
"2020W34","Arr. Antwerpen","Number","Males","90 years or over","23"
"2020W35","Arr. Antwerpen","Number","Males","90 years or over","9"
"2020W36","Arr. Antwerpen","Number","Males","90 years or over","11"
"2020W37","Arr. Antwerpen","Number","Males","90 years or over","11"
"2020W38","Arr. Antwerpen","Number","Males","90 years or over","20"
"2020W39","Arr. Antwerpen","Number","Males","90 years or over","13"
"2020W40","Arr. Antwerpen","Number","Males","90 years or over",":"
"2020W41","Arr. Antwerpen","Number","Males","90 years or over",":"
"2020W99","Arr. Antwerpen","Number","Males","90 years or over",":"
"2020W28","Arr. Mechelen","Number","Males","90 years or over","3"
"2020W29","Arr. Mechelen","Number","Males","90 years or over","0"
"2020W30","Arr. Mechelen","Number","Males","90 years or over","1"
"2020W31","Arr. Mechelen","Number","Males","90 years or over","6"
"2020W32","Arr. Mechelen","Number","Males","90 years or over","6"
"2020W33","Arr. Mechelen","Number","Males","90 years or over","5"
"2020W34","Arr. Mechelen","Number","Males","90 years or over","11"
"2020W35","Arr. Mechelen","Number","Males","90 years or over","9"
"2020W36","Arr. Mechelen","Number","Males","90 years or over","6"
"2020W37","Arr. Mechelen","Number","Males","90 years or over","6"
"2020W38","Arr. Mechelen","Number","Males","90 years or over","7"
"2020W39","Arr. Mechelen","Number","Males","90 years or over","4"
"2020W40","Arr. Mechelen","Number","Males","90 years or over",":"
"2020W41","Arr. Mechelen","Number","Males","90 years or over",":"
"2020W99","Arr. Mechelen","Number","Males","90 years or over",":"
"2020W28","Arr. Turnhout","Number","Males","90 years or over","4"
"2020W29","Arr. Turnhout","Number","Males","90 years or over","5"
"2020W30","Arr. Turnhout","Number","Males","90 years or over","8"
"2020W31","Arr. Turnhout","Number","Males","90 years or over","7"
"2020W32","Arr. Turnhout","Number","Males","90 years or over","3"
"2020W33","Arr. Turnhout","Number","Males","90 years or over","4"
"2020W34","Arr. Turnhout","Number","Males","90 years or over","3"
"2020W35","Arr. Turnhout","Number","Males","90 years or over","5"
"2020W36","Arr. Turnhout","Number","Males","90 years or over","6"
"2020W37","Arr. Turnhout","Number","Males","90 years or over","4"
"2020W38","Arr. Turnhout","Number","Males","90 years or over","3"
"2020W39","Arr. Turnhout","Number","Males","90 years or over","6"
"2020W40","Arr. Turnhout","Number","Males","90 years or over",":"
"2020W41","Arr. Turnhout","Number","Males","90 years or over",":"
"2020W99","Arr. Turnhout","Number","Males","90 years or over",":"
"2020W28","Prov. Limburg (BE)","Number","Males","90 years or over","9"
"2020W29","Prov. Limburg (BE)","Number","Males","90 years or over","10"
"2020W30","Prov. Limburg (BE)","Number","Males","90 years or over","5"
"2020W31","Prov. Limburg (BE)","Number","Males","90 years or over","7"
"2020W32","Prov. Limburg (BE)","Number","Males","90 years or over","11"
"2020W33","Prov. Limburg (BE)","Number","Males","90 years or over","10"
"2020W34","Prov. Limburg (BE)","Number","Males","90 years or over","8"
"2020W35","Prov. Limburg (BE)","Number","Males","90 years or over","4"
"2020W36","Prov. Limburg (BE)","Number","Males","90 years or over","7"
"2020W37","Prov. Limburg (BE)","Number","Males","90 years or over","13"
"2020W38","Prov. Limburg (BE)","Number","Males","90 years or over","6"
"2020W39","Prov. Limburg (BE)","Number","Males","90 years or over","11"
"2020W40","Prov. Limburg (BE)","Number","Males","90 years or over",":"
"2020W41","Prov. Limburg (BE)","Number","Males","90 years or over",":"
"2020W99","Prov. Limburg (BE)","Number","Males","90 years or over",":"
"2020W28","Arr. Hasselt","Number","Males","90 years or over","5"
"2020W29","Arr. Hasselt","Number","Males","90 years or over","3"
"2020W30","Arr. Hasselt","Number","Males","90 years or over","2"
"2020W31","Arr. Hasselt","Number","Males","90 years or over","3"
"2020W32","Arr. Hasselt","Number","Males","90 years or over","3"
"2020W33","Arr. Hasselt","Number","Males","90 years or over","2"
"2020W34","Arr. Hasselt","Number","Males","90 years or over","6"
"2020W35","Arr. Hasselt","Number","Males","90 years or over","3"
"2020W36","Arr. Hasselt","Number","Males","90 years or over","4"
"2020W37","Arr. Hasselt","Number","Males","90 years or over","6"
"2020W38","Arr. Hasselt","Number","Males","90 years or over","3"
"2020W39","Arr. Hasselt","Number","Males","90 years or over","6"
"2020W40","Arr. Hasselt","Number","Males","90 years or over",":"
"2020W41","Arr. Hasselt","Number","Males","90 years or over",":"
"2020W99","Arr. Hasselt","Number","Males","90 years or over",":"
"2020W28","Arr. Maaseik","Number","Males","90 years or over","2"
"2020W29","Arr. Maaseik","Number","Males","90 years or over","6"
"2020W30","Arr. Maaseik","Number","Males","90 years or over","1"
"2020W31","Arr. Maaseik","Number","Males","90 years or over","2"
"2020W32","Arr. Maaseik","Number","Males","90 years or over","6"
"2020W33","Arr. Maaseik","Number","Males","90 years or over","7"
"2020W34","Arr. Maaseik","Number","Males","90 years or over","1"
"2020W35","Arr. Maaseik","Number","Males","90 years or over","0"
"2020W36","Arr. Maaseik","Number","Males","90 years or over","1"
"2020W37","Arr. Maaseik","Number","Males","90 years or over","3"
"2020W38","Arr. Maaseik","Number","Males","90 years or over","1"
"2020W39","Arr. Maaseik","Number","Males","90 years or over","5"
"2020W40","Arr. Maaseik","Number","Males","90 years or over",":"
"2020W41","Arr. Maaseik","Number","Males","90 years or over",":"
"2020W99","Arr. Maaseik","Number","Males","90 years or over",":"
"2020W28","Arr. Tongeren","Number","Males","90 years or over","2"
"2020W29","Arr. Tongeren","Number","Males","90 years or over","1"
"2020W30","Arr. Tongeren","Number","Males","90 years or over","2"
"2020W31","Arr. Tongeren","Number","Males","90 years or over","2"
"2020W32","Arr. Tongeren","Number","Males","90 years or over","2"
"2020W33","Arr. Tongeren","Number","Males","90 years or over","1"
"2020W34","Arr. Tongeren","Number","Males","90 years or over","1"
"2020W35","Arr. Tongeren","Number","Males","90 years or over","1"
"2020W36","Arr. Tongeren","Number","Males","90 years or over","2"
"2020W37","Arr. Tongeren","Number","Males","90 years or over","4"
"2020W38","Arr. Tongeren","Number","Males","90 years or over","2"
"2020W39","Arr. Tongeren","Number","Males","90 years or over","0"
"2020W40","Arr. Tongeren","Number","Males","90 years or over",":"
"2020W41","Arr. Tongeren","Number","Males","90 years or over",":"
"2020W99","Arr. Tongeren","Number","Males","90 years or over",":"
"2020W28","Prov. Oost-Vlaanderen","Number","Males","90 years or over","9"
"2020W29","Prov. Oost-Vlaanderen","Number","Males","90 years or over","12"
"2020W30","Prov. Oost-Vlaanderen","Number","Males","90 years or over","23"
"2020W31","Prov. Oost-Vlaanderen","Number","Males","90 years or over","23"
"2020W32","Prov. Oost-Vlaanderen","Number","Males","90 years or over","26"
"2020W33","Prov. Oost-Vlaanderen","Number","Males","90 years or over","27"
"2020W34","Prov. Oost-Vlaanderen","Number","Males","90 years or over","19"
"2020W35","Prov. Oost-Vlaanderen","Number","Males","90 years or over","18"
"2020W36","Prov. Oost-Vlaanderen","Number","Males","90 years or over","18"
"2020W37","Prov. Oost-Vlaanderen","Number","Males","90 years or over","16"
"2020W38","Prov. Oost-Vlaanderen","Number","Males","90 years or over","14"
"2020W39","Prov. Oost-Vlaanderen","Number","Males","90 years or over","17"
"2020W40","Prov. Oost-Vlaanderen","Number","Males","90 years or over",":"
"2020W41","Prov. Oost-Vlaanderen","Number","Males","90 years or over",":"
"2020W99","Prov. Oost-Vlaanderen","Number","Males","90 years or over",":"
"2020W28","Arr. Aalst","Number","Males","90 years or over","1"
"2020W29","Arr. Aalst","Number","Males","90 years or over","3"
"2020W30","Arr. Aalst","Number","Males","90 years or over","3"
"2020W31","Arr. Aalst","Number","Males","90 years or over","4"
"2020W32","Arr. Aalst","Number","Males","90 years or over","7"
"2020W33","Arr. Aalst","Number","Males","90 years or over","4"
"2020W34","Arr. Aalst","Number","Males","90 years or over","4"
"2020W35","Arr. Aalst","Number","Males","90 years or over","6"
"2020W36","Arr. Aalst","Number","Males","90 years or over","3"
"2020W37","Arr. Aalst","Number","Males","90 years or over","5"
"2020W38","Arr. Aalst","Number","Males","90 years or over","2"
"2020W39","Arr. Aalst","Number","Males","90 years or over","2"
"2020W40","Arr. Aalst","Number","Males","90 years or over",":"
"2020W41","Arr. Aalst","Number","Males","90 years or over",":"
"2020W99","Arr. Aalst","Number","Males","90 years or over",":"
"2020W28","Arr. Dendermonde","Number","Males","90 years or over","1"
"2020W29","Arr. Dendermonde","Number","Males","90 years or over","1"
"2020W30","Arr. Dendermonde","Number","Males","90 years or over","1"
"2020W31","Arr. Dendermonde","Number","Males","90 years or over","4"
"2020W32","Arr. Dendermonde","Number","Males","90 years or over","1"
"2020W33","Arr. Dendermonde","Number","Males","90 years or over","2"
"2020W34","Arr. Dendermonde","Number","Males","90 years or over","3"
"2020W35","Arr. Dendermonde","Number","Males","90 years or over","1"
"2020W36","Arr. Dendermonde","Number","Males","90 years or over","2"
"2020W37","Arr. Dendermonde","Number","Males","90 years or over","0"
"2020W38","Arr. Dendermonde","Number","Males","90 years or over","1"
"2020W39","Arr. Dendermonde","Number","Males","90 years or over","4"
"2020W40","Arr. Dendermonde","Number","Males","90 years or over",":"
"2020W41","Arr. Dendermonde","Number","Males","90 years or over",":"
"2020W99","Arr. Dendermonde","Number","Males","90 years or over",":"
"2020W28","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W29","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W30","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W31","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W32","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W33","Arr. Eeklo","Number","Males","90 years or over","2"
"2020W34","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W35","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W36","Arr. Eeklo","Number","Males","90 years or over","1"
"2020W37","Arr. Eeklo","Number","Males","90 years or over","2"
"2020W38","Arr. Eeklo","Number","Males","90 years or over","0"
"2020W39","Arr. Eeklo","Number","Males","90 years or over","2"
"2020W40","Arr. Eeklo","Number","Males","90 years or over",":"
"2020W41","Arr. Eeklo","Number","Males","90 years or over",":"
"2020W99","Arr. Eeklo","Number","Males","90 years or over",":"
"2020W28","Arr. Gent","Number","Males","90 years or over","5"
"2020W29","Arr. Gent","Number","Males","90 years or over","4"
"2020W30","Arr. Gent","Number","Males","90 years or over","9"
"2020W31","Arr. Gent","Number","Males","90 years or over","6"
"2020W32","Arr. Gent","Number","Males","90 years or over","10"
"2020W33","Arr. Gent","Number","Males","90 years or over","15"
"2020W34","Arr. Gent","Number","Males","90 years or over","7"
"2020W35","Arr. Gent","Number","Males","90 years or over","10"
"2020W36","Arr. Gent","Number","Males","90 years or over","8"
"2020W37","Arr. Gent","Number","Males","90 years or over","5"
"2020W38","Arr. Gent","Number","Males","90 years or over","9"
"2020W39","Arr. Gent","Number","Males","90 years or over","5"
"2020W40","Arr. Gent","Number","Males","90 years or over",":"
"2020W41","Arr. Gent","Number","Males","90 years or over",":"
"2020W99","Arr. Gent","Number","Males","90 years or over",":"
"2020W28","Arr. Oudenaarde","Number","Males","90 years or over","1"
"2020W29","Arr. Oudenaarde","Number","Males","90 years or over","2"
"2020W30","Arr. Oudenaarde","Number","Males","90 years or over","4"
"2020W31","Arr. Oudenaarde","Number","Males","90 years or over","5"
"2020W32","Arr. Oudenaarde","Number","Males","90 years or over","2"
"2020W33","Arr. Oudenaarde","Number","Males","90 years or over","2"
"2020W34","Arr. Oudenaarde","Number","Males","90 years or over","3"
"2020W35","Arr. Oudenaarde","Number","Males","90 years or over","0"
"2020W36","Arr. Oudenaarde","Number","Males","90 years or over","1"
"2020W37","Arr. Oudenaarde","Number","Males","90 years or over","2"
"2020W38","Arr. Oudenaarde","Number","Males","90 years or over","2"
"2020W39","Arr. Oudenaarde","Number","Males","90 years or over","1"
"2020W40","Arr. Oudenaarde","Number","Males","90 years or over",":"
"2020W41","Arr. Oudenaarde","Number","Males","90 years or over",":"
"2020W99","Arr. Oudenaarde","Number","Males","90 years or over",":"
"2020W28","Arr. Sint-Niklaas","Number","Males","90 years or over","0"
"2020W29","Arr. Sint-Niklaas","Number","Males","90 years or over","1"
"2020W30","Arr. Sint-Niklaas","Number","Males","90 years or over","5"
"2020W31","Arr. Sint-Niklaas","Number","Males","90 years or over","3"
"2020W32","Arr. Sint-Niklaas","Number","Males","90 years or over","5"
"2020W33","Arr. Sint-Niklaas","Number","Males","90 years or over","2"
"2020W34","Arr. Sint-Niklaas","Number","Males","90 years or over","1"
"2020W35","Arr. Sint-Niklaas","Number","Males","90 years or over","0"
"2020W36","Arr. Sint-Niklaas","Number","Males","90 years or over","3"
"2020W37","Arr. Sint-Niklaas","Number","Males","90 years or over","2"
"2020W38","Arr. Sint-Niklaas","Number","Males","90 years or over","0"
"2020W39","Arr. Sint-Niklaas","Number","Males","90 years or over","3"
"2020W40","Arr. Sint-Niklaas","Number","Males","90 years or over",":"
"2020W41","Arr. Sint-Niklaas","Number","Males","90 years or over",":"
"2020W99","Arr. Sint-Niklaas","Number","Males","90 years or over",":"
"2020W28","Prov. Vlaams-Brabant","Number","Males","90 years or over","15"
"2020W29","Prov. Vlaams-Brabant","Number","Males","90 years or over","19"
"2020W30","Prov. Vlaams-Brabant","Number","Males","90 years or over","13"
"2020W31","Prov. Vlaams-Brabant","Number","Males","90 years or over","7"
"2020W32","Prov. Vlaams-Brabant","Number","Males","90 years or over","15"
"2020W33","Prov. Vlaams-Brabant","Number","Males","90 years or over","28"
"2020W34","Prov. Vlaams-Brabant","Number","Males","90 years or over","14"
"2020W35","Prov. Vlaams-Brabant","Number","Males","90 years or over","14"
"2020W36","Prov. Vlaams-Brabant","Number","Males","90 years or over","15"
"2020W37","Prov. Vlaams-Brabant","Number","Males","90 years or over","16"
"2020W38","Prov. Vlaams-Brabant","Number","Males","90 years or over","10"
"2020W39","Prov. Vlaams-Brabant","Number","Males","90 years or over","12"
"2020W40","Prov. Vlaams-Brabant","Number","Males","90 years or over",":"
"2020W41","Prov. Vlaams-Brabant","Number","Males","90 years or over",":"
"2020W99","Prov. Vlaams-Brabant","Number","Males","90 years or over",":"
"2020W28","Arr. Halle-Vilvoorde","Number","Males","90 years or over","10"
"2020W29","Arr. Halle-Vilvoorde","Number","Males","90 years or over","12"
"2020W30","Arr. Halle-Vilvoorde","Number","Males","90 years or over","6"
"2020W31","Arr. Halle-Vilvoorde","Number","Males","90 years or over","2"
"2020W32","Arr. Halle-Vilvoorde","Number","Males","90 years or over","12"
"2020W33","Arr. Halle-Vilvoorde","Number","Males","90 years or over","13"
"2020W34","Arr. Halle-Vilvoorde","Number","Males","90 years or over","7"
"2020W35","Arr. Halle-Vilvoorde","Number","Males","90 years or over","8"
"2020W36","Arr. Halle-Vilvoorde","Number","Males","90 years or over","8"
"2020W37","Arr. Halle-Vilvoorde","Number","Males","90 years or over","11"
"2020W38","Arr. Halle-Vilvoorde","Number","Males","90 years or over","5"
"2020W39","Arr. Halle-Vilvoorde","Number","Males","90 years or over","7"
"2020W40","Arr. Halle-Vilvoorde","Number","Males","90 years or over",":"
"2020W41","Arr. Halle-Vilvoorde","Number","Males","90 years or over",":"
"2020W99","Arr. Halle-Vilvoorde","Number","Males","90 years or over",":"
"2020W28","Arr. Leuven","Number","Males","90 years or over","5"
"2020W29","Arr. Leuven","Number","Males","90 years or over","7"
"2020W30","Arr. Leuven","Number","Males","90 years or over","7"
"2020W31","Arr. Leuven","Number","Males","90 years or over","5"
"2020W32","Arr. Leuven","Number","Males","90 years or over","3"
"2020W33","Arr. Leuven","Number","Males","90 years or over","15"
"2020W34","Arr. Leuven","Number","Males","90 years or over","7"
"2020W35","Arr. Leuven","Number","Males","90 years or over","6"
"2020W36","Arr. Leuven","Number","Males","90 years or over","7"
"2020W37","Arr. Leuven","Number","Males","90 years or over","5"
"2020W38","Arr. Leuven","Number","Males","90 years or over","5"
"2020W39","Arr. Leuven","Number","Males","90 years or over","5"
"2020W40","Arr. Leuven","Number","Males","90 years or over",":"
"2020W41","Arr. Leuven","Number","Males","90 years or over",":"
"2020W99","Arr. Leuven","Number","Males","90 years or over",":"
"2020W28","Prov. West-Vlaanderen","Number","Males","90 years or over","18"
"2020W29","Prov. West-Vlaanderen","Number","Males","90 years or over","16"
"2020W30","Prov. West-Vlaanderen","Number","Males","90 years or over","18"
"2020W31","Prov. West-Vlaanderen","Number","Males","90 years or over","19"
"2020W32","Prov. West-Vlaanderen","Number","Males","90 years or over","20"
"2020W33","Prov. West-Vlaanderen","Number","Males","90 years or over","25"
"2020W34","Prov. West-Vlaanderen","Number","Males","90 years or over","21"
"2020W35","Prov. West-Vlaanderen","Number","Males","90 years or over","14"
"2020W36","Prov. West-Vlaanderen","Number","Males","90 years or over","12"
"2020W37","Prov. West-Vlaanderen","Number","Males","90 years or over","20"
"2020W38","Prov. West-Vlaanderen","Number","Males","90 years or over","25"
"2020W39","Prov. West-Vlaanderen","Number","Males","90 years or over","11"
"2020W40","Prov. West-Vlaanderen","Number","Males","90 years or over",":"
"2020W41","Prov. West-Vlaanderen","Number","Males","90 years or over",":"
"2020W99","Prov. West-Vlaanderen","Number","Males","90 years or over",":"
"2020W28","Arr. Brugge","Number","Males","90 years or over","4"
"2020W29","Arr. Brugge","Number","Males","90 years or over","6"
"2020W30","Arr. Brugge","Number","Males","90 years or over","5"
"2020W31","Arr. Brugge","Number","Males","90 years or over","6"
"2020W32","Arr. Brugge","Number","Males","90 years or over","5"
"2020W33","Arr. Brugge","Number","Males","90 years or over","5"
"2020W34","Arr. Brugge","Number","Males","90 years or over","2"
"2020W35","Arr. Brugge","Number","Males","90 years or over","5"
"2020W36","Arr. Brugge","Number","Males","90 years or over","2"
"2020W37","Arr. Brugge","Number","Males","90 years or over","6"
"2020W38","Arr. Brugge","Number","Males","90 years or over","6"
"2020W39","Arr. Brugge","Number","Males","90 years or over","3"
"2020W40","Arr. Brugge","Number","Males","90 years or over",":"
"2020W41","Arr. Brugge","Number","Males","90 years or over",":"
"2020W99","Arr. Brugge","Number","Males","90 years or over",":"
"2020W28","Arr. Diksmuide","Number","Males","90 years or over","0"
"2020W29","Arr. Diksmuide","Number","Males","90 years or over","0"
"2020W30","Arr. Diksmuide","Number","Males","90 years or over","0"
"2020W31","Arr. Diksmuide","Number","Males","90 years or over","1"
"2020W32","Arr. Diksmuide","Number","Males","90 years or over","1"
"2020W33","Arr. Diksmuide","Number","Males","90 years or over","0"
"2020W34","Arr. Diksmuide","Number","Males","90 years or over","1"
"2020W35","Arr. Diksmuide","Number","Males","90 years or over","0"
"2020W36","Arr. Diksmuide","Number","Males","90 years or over","1"
"2020W37","Arr. Diksmuide","Number","Males","90 years or over","1"
"2020W38","Arr. Diksmuide","Number","Males","90 years or over","0"
"2020W39","Arr. Diksmuide","Number","Males","90 years or over","0"
"2020W40","Arr. Diksmuide","Number","Males","90 years or over",":"
"2020W41","Arr. Diksmuide","Number","Males","90 years or over",":"
"2020W99","Arr. Diksmuide","Number","Males","90 years or over",":"
"2020W28","Arr. Ieper","Number","Males","90 years or over","2"
"2020W29","Arr. Ieper","Number","Males","90 years or over","3"
"2020W30","Arr. Ieper","Number","Males","90 years or over","1"
"2020W31","Arr. Ieper","Number","Males","90 years or over","4"
"2020W32","Arr. Ieper","Number","Males","90 years or over","1"
"2020W33","Arr. Ieper","Number","Males","90 years or over","3"
"2020W34","Arr. Ieper","Number","Males","90 years or over","1"
"2020W35","Arr. Ieper","Number","Males","90 years or over","1"
"2020W36","Arr. Ieper","Number","Males","90 years or over","0"
"2020W37","Arr. Ieper","Number","Males","90 years or over","2"
"2020W38","Arr. Ieper","Number","Males","90 years or over","2"
"2020W39","Arr. Ieper","Number","Males","90 years or over","2"
"2020W40","Arr. Ieper","Number","Males","90 years or over",":"
"2020W41","Arr. Ieper","Number","Males","90 years or over",":"
