age_bracket,percent
0_4,0.03989350017939124
5_9,0.044138482716203055
10_14,0.048044818521962615
15_19,0.05208295197440197
20_24,0.05538155418713801
25_29,0.05976382593924128
30_34,0.061176989595308005
35_39,0.06339466805298265
40_44,0.06878921895250159
45_49,0.0756646628542977
50_54,0.07896326506703374
55_59,0.07633280370204945
60_64,0.06675733856618804
65_69,0.05719651761329106
70_74,0.05134982756474559
75_100,0.10106957451326397
