age_bracket,percent
0_4,0.03115963192063887
5_9,0.03747582205029013
10_14,0.041444835972959
15_19,0.04224677786927629
20_24,0.04389494800543884
25_29,0.04606737269471628
30_34,0.0470883524522665
35_39,0.04954325219756018
40_44,0.060971522684183314
45_49,0.07826833215236417
50_54,0.08340913878621904
55_59,0.08047546775954191
60_64,0.06987307773330524
65_69,0.06366580807016872
70_74,0.0652493440833445
75_100,0.15916631556772698
