source,target,weight
0,0,6.22201051466863
0,1,1.29508740218896
0,2,0.262521530332779
0,3,0.166853517149407
0,4,0.194820825291847
0,5,0.5045813794426001
0,6,0.82350163780129
0,7,1.2824552197548502
0,8,0.9852471992119929
0,9,0.662838855743756
0,10,0.416369945294664
0,11,0.441255809558957
0,12,0.261450991538062
0,13,0.266390326862214
0,14,0.24316770874049998
0,15,0.14252790987574301
1,0,1.24644978698697
1,1,5.36673548788307
1,2,0.905339985674351
1,3,0.11213792451160001
1,4,0.123229482102432
1,5,0.21219167580432002
1,6,0.580029045249526
1,7,1.09277215430186
1,8,1.54812095632686
1,9,0.40992077505808505
1,10,0.18971221306282302
1,11,0.134877642946708
1,12,0.19636084351168398
1,13,0.200877248701312
1,14,0.11548904259054199
1,15,0.0574545895842577
2,0,0.153469838302658
2,1,1.88198018341016
2,2,9.40112026070954
2,3,0.618516086909408
2,4,0.5120498381039721
2,5,0.315657304978108
2,6,0.39115327017491
2,7,0.6426037927948621
2,8,1.3876956500817001
2,9,0.8529932716440349
2,10,0.567035957739728
2,11,0.12923658242345598
2,12,0.118115022530025
2,13,0.237832789004303
2,14,0.160103018189597
2,15,0.188805224725716
3,0,0.090250717936633
3,1,0.34056468096622305
3,2,3.3804644557287
3,3,10.900453401221002
3,4,1.03278321519479
3,5,0.535655944641519
3,6,0.282945597123174
3,7,0.372874636454446
3,8,0.7829695845576049
3,9,1.22049962236709
3,10,0.7280439674824659
3,11,0.159523524520814
3,12,0.0954010381202678
3,13,0.0217237013622345
3,14,0.0613278050386578
3,15,0.0532025949363311
4,0,0.23774908401340303
4,1,0.13279777316494598
4,2,0.21752992128000898
4,3,1.7814929442021799
4,4,5.381242348475809
4,5,2.3534032726095697
4,6,1.21184718774478
4,7,1.15532163866452
4,8,0.8961481336385471
4,9,1.5278730240206297
4,10,1.21237304827473
4,11,0.637687350875755
4,12,0.22286849591746397
4,13,0.10599752052177301
4,14,0.159048040082514
4,15,0.1475494251181
5,0,0.12074523113849099
5,1,0.13585724676963498
5,2,0.12954486598953
5,3,0.7162113196029909
5,4,3.1027864999602097
5,5,5.102370238217519
5,6,2.8501232321076397
5,7,1.6268165481788301
5,8,1.6320803661122798
5,9,1.31642112370819
5,10,1.23533557338725
5,11,0.7019711065939489
5,12,0.427897975950191
5,13,0.0904171605386735
5,14,0.0890167737800738
5,15,0.0401633961544348
6,0,0.676154640345582
6,1,0.41197189709854404
6,2,0.840768343046287
6,3,0.573314462283022
6,4,1.1587003198133001
6,5,2.1729750587216397
6,6,3.92161447292898
6,7,2.00026204964412
6,8,1.5339984920995102
6,9,0.8219942535966339
6,10,0.937049160634955
6,11,0.64412793560055
6,12,0.512065333756665
6,13,0.203693269428383
6,14,0.163659546658345
6,15,0.10306088267101401
7,0,0.8698449259210941
7,1,0.9907764445487071
7,2,0.5241380401097321
7,3,0.524971639259242
7,4,0.8209075009179941
7,5,1.6632247000892901
7,6,2.60678424901372
7,7,4.9248854343559
7,8,3.3413427866440295
7,9,1.7314113064379701
7,10,1.05515617518832
7,11,0.615801309521103
7,12,0.561151883601499
7,13,0.5583639762953929
7,14,0.246505527865645
7,15,0.12229615517147802
8,0,0.7630161429374971
8,1,1.00480486552251
8,2,0.765792234905902
8,3,1.32579586003099
8,4,0.9692775788219391
8,5,1.3310283792825601
8,6,2.06330873108192
8,7,1.96827578544918
8,8,3.60643615725159
8,9,1.86872314329279
8,10,1.5999082914506297
8,11,0.45634685537046904
8,12,0.40404503797618896
8,13,0.228821987736995
8,14,0.267854016254975
8,15,0.0791505619289764
9,0,0.48890734031815
9,1,0.8697601779655699
9,2,0.433524771203849
9,3,1.83558501459268
9,4,0.680460123474047
9,5,0.7528533756847471
9,6,1.5033201948118502
9,7,1.62925484160371
9,8,1.80977633183337
9,9,2.23143872059197
9,10,1.30451916692646
9,11,0.562462677096203
9,12,0.24116988933470102
9,13,0.16938424711797598
9,14,0.12632723455183803
9,15,0.18912679704092897
10,0,0.23092115859916001
10,1,0.7916353270212371
10,2,1.6952199022982601
10,3,1.7146559131625398
10,4,0.696295298703159
10,5,1.1423809158091698
10,6,0.960505400213547
10,7,1.4608889574091002
10,8,1.5800051898552
10,9,1.33824257870015
10,10,1.77351022152453
10,11,0.8893701938303371
10,12,0.4923664359201071
10,13,0.206634683426595
10,14,0.243927066630697
10,15,0.213656020789809
11,0,0.431191100863164
11,1,1.1345557732074298
11,2,2.07072039169985
11,3,0.16627065743387398
11,4,0.5245097908044629
11,5,1.07598699174973
11,6,1.01418811599566
11,7,0.9735212767065079
11,8,1.17306719931927
11,9,1.04506344078341
11,10,1.23950257788603
11,11,1.9770453047149301
11,12,0.8553001002525179
11,13,0.351811536933806
11,14,0.34499266569973497
11,15,0.19401961744621302
12,0,0.2760392504268
12,1,0.179126718542278
12,2,0.233667123515963
12,3,0.67772540912109
12,4,0.527215917632965
12,5,0.8056870176641271
12,6,0.8749250777439491
12,7,0.8865271226174749
12,8,0.875638743575653
12,9,0.7547519063678659
12,10,0.6108143858956401
12,11,1.04119334119565
12,12,1.50035455482066
12,13,0.7781548558215969
12,14,0.517464202772993
12,15,0.328112207549142
13,0,0.144373801895517
13,1,0.16758605429279097
13,2,0.0351541611288588
13,3,0.0280581076516386
13,4,0.253965633269542
13,5,0.53476720504041
13,6,1.18392904443549
13,7,0.996272914046243
13,8,0.765359876069202
13,9,0.6374018730644431
13,10,0.701194064487842
13,11,0.6296968316687019
13,12,0.911115227061026
13,13,2.09085217862805
13,14,0.380761384794435
13,15,0.26299996753363797
14,0,0.0409370959804372
14,1,0.0862569758721091
14,2,0.20512934630616397
14,3,0.176132888610724
14,4,0.114162450526252
14,5,0.36134131680353
14,6,0.40248160215681
14,7,0.517038659448124
14,8,0.89563197977222
14,9,0.5535224111183771
14,10,0.39199425279699696
14,11,0.42829606185582203
14,12,1.15572737102567
14,13,1.3624153634996798
14,14,1.4281194371446202
14,15,0.251081941602322
15,0,0.10789660383314802
15,1,0.129970365443512
15,2,3.1176740503752397e-06
15,3,0.374733200572889
15,4,0.0817960752783647
15,5,0.00016566981518851298
15,6,0.000575112452592375
15,7,0.248104865701485
15,8,0.58928175721946
15,9,1.03495632658592
15,10,0.5044657666451211
15,11,1.17560981760477
15,12,0.151253052891463
15,13,1.6426108070168999
15,14,0.5553184312064039
15,15,0.00012902190445331698
