flow,origin,destination
0.0076,59,60
0.0,59,61
0.0,59,62
0.0,59,63
0.0,59,64
0.0,59,65
0.0,59,66
0.0,59,68
0.0,59,69
0.0,59,71
0.0,59,72
0.0,59,80
0.0,59,82
0.0,59,94
0.0,59,97
0.0,59,110
0.0,60,1
0.0,60,2
0.0,60,3
0.0,60,4
0.0,60,5
0.0,60,6
0.0,60,7
0.0,60,9
0.0,60,10
0.0,60,11
0.0,60,12
0.0,60,13
0.0,60,14
0.0,60,15
0.0069,60,16
0.0,60,17
0.0,60,18
0.0,60,19
0.0,60,20
0.0,60,21
0.0,60,22
0.0,60,23
0.0,60,24
0.0,60,26
0.0,60,27
0.0,60,28
0.0,60,30
0.0,60,33
0.0,60,34
0.0,60,35
0.0,60,36
0.0,60,37
0.0,60,38
0.0,60,39
0.0,60,40
0.0,60,41
0.0,60,42
0.0,60,43
0.0,60,45
0.0,60,46
0.0,60,47
0.0,60,48
0.0069,60,49
0.0,60,50
0.0,60,51
0.0,60,52
0.0,60,53
0.0069,60,54
0.0,60,55
0.0,60,56
0.0,60,57
0.0207,60,58
0.0,60,59
0.9241,60,60
0.0069,60,61
0.0,60,62
0.0069,60,63
0.0,60,64
0.0,60,65
0.0138,60,66
0.0,60,67
0.0,60,68
0.0069,60,69
0.0,60,70
0.0,60,71
0.0,60,72
0.0,60,73
0.0,60,74
0.0,60,75
0.0,60,77
0.0,60,78
0.0,60,79
0.0,60,82
0.0,60,87
0.0,60,89
0.0,60,91
0.0,60,92
0.0,60,94
0.0,60,95
0.0,60,96
0.0,60,97
0.0,60,98
0.0,60,99
0.0,60,108
0.0,60,110
0.0,61,10
0.0,61,12
0.0,61,15
0.0,61,19
0.0,61,23
0.0,61,27
0.0,61,28
0.0,61,34
0.0,61,36
0.0,61,37
0.0,61,40
0.0,61,41
0.0,61,42
0.0,61,43
0.0,61,46
0.0,61,48
0.0,61,50
0.0,61,51
0.0,61,52
0.0,61,54
0.0,61,55
0.0,61,56
0.0,61,57
0.0,61,58
0.0052,61,59
0.0156,61,60
0.9531,61,61
0.0,61,62
0.026,61,63
0.0,61,64
0.0,61,65
0.0,61,66
0.0,61,67
0.0,61,68
0.0,61,69
0.0,61,70
0.0,61,71
0.0,61,72
0.0,61,73
0.0,61,74
0.0,61,75
0.0,61,76
0.0,61,78
0.0,61,79
0.0,61,83
0.0,61,87
0.0,61,94
0.0,61,100
0.0,61,101
0.0,61,110
0.0,61,111
0.0,62,1
0.0,62,15
0.0,62,40
0.0,62,48
0.0,62,55
0.0,62,57
0.0,62,58
0.0,62,59
0.0,62,60
0.0,62,61
0.9873,62,62
0.0,62,63
0.0127,62,64
0.0,62,65
0.0,62,67
0.0,62,69
0.0,62,70
0.0,62,71
0.0,62,72
0.0,62,73
0.0,62,74
0.0,62,76
0.0,62,78
0.0,62,90
0.0,62,94
0.0,62,99
0.0,62,110
0.0,63,1
0.0,63,7
0.0,63,10
0.0,63,12
0.0,63,13
0.0,63,15
0.0,63,16
0.0,63,18
0.0,63,19
0.0,63,21
0.0,63,22
0.0,63,23
0.0,63,24
0.0,63,26
0.0,63,27
0.0,63,28
0.0,63,30
0.0,63,34
0.0,63,35
0.0,63,36
0.0,63,37
0.0,63,39
0.0,63,40
0.0,63,41
0.0,63,42
0.0,63,43
0.0,63,44
0.0,63,45
0.0,63,46
0.0,63,48
0.0,63,49
0.0,63,51
0.0,63,52
0.0,63,53
0.0,63,54
0.0,63,55
0.0,63,56
0.0,63,57
0.0,63,58
0.0,63,59
0.0016,63,60
0.0114,63,61
0.0016,63,62
0.969,63,63
0.0049,63,64
0.0114,63,65
0.0,63,66
0.0,63,67
0.0,63,68
0.0,63,69
0.0,63,70
0.0,63,71
0.0,63,72
0.0,63,73
0.0,63,74
0.0,63,75
0.0,63,76
0.0,63,77
0.0,63,78
0.0,63,79
0.0,63,82
0.0,63,83
0.0,63,87
0.0,63,88
0.0,63,94
0.0,63,95
0.0,63,97
0.0,63,99
0.0,63,110
0.0,64,1
0.0,64,15
0.0,64,21
0.0,64,23
0.0,64,30
0.0,64,37
0.0,64,46
0.0,64,48
0.0,64,51
0.0,64,55
0.0,64,56
0.0,64,58
0.0,64,59
0.0,64,60
0.009,64,61
0.009,64,62
0.018,64,63
0.964,64,64
0.0,64,65
0.0,64,66
0.0,64,70
0.0,64,71
0.0,64,72
0.0,64,73
0.0,64,74
0.0,64,75
0.0,64,76
0.0,64,77
0.0,64,78
0.0,64,94
0.0,64,99
0.0,64,110
0.0,65,8
0.0,65,10
0.0,65,11
0.0,65,12
0.0,65,13
0.0,65,15
0.0,65,16
0.0,65,18
0.0,65,21
0.0,65,23
0.0,65,34
0.0,65,35
0.0038,65,37
0.0,65,38
0.0,65,39
0.0,65,40
0.0,65,46
0.0,65,48
0.0,65,51
0.0,65,52
0.0,65,54
0.0,65,55
0.0,65,56
0.0,65,57
0.0,65,58
0.0,65,59
0.0,65,60
0.0,65,61
0.0,65,62
0.0263,65,63
0.0,65,64
0.9586,65,65
0.0,65,66
0.0,65,68
0.0,65,69
0.0,65,70
0.0,65,71
0.0,65,72
0.0,65,73
0.0,65,74
0.0,65,75
0.0113,65,76
0.0,65,77
0.0,65,78
0.0,65,79
0.0,65,80
0.0,65,83
0.0,65,88
0.0,65,90
0.0,65,94
0.0,65,98
0.0,65,102
0.0,65,108
0.0,65,111
0.0,66,1
0.0,66,15
0.0,66,17
0.0,66,22
0.0,66,23
0.0,66,27
0.0,66,28
0.0,66,35
0.0,66,37
0.0,66,39
0.0,66,41
0.0,66,42
0.0,66,43
0.0,66,44
0.0,66,48
0.0,66,50
0.0,66,51
0.0,66,52
0.0,66,53
0.0,66,54
0.0,66,55
0.0,66,56
0.0,66,57
0.0,66,58
0.0,66,59
0.0,66,60
0.0,66,61
0.0,66,62
0.0,66,63
0.0,66,65
1.0,66,66
0.0,66,67
0.0,66,68
0.0,66,69
0.0,66,70
0.0,66,71
0.0,66,72
0.0,66,73
0.0,66,82
0.0,66,83
0.0,66,85
0.0,66,87
0.0,66,94
0.0,66,99
0.0,66,101
0.0,66,109
0.0,67,1
0.0,67,5
0.0,67,13
0.0,67,15
0.0,67,17
0.0,67,19
0.0,67,20
0.0,67,21
0.0,67,22
0.0,67,23
0.0,67,27
0.0,67,28
0.0,67,29
0.0,67,33
0.0,67,34
0.0,67,35
0.0,67,36
0.0,67,37
0.0,67,38
0.0,67,39
0.0,67,40
0.0,67,41
0.0,67,42
0.0,67,43
0.0177,67,44
0.0,67,48
0.0,67,51
0.0,67,54
0.0,67,55
0.0,67,56
0.0,67,57
0.0,67,58
0.0,67,60
0.0,67,65
0.0,67,66
0.9646,67,67
0.0177,67,68
0.0,67,69
0.0,67,70
0.0,67,71
0.0,67,72
0.0,67,74
0.0,67,75
0.0,67,77
0.0,67,94
0.0,67,96
0.0,67,99
0.0,67,108
0.0,67,109
0.0,67,110
0.0,68,1
0.0,68,11
0.0,68,15
0.0,68,16
0.0,68,17
0.0,68,18
0.0,68,23
0.0,68,26
0.0,68,28
0.0,68,33
0.0,68,36
0.0,68,37
0.0,68,38
0.0,68,39
0.0,68,40
0.0,68,41
0.0,68,42
0.0,68,43
0.0,68,44
0.0,68,48
0.0,68,54
0.0,68,56
0.0,68,57
0.0091,68,58
0.0,68,59
0.0,68,60
0.0,68,63
0.0,68,66
0.0364,68,67
0.9182,68,68
0.0364,68,69
0.0,68,70
0.0,68,71
0.0,68,72
0.0,68,74
0.0,68,75
0.0,68,76
0.0,68,77
0.0,68,80
0.0,68,94
0.0,68,97
0.0,68,99
0.0,68,109
0.0,68,110
0.0,69,1
0.0,69,9
0.0,69,10
0.0,69,13
0.0,69,15
0.0,69,17
0.0,69,21
0.0,69,22
0.0,69,23
0.0,69,25
0.0,69,26
0.0,69,28
0.0,69,29
0.0,69,33
0.0,69,35
0.0,69,36
0.0,69,37
0.0,69,38
0.0,69,39
0.0,69,40
0.0,69,41
0.0,69,42
0.0,69,43
0.0,69,44
0.0,69,51
0.0,69,54
0.0,69,58
0.0,69,59
0.0063,69,60
0.0,69,61
0.0,69,62
0.0,69,63
0.0,69,65
0.0,69,66
0.0,69,67
0.025,69,68
0.9625,69,69
0.0063,69,70
0.0,69,71
0.0,69,72
0.0,69,73
0.0,69,74
0.0,69,75
0.0,69,76
0.0,69,77
0.0,69,78
0.0,69,94
0.0,69,99
0.0,69,109
0.0,69,110
0.0,70,1
0.0,70,4
0.0,70,10
0.0,70,15
0.0,70,23
0.0,70,24
0.0,70,28
0.0,70,34
0.0,70,37
0.0,70,39
0.0,70,40
0.0,70,42
0.0,70,43
0.0,70,44
0.0,70,48
0.0,70,50
0.0,70,51
0.0,70,54
0.0,70,55
0.0,70,57
0.0,70,58
0.0,70,59
0.0,70,60
0.0,70,61
0.0,70,62
0.0,70,63
0.0,70,64
0.0,70,65
0.0,70,66
0.0,70,67
0.0,70,68
0.0225,70,69
0.9213,70,70
0.0337,70,71
0.0,70,72
0.0,70,73
0.0,70,75
0.0,70,76
0.0,70,77
0.0,70,78
0.0,70,87
0.0225,70,94
0.0,70,99
0.0,70,109
0.0,70,110
0.0,71,1
0.0,71,2
0.0,71,10
0.0,71,11
0.0,71,15
0.0,71,17
0.0,71,18
0.0,71,22
0.0,71,23
0.0,71,24
0.0,71,26
0.0,71,28
0.0,71,30
0.0,71,35
0.0,71,36
0.0,71,37
0.0,71,38
0.0,71,39
0.0,71,40
0.0,71,41
0.0,71,42
0.0,71,43
0.006,71,44
0.0,71,47
0.0,71,48
0.0,71,51
0.0,71,52
0.0,71,54
0.0,71,55
0.0,71,56
0.0,71,58
0.0,71,59
0.0,71,60
0.0,71,61
0.0,71,62
0.0,71,63
0.0,71,64
0.0,71,65
0.0,71,66
0.0,71,67
0.0,71,68
0.006,71,69
0.0179,71,70
0.9524,71,71
0.0,71,72
0.0,71,73
0.0,71,74
0.0,71,75
0.0,71,76
0.0,71,77
0.0,71,78
0.0,71,80
0.0,71,87
0.0,71,94
0.0,71,97
0.0,71,99
0.0,71,109
0.0179,71,110
0.0,72,1
0.0,72,2
0.0,72,4
0.0,72,10
0.0,72,12
0.0,72,15
0.0,72,16
0.0,72,18
0.0,72,21
0.0,72,24
0.0,72,26
0.0,72,27
0.0,72,30
0.0,72,33
0.0,72,36
0.0,72,37
0.0,72,40
0.0,72,41
0.0,72,42
0.0,72,44
0.0,72,45
0.0,72,48
0.0,72,50
0.0,72,55
0.0,72,58
0.0,72,59
0.0,72,60
0.0,72,61
0.0,72,62
0.0,72,63
0.0,72,64
0.0,72,65
0.0,72,66
0.0,72,67
0.0,72,68
0.0,72,69
0.0,72,70
0.003,72,71
0.9791,72,72
0.006,72,73
0.0,72,74
0.0,72,75
0.003,72,76
0.0,72,77
0.0,72,78
0.0,72,79
0.0,72,82
0.0,72,83
0.0,72,87
0.0,72,89
0.0,72,94
0.0,72,97
0.0,72,99
0.0,72,108
0.0,72,109
0.009,72,110
0.0,73,1
0.0,73,23
0.0,73,28
0.0,73,34
0.0,73,37
0.0,73,40
0.0,73,43
0.0,73,48
0.0056,73,58
0.0,73,59
0.0,73,60
0.0,73,61
0.0,73,63
0.0,73,64
0.0,73,65
0.0,73,66
0.0,73,69
0.0,73,70
0.0,73,71
0.0168,73,72
0.9721,73,73
0.0056,73,74
0.0,73,75
0.0,73,76
0.0,73,77
0.0,73,78
0.0,73,85
0.0,73,93
0.0,73,110
0.0,74,1
0.0,74,12
0.0,74,15
0.0,74,16
0.0,74,35
0.0,74,36
0.0,74,37
0.0,74,50
0.0,74,52
0.0,74,58
0.0,74,61
0.0,74,63
0.0,74,64
0.0,74,65
0.0,74,69
0.0,74,70
0.0,74,71
0.0088,74,72
0.0177,74,73
0.9646,74,74
0.0,74,75
0.0,74,76
0.0088,74,77
0.0,74,78
0.0,74,97
0.0,74,98
0.0,74,99
0.0,74,109
0.0,74,110
0.0,75,1
0.0,75,15
0.0,75,21
0.0,75,22
0.0,75,23
0.0,75,34
0.0,75,36
0.0,75,42
0.0,75,51
0.0,75,58
0.0,75,60
0.0,75,61
0.0,75,63
0.0,75,64
0.0,75,65
0.0,75,69
0.0,75,70
0.0,75,71
0.0,75,72
0.0,75,73
0.0,75,74
1.0,75,75
0.0,75,76
0.0,75,77
0.0,75,78
0.0,75,79
0.0,75,98
0.0,75,101
0.0,75,110
0.0,76,1
0.0,76,15
0.0,76,34
0.0,76,54
0.0,76,58
0.0,76,61
0.0,76,62
0.0,76,63
0.0,76,64
0.01,76,65
0.0,76,69
0.0,76,71
0.01,76,72
0.0,76,73
0.0,76,74
0.0,76,75
0.97,76,76
0.0,76,77
0.01,76,78
0.0,76,79
0.0,76,80
0.0,76,82
0.0,76,94
0.0,76,102
0.0,76,109
0.0,76,110
0.0,77,1
0.0,77,15
0.0,77,36
0.0,77,60
0.0,77,61
0.0,77,62
0.0,77,63
0.0,77,65
0.0,77,66
0.0,77,67
0.0,77,69
0.0,77,71
0.0,77,72
0.0,77,73
0.0182,77,74
0.0,77,75
0.0182,77,76
0.9636,77,77
0.0,77,78
0.0,77,103
0.0,77,110
0.0,78,1
0.0,78,12
0.0,78,13
0.0,78,15
0.0,78,16
0.0,78,17
0.0,78,23
0.0,78,28
0.0,78,37
0.0,78,46
0.0,78,48
0.0,78,57
0.0,78,58
0.0,78,60
0.0,78,61
0.0,78,63
0.0,78,64
0.007,78,65
0.0,78,67
0.0,78,70
0.0,78,71
0.0,78,72
0.0,78,73
0.0,78,74
0.0,78,75
0.007,78,76
0.007,78,77
0.9718,78,78
0.0,78,79
0.0,78,80
0.0,78,82
0.0,78,83
0.0,78,87
0.007,78,101
0.0,78,102
0.0,78,110
0.0,79,1
0.0,79,15
0.0,79,16
0.0,79,24
0.0,79,26
0.0,79,27
0.0,79,37
0.0,79,50
0.0,79,56
0.0,79,58
0.0,79,60
0.0,79,65
0.0,79,72
0.0,79,73
0.0,79,74
0.0,79,75
0.0294,79,78
0.9706,79,79
0.0,79,80
0.0,79,83
0.0,79,87
0.0,79,92
0.0,79,101
0.0,79,102
0.0,79,108
0.0,80,1
0.0,80,3
0.0,80,6
0.0,80,13
0.0,80,15
0.0,80,22
0.0,80,25
0.0,80,30
0.0,80,58
0.0,80,60
0.0,80,63
0.0,80,65
0.0,80,78
0.0,80,79
0.9823,80,80
0.0,80,82
0.0088,80,83
0.0,80,85
0.0,80,87
0.0,80,88
0.0,80,89
0.0,80,101
0.0088,80,102
0.0,80,110
0.0,81,10
0.0,81,37
0.0,81,58
0.9877,81,81
0.0123,81,82
0.0,81,83
0.0,81,84
0.0,81,87
0.0,81,89
0.0,82,1
0.0,82,12
0.0,82,13
0.0,82,15
0.0,82,16
0.0,82,18
0.0,82,19
0.0,82,23
0.0,82,26
0.0,82,27
0.0,82,28
0.0,82,30
0.0,82,34
0.0,82,37
0.0,82,48
0.0,82,49
0.0,82,50
0.0,82,53
0.0,82,58
0.0,82,59
0.0,82,60
0.0,82,63
0.0,82,64
0.0,82,72
0.0,82,76
0.0,82,79
0.0,82,81
0.9916,82,82
0.0,82,83
0.0042,82,84
0.0042,82,85
0.0,82,86
0.0,82,87
0.0,82,88
0.0,82,89
0.0,82,93
0.0,82,98
0.0,82,111
0.0,83,12
0.0,83,27
0.0,83,48
0.0,83,51
0.0,83,58
0.0,83,61
0.0,83,63
0.0,83,65
0.0,83,66
0.0,83,76
0.0,83,78
0.0,83,79
0.0056,83,80
0.0,83,81
0.0,83,82
0.9889,83,83
0.0,83,84
0.0,83,85
0.0,83,86
0.0,83,87
0.0,83,88
0.0,83,89
0.0,83,101
0.0056,83,102
0.0,84,15
0.0,84,78
0.0,84,81
0.0098,84,82
0.0,84,83
0.9706,84,84
0.0196,84,85
0.0,84,86
0.0,84,87
0.0,84,88
0.0,84,89
0.0,85,66
0.0,85,81
0.0,85,82
0.0,85,83
0.0492,85,84
0.9344,85,85
0.0164,85,86
0.0,85,87
0.0,85,88
0.0,85,89
0.0,86,15
0.0,86,26
0.0,86,30
0.0,86,58
0.0,86,82
0.0,86,83
0.0,86,84
0.0465,86,85
0.907,86,86
0.0465,86,87
0.0,86,88
0.0,86,89
0.0,87,1
0.0,87,3
0.0,87,4
0.0,87,10
0.0,87,12
0.0,87,15
0.0,87,16
0.0,87,20
0.0,87,23
0.0,87,24
0.0,87,26
0.0,87,27
0.0,87,28
0.0,87,29
0.0,87,37
0.0,87,50
0.0,87,54
0.0,87,58
0.0,87,60
0.0,87,61
0.0,87,62
0.0,87,63
0.0,87,70
0.0,87,71
0.0,87,72
0.0,87,73
0.0,87,78
0.0,87,79
0.0,87,80
0.0,87,81
0.0,87,82
0.0103,87,83
0.0,87,84
0.0,87,85
0.0068,87,86
0.9623,87,87
0.0103,87,88
0.0103,87,89
0.0,87,90
0.0,87,92
0.0,87,100
0.0,88,15
0.0,88,78
0.0,88,82
0.0,88,83
0.0,88,84
0.0,88,85
0.0,88,86
0.0125,88,87
0.9875,88,88
0.0,88,89
0.0,89,1
0.0,89,29
0.0,89,30
0.0,89,37
0.0,89,51
0.0,89,60
0.0,89,80
0.0,89,81
0.0,89,82
0.0,89,83
0.0,89,84
0.0,89,85
0.0,89,86
0.0286,89,87
0.0,89,88
0.9714,89,89
0.0,90,1
0.0,90,3
0.0,90,9
0.0,90,10
0.0,90,12
0.0,90,15
0.0,90,16
0.0,90,18
0.0,90,22
0.0,90,23
0.0,90,25
0.0,90,26
0.0,90,30
0.0,90,33
0.0,90,34
0.0,90,35
0.0,90,37
0.0,90,48
0.0,90,49
0.0,90,50
0.0,90,53
0.0,90,56
0.0,90,58
0.0,90,65
0.993,90,90
0.007,90,91
0.0,90,92
0.0,90,95
0.0,90,97
0.0,90,111
0.0,91,53
0.0,91,58
0.0,91,60
0.0,91,81
0.0196,91,90
0.9412,91,91
0.0,91,92
0.0392,91,95
0.0,91,111
0.0,92,1
0.0,92,4
0.0,92,9
0.0,92,10
0.0,92,12
0.0,92,15
0.0,92,16
0.0,92,17
0.0,92,23
0.0,92,26
0.0,92,27
0.0,92,37
0.0,92,42
0.0,92,44
0.0,92,47
0.0,92,49
0.0,92,55
0.0,92,58
0.0,92,60
0.0,92,63
0.0,92,72
0.0,92,75
0.0,92,89
0.0,92,90
0.0,92,91
0.9776,92,92
0.0075,92,95
0.0149,92,111
0.0,93,1
0.0,93,2
0.0,93,5
0.0,93,6
0.0,93,10
0.0,93,12
0.0,93,13
0.0,93,15
0.0,93,16
0.0,93,17
0.0,93,19
0.0,93,20
0.0,93,21
0.0,93,22
0.0,93,23
0.0,93,24
0.0,93,25
0.0128,93,26
0.0214,93,27
0.0,93,28
0.0,93,29
0.0171,93,30
0.0,93,31
0.0,93,32
0.0,93,33
0.0,93,34
0.0,93,35
0.0,93,36
0.0,93,37
0.0,93,38
0.0,93,39
0.0,93,40
0.0,93,48
0.0,93,49
0.0,93,58
0.0,93,65
0.0,93,78
0.0,93,90
0.9487,93,93
0.0,93,99
0.0,93,100
0.0,93,108
0.0,93,109
0.0,94,17
0.0,94,28
0.0,94,36
0.0,94,39
0.0,94,42
0.0,94,55
0.0,94,57
0.0,94,58
0.0,94,59
0.0,94,60
0.0,94,61
0.0,94,62
0.0,94,63
0.0,94,64
0.0,94,65
0.0,94,66
0.0,94,67
0.0,94,68
0.0,94,69
0.0833,94,70
0.0,94,71
0.0,94,72
0.0,94,78
0.9167,94,94
0.0,94,96
0.0,94,99
0.0,95,48
0.0,95,50
0.0,95,60
0.0,95,90
0.0526,95,91
0.0,95,92
0.9474,95,95
0.0,95,111
0.0066,96,1
0.0066,96,2
0.0,96,3
0.0,96,4
0.0,96,5
0.0,96,6
0.0,96,7
0.0,96,8
0.0,96,9
0.0,96,10
0.0066,96,12
0.0,96,13
0.0,96,14
0.0,96,15
0.0,96,16
0.0,96,17
0.0,96,18
0.0,96,20
0.0,96,21
0.0,96,22
0.0,96,23
0.0,96,24
0.0,96,27
0.0,96,28
0.0,96,29
0.0,96,33
0.0,96,34
0.0,96,35
0.0,96,36
0.0,96,37
0.0,96,38
0.0,96,40
0.0,96,45
0.0,96,60
0.0,96,72
0.9801,96,96
0.0,96,97
0.0,96,98
0.0,96,99
0.0,96,100
0.0,96,103
0.0,96,108
0.0,97,1
0.0,97,2
0.0,97,3
0.0,97,4
0.0,97,5
0.0,97,6
0.0,97,7
0.0,97,8
0.0,97,9
0.0,97,10
0.0,97,11
0.0,97,12
0.0278,97,13
0.0062,97,14
0.0,97,15
0.0154,97,16
0.0,97,17
0.0,97,18
0.0,97,19
0.0,97,20
0.0,97,21
0.0,97,22
0.0,97,23
0.0,97,24
0.0,97,26
0.0,97,27
0.0,97,28
0.0,97,29
0.0,97,30
0.0,97,33
0.0,97,34
0.0,97,35
0.0,97,36
0.0,97,37
0.0,97,39
0.0,97,40
0.0,97,41
0.0,97,45
0.0,97,46
0.0,97,48
0.0,97,49
0.0,97,52
0.0,97,56
0.0,97,58
0.0,97,60
0.0,97,63
0.0,97,72
0.0,97,90
0.0,97,96
0.9259,97,97
0.0,97,98
0.0,97,99
0.0,97,103
0.0247,97,108
0.0,98,1
0.0,98,2
0.0,98,3
0.0,98,4
0.0,98,5
0.0,98,6
0.0,98,7
0.0,98,9
0.0,98,10
0.0,98,11
0.0,98,12
0.0,98,13
0.0,98,14
0.0368,98,15
0.0,98,16
0.0061,98,17
0.0061,98,18
0.0184,98,19
0.0,98,20
0.0,98,21
0.0,98,22
0.0,98,23
0.0,98,24
0.0,98,26
0.0,98,27
0.0,98,28
0.0,98,32
0.0061,98,33
0.0,98,34
0.0,98,35
0.0,98,36
0.0,98,37
0.0,98,39
0.0,98,40
0.0,98,41
0.0,98,42
0.0,98,45
0.0,98,46
0.0,98,48
0.0,98,49
0.0,98,50
0.0,98,51
0.0,98,53
0.0,98,54
0.0,98,56
0.0,98,58
0.0,98,60
0.0,98,63
0.0,98,65
0.0,98,67
0.0,98,68
0.0,98,71
0.0,98,96
0.0,98,97
0.9202,98,98
0.0,98,99
0.0,98,103
0.0061,98,108
0.0,99,1
0.0,99,2
0.0,99,4
0.0,99,5
0.0,99,6
0.0,99,12
0.0,99,13
0.0,99,14
0.0,99,15
0.0,99,16
0.0,99,17
0.0,99,18
0.0,99,19
0.0,99,20
0.0,99,21
0.0,99,22
0.0,99,23
0.0,99,24
0.0,99,25
0.0,99,26
0.0,99,27
0.0,99,28
0.0,99,29
0.0,99,30
0.0,99,33
0.0,99,34
0.0,99,35
0.0,99,36
0.0049,99,37
0.0,99,38
0.0,99,39
0.0194,99,40
0.0194,99,41
0.0,99,42
0.0,99,43
0.0,99,44
0.0,99,46
0.0,99,47
0.0,99,48
0.0,99,51
0.0,99,54
0.0,99,55
0.0,99,58
0.0,99,60
0.0,99,61
0.0,99,63
0.0,99,64
0.0,99,66
0.0,99,67
0.0,99,68
0.0,99,69
0.0,99,70
0.0,99,71
0.0,99,72
0.0,99,73
0.0,99,75
0.0,99,93
0.0,99,97
0.0,99,98
0.9563,99,99
0.0,99,100
0.0,99,108
0.0,99,109
0.0,99,110
0.0,100,1
0.0,100,3
0.0,100,10
0.0,100,11
0.0,100,15
0.0,100,16
0.0,100,17
0.0,100,18
0.0,100,22
0.0,100,23
0.0,100,24
0.0,100,26
0.0,100,27
0.0,100,30
0.0,100,34
0.0,100,35
0.0,100,36
0.0,100,37
0.0,100,38
0.0,100,39
0.0,100,40
0.0,100,41
0.0,100,45
0.0,100,46
0.0667,100,47
0.0286,100,48
0.0,100,49
0.0,100,50
0.0,100,51
0.0,100,52
0.0,100,53
0.0,100,54
0.0,100,57
0.0,100,58
0.0,100,63
0.0,100,88
0.0,100,96
0.0,100,99
0.9048,100,100
0.0,101,12
0.0,101,16
0.0,101,37
0.0,101,54
0.0,101,63
0.0,101,66
0.0256,101,78
0.0,101,79
0.0,101,80
0.0,101,83
0.0,101,87
0.9744,101,101
0.0,101,102
0.0,102,12
0.0,102,58
0.0,102,65
0.0,102,72
0.0,102,76
0.0,102,78
0.0,102,79
0.0588,102,80
0.0,102,83
0.0,102,101
0.9412,102,102
0.0,103,1
0.0,103,2
0.0102,103,3
0.0,103,4
0.0,103,5
0.0,103,6
0.0,103,7
0.0,103,9
0.0,103,10
0.0153,103,12
0.0,103,13
0.0,103,14
0.0,103,15
0.0,103,16
0.0,103,17
0.0,103,18
0.0,103,19
0.0,103,20
0.0,103,23
0.0,103,24
0.0,103,27
0.0,103,28
0.0,103,33
0.0,103,34
0.0,103,36
0.0,103,37
0.0,103,45
0.0,103,49
0.0,103,77
0.0,103,96
0.0,103,97
0.0,103,98
0.9745,103,103
0.0,103,108
0.0,108,1
0.0,108,2
0.0,108,3
0.0,108,4
0.0,108,6
0.0,108,7
0.0,108,8
0.0,108,9
0.0,108,10
0.0,108,11
0.0,108,12
0.0141,108,13
0.0,108,14
0.0314,108,15
0.0016,108,16
0.0,108,17
0.0,108,18
0.0,108,19
0.0,108,20
0.0,108,21
0.0,108,22
0.0,108,23
0.0,108,24
0.0,108,25
0.0,108,26
0.0,108,27
0.0,108,28
0.0,108,29
0.0,108,31
0.0,108,32
0.0,108,33
0.0,108,34
0.0,108,35
0.0,108,36
0.0,108,37
0.0,108,38
0.0,108,39
0.0,108,40
0.0,108,41
0.0,108,42
0.0,108,45
0.0,108,46
0.0,108,47
0.0,108,48
0.0,108,49
0.0,108,50
0.0,108,51
0.0,108,52
0.0,108,53
0.0,108,58
0.0,108,60
0.0,108,61
0.0,108,65
0.0,108,67
0.0,108,68
0.0,108,71
0.0,108,78
0.0,108,96
0.0078,108,97
0.0,108,98
0.0,108,99
0.0,108,101
0.0,108,103
0.9451,108,108
0.0,109,1
0.0,109,3
0.0,109,15
0.0,109,16
0.0,109,17
0.0,109,22
0.0,109,23
0.0,109,24
0.0,109,26
0.0,109,28
0.0,109,33
0.0,109,34
0.0,109,35
0.0,109,36
0.0,109,37
0.0,109,38
0.0,109,39
0.0,109,40
0.0,109,41
0.0,109,42
0.0667,109,43
0.0,109,44
0.0,109,48
0.0,109,52
0.0,109,54
0.0,109,56
0.0,109,57
0.0,109,58
0.0,109,66
0.0,109,67
0.0,109,68
0.0,109,69
0.0,109,70
0.0,109,71
0.0,109,72
0.0,109,73
0.0,109,76
0.0,109,99
0.9333,109,109
0.0,109,110
0.0,110,2
0.0,110,6
0.0,110,18
0.0,110,28
0.0,110,30
0.0,110,37
0.0,110,38
0.0,110,40
0.0,110,42
0.0,110,48
0.0,110,58
0.0,110,60
0.0,110,61
0.0,110,62
0.0,110,63
0.0097,110,64
0.0,110,66
0.0,110,67
0.0,110,68
0.0,110,69
0.0,110,70
0.0291,110,71
0.0291,110,72
0.0,110,73
0.0,110,74
0.0,110,75
0.0,110,76
0.0,110,77
0.0,110,78
0.0,110,80
0.0,110,99
0.932,110,110
0.0,111,15
0.0,111,16
0.0,111,61
0.0,111,63
0.0,111,65
0.0,111,82
0.0,111,90
0.0,111,91
0.019,111,92
0.0,111,95
0.981,111,111
