evid_id,even_id,sent_id,doc_url,crawl_id,crawl_date,text,citation_url,anno_provided_url,fine_grained_location,type,country,date,value,restriction,source_type
78336e91-e8e4-44c6-91f2-5a7dc1499371,211da321-8e2a-4f57-9f59-fb9142aff633,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_239,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"All organised events were also suspended, as well as events in public or private places, including those of a cultural, recreational, sporting and religious nature, even if held in closed places.",https://corrieredellumbria.corr.it/news/coronavirus/1516428/emergenza-coronavirus-bozza-decreto-sospesi-anche--funerali-in-lombardia-e-11-province-covi19-epidemia-contagio.html,,Italy,entertainment/cultural sector closure,ITA,2020-02-06,Churches,1,O
318aaea8-b626-455e-88bb-c0b6017afd6b,2bd5ecdd-3ddc-4d4b-a182-cf99f320c471,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_463,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"After the first outbreak in Lombardy and Veneto, the regional governments of Emilia-Romagna, Friuli Venezia Giulia, Liguria, Lombardy, Piedmont, Trentino, and Veneto closed all schools and universities from 23 February to 1 March.",http://www.today.it/attualita/scuole-chiuse-coronavirus-dove-quando.html,,Lombardy|Veneto|Emilia-Romagna|Friuli Venezia Giulia|Liguria|Lombardy|Piedmont|Trentino|Veneto,school closure,ITA,2020-02-23,Only schools (primary/secondary) closed,1,O
add03185-fc46-4ead-8004-b6373077ec94,9c714581-528f-49f9-9eed-5a10380ed109,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_102,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The man lived in the municipality of VÃ², which was put under quarantine.",https://www.repubblica.it/cronaca/2020/02/22/news/adriano_trevisan_la_prima_vittima_di_coronavirus_in_italia-249260446/,,Vo,confinement,ITA,2020-02-21,na,1,O
8da81fcb-bd09-491b-8ea5-38242e3af0cd,970d54c2-2ce4-42bd-bbaa-7029e5e8c3a7,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_183,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 25 February, Aviano Air Base closed all schools until 28 February.",https://www.repubblica.it/cronaca/2020/02/22/news/coronavirus_in_italia_aggiornamento_ora_per_ora-249241616/,,Italy,school closure,ITA,2020-02-25,Only schools (primary/secondary) closed,1,O
917bf3f6-1c43-4a59-b3ce-521ad8e0f6fe,d98e9244-8749-4bef-b0e9-0450df18e105,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_212,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,Messina closed all schools from 29 February to 3 March.,http://www.strettoweb.com/2020/02/coronavirus-messina-scuole/976298/,,Messina,school closure,ITA,2020-02-29,Only schools (primary/secondary) closed,1,O
a08d24c2-c68c-4885-a5ee-e1b651c9643c,d98e9244-8749-4bef-b0e9-0450df18e105,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_200,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,Palermo and Naples closed all schools until 29 February.,https://www.blogsicilia.it/palermo/coronavirus-scuole-chiuse-palermo-ordinanza-regione/520347/,,Palermo|Naples,school closure,ITA,2020-02-29,Only schools (primary/secondary) closed,1,O
5bbbef2f-90df-4b93-9718-190da421c103,6b178938-8c0b-4be5-84db-ba19543aaaf6,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_207,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,Multiple schools were closed in Roseto degli Abruzzi.,https://www.abruzzolive.it/coronavirus-turista-positivo-chiuse-scuole-a-roseto-in-ricostruzione-movimenti-del-paziente-brianzolo/,,Roseto degli Abruzzi,school closure,ITA,2020-02-27,Only schools (primary/secondary) closed,1,O
76bf68ed-fd15-4f3a-a7f2-f071427aa296,6b178938-8c0b-4be5-84db-ba19543aaaf6,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_206,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 27 February, Taranto, Apulia closed all schools until 29 February.",http://www.primocircolotaranto.gov.it/wordpress/ordinanza-n-13-comune-di-taranto-chiusura-scuole-per-le-giornate-del-27-28-e-29-febbraio-2020/,,Taranto|Apulia,school closure,ITA,2020-02-27,Only schools (primary/secondary) closed,1,G
d7f2be77-3aae-4731-8785-d9a30fd7d88c,fb6e07af-42e6-4c8a-a044-ab092d1ad15b,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_225,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"A yellow zone (composed of the regions of Lombardy, Veneto and Emilia-Romagna), where social and sport events are suspended and schools, theatres, clubs and cinemas are closed.",https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/,,Lombardy|Veneto|Emilia-Romagna,school closure,ITA,2020-03-01,Only schools (primary/secondary) closed,1,O
0bc017b3-a9dd-409b-8751-c3030517b7a2,be3a2f34-c49b-43c8-bdd2-761ead79f0a2,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_464,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The suspension was later extended, with the agreement of the national government, up to 8 March in Emilia-Romagna, Lombardy, and Veneto.",https://www.repubblica.it/cronaca/2020/02/29/news/le_scuole_ancora_otto_giorni_di_stop_in_lombardia_emilia_e_veneto-249848004/,,Emilia-Romagna|Lombardy|Veneto,entertainment/cultural sector closure,ITA,2020-03-24,"Bars, restaurants, night clubs",1,O
c0461a28-c3a6-4ad8-a024-65cd3ff59b50,31b27769-7718-4c92-892d-736ffb6f773b,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_168,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"Streets, parks and train stations in multiple cities in Lombardy were left deserted.",https://www.tgcom24.mediaset.it/cronaca/lombardia/foto/coronavirus-milano-deserta-mezzi-pubblici-vuoti-e-mercati-abbandonati_15301555-2020.shtml,,Lombardy,entertainment/cultural sector closure,ITA,2020-05-10,"Bars, restaurants, night clubs",1,O
4286dd49-c962-4d0d-965c-d561f2cf7c19,b5ca15a4-5dc1-4139-a1f8-dd03712bfcbd,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_274,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 7 April, after more than a month of suspension, the Italian Basketball Federation officially ended the 2019â20 LBA season, without assigning the title.",https://sportando.basketball/en/italian-basketball-federation-officially-ends-lba-2019-20-season/,,Italy,entertainment/cultural sector closure,ITA,2020-04-07,Gyms and pools,1,O
57a3d329-369b-48fe-b668-a952100cebc4,b5ca15a4-5dc1-4139-a1f8-dd03712bfcbd,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_275,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"Italian Basketball Federation officially ends LBA 2019-20 season, Sportando",https://sportando.basketball/en/italian-basketball-federation-officially-ends-lba-2019-20-season/,,Italy,entertainment/cultural sector closure,ITA,2020-04-07,Gyms and pools,1,O
8cd72605-45b3-4844-92de-7dd744be2df3,e4dffd69-c435-4144-81ff-d627a71f1847,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_31,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 31 January, the Italian government suspended all flights to and from China and declared a state of emergency with the duration of six months.",https://www.thelocal.it/20200131/italy-suspends-all-china-flights-after-coronavirus-cases-confirmed-in-rome/,,Italy,international flight restrictions,ITA,2020-01-31,CHN,1,O
1b43bb78-6cb4-4231-bd84-bc32df69aa00,a049ed78-119a-4552-a1ca-e77e1610835f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_312,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 25 February, the United Kingdom and Malta recommended that travellers coming from Italy self-quarantine for 14 days and for all citizens not to travel to regions of Italy affected by the outbreak.",https://www.bbc.com/news/uk-51625733,,Italy,introduction of travel quarantine policies,ITA,2020-02-25,MLT,1,O
a403f5b4-4060-4dc9-807d-560ff8b860f3,7647e44d-6895-491b-9afa-24903ea18692,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_420,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,The pandemic provoked large economic damage to the Italian economy.,https://www.theguardian.com/travel/2020/mar/17/nothing-less-than-a-catastrophe-venice-left-high-and-dry-by-coronavirus,,Italy,economic impact,ITA,2020-04-04,na,1,O
5a9a70fd-0c77-4201-973c-d08e138cdafe,a8a88d9b-51fe-490f-9320-ddc5ff440faa,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_265,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"Parks, playgrounds and public green were closed down.",https://www.ilpost.it/2020/03/20/ordinanza-coronavirus-attivita-sportiva-correre/,,Italy,entertainment/cultural sector closure,ITA,2020-03-20,Parks and public gardens,1,O
41ff1280-6f76-4cf4-89a0-1aa6f38d3041,59510cd3-b780-462c-acfb-873f61a5c36e,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_460,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"Some Italians have adapted the local custom of paying in advance at a cafe for a customer who can't afford it (""suspended coffee"") by paying extra at grocery stores.",Some Italians have adapted the local custom o,,Italians,economic impact,ITA,2020-03-14,Industrial production,1,O
2edc890e-b7f2-4b5e-b1e2-1e5fcea9a4ef,2f705525-23ae-4c23-b69f-ee9caa13a291,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_285,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The plan allowed the re-opening of manufacturing industries and construction sites, however schools, bars, restaurants and hairdressers would stay closed.",https://www.theguardian.com/world/2020/apr/27/italy-unveils-plans-for-easing-of-coronavirus-lockdown-restrictions-conte,,Italy,school closure,ITA,2020-04-26,Only schools (primary/secondary) closed,1,O
9d95de86-73c3-40cb-aded-bb87ce418b9d,83f99b38-0f35-4453-a91d-e51630f689d1,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_285,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The plan allowed the re-opening of manufacturing industries and construction sites, however schools, bars, restaurants and hairdressers would stay closed.",https://www.theguardian.com/world/2020/apr/27/italy-unveils-plans-for-easing-of-coronavirus-lockdown-restrictions-conte,,Italy,entertainment/cultural sector closure,ITA,2020-04-26,"Bars, restaurants, night clubs",1,O
8cd72605-45b3-4844-92de-7dd744be2df3,924b177b-51b5-4232-89b5-48295a63b1da,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_31,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 31 January, the Italian government suspended all flights to and from China and declared a state of emergency with the duration of six months.",https://www.thelocal.it/20200131/italy-suspends-all-china-flights-after-coronavirus-cases-confirmed-in-rome/,,Italy,state of emergency (legal impact),ITA,2020-01-31,na,1,O
8f6fb98b-4b02-4241-96b6-f6a7a610f7f8,7d40103c-c12a-11ea-8d21-eeee0af72e81,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_160,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,Authorities in Veneto cancelled the last two days of the Carnival of Venice.,https://www.bbc.com/news/world-europe-51602007,,Veneto,entertainment/cultural sector closure,ITA,2020-02-23,"Museums, theaters, cinema, libraries, festivities",1,O
f70473ba-2cdc-4b1c-b6ec-717f20789d24,a206099e-c12a-11ea-890b-eeee0af49f8d,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_179,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,Court proceedings were postponed until further notice.,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,,ITA,public services closure,ITA,2020-02-24,Legal system,1,O
301f958b-36bf-4ed7-b95b-b5807ab3f0db,130e3429-4392-467a-b5fe-7ff3828604f0,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_344,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,On same day also Austria barred entry to foreign nationals travelling from Italy with exception for people with medical documents and people who travel only through Austria to Germany without stop in Austria.,"https://www.br.de/nachrichten/deutschland-welt/oesterreich-will-einreisen-aus-italien-weitgehend-stoppen,RspR1PZ",,Austria|Italy|Austria|Germany|Austria,freedom of movement (nationality dependent),ITA,2020-03-10,AUT,1,O
db223650-b19d-4aaa-ba6e-0222493bf437,052f8f1d-dca4-4716-9915-fc409497d1a4,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_344,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,On same day also Austria barred entry to foreign nationals travelling from Italy with exception for people with medical documents and people who travel only through Austria to Germany without stop in Austria.,"https://www.br.de/nachrichten/deutschland-welt/oesterreich-will-einreisen-aus-italien-weitgehend-stoppen,RspR1PZ",,Austria|Italy|Austria|Germany|Austria,freedom of movement (nationality dependent),ITA,2020-03-10,DEU,1,O
8aaee400-bc6b-4a5c-bbf6-e61702d4d2b4,80b6bd27-e243-4da8-8029-6c4cc4117d29,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_184,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,General Tod D. Walters issued a travel ban covering the areas of Italy affected by the outbreak for US service members and their families.,https://www.rollcall.com/2020/02/25/coronavirus-threatens-u-s-military-base-operations-in-europe-general-says/,,Italy|Us,freedom of movement (nationality dependent),ITA,2020-02-25,USA,1,O
a6db5641-39fd-4945-953b-0276d3a22921,d4bdae27-9a7f-4e3c-9d41-17fd1646c120,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_225,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"A yellow zone (composed of the regions of Lombardy, Veneto and Emilia-Romagna), where social and sport events are suspended and schools, theatres, clubs and cinemas are closed.",https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/,,Lombardy|Veneto|Emilia-Romagna,entertainment/cultural sector closure,ITA,2020-03-01,"Bars, restaurants, night clubs",1,O
3f9d0062-bd9a-453b-91e3-a1c0b2c113b4,5a1a4325-a148-434a-a12d-99880dd63909,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_237,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The decree imposed the closure of museums, cultural centres and ski resorts in the lockdown areas and the closure of cinemas, theatres, pubs, dance schools, game rooms, betting rooms and bingo halls, discos and similar places in the entire country.",https://www.romatoday.it/attualita/coronavirus-pub-cinema-teatri-locali-chiusi-nuovo-decreto.html,,Italy,entertainment/cultural sector closure,ITA,2020-02-06,"Bars, restaurants, night clubs",1,O
4d7133ae-1263-47a6-990c-2cd80762c667,bd9c2b95-f3a8-4228-9ed2-af4d63a0ce4a,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_252,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 9 March, the government announced that all sporting events in Italy would be cancelled until at least 3 April, but the ban does not include Italian clubs or national teams participating in international competitions.",https://www.bbc.com/sport/51808683,,Italy,entertainment/cultural sector closure,ITA,2020-03-09,"Bars, restaurants, night clubs",1,O
b40e5dca-d978-474f-ba48-1307b0984678,eec69b02-a180-4051-b7e1-230d04dd7383,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_225,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"A yellow zone (composed of the regions of Lombardy, Veneto and Emilia-Romagna), where social and sport events are suspended and schools, theatres, clubs and cinemas are closed.",https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/,,Lombardy|Veneto|Emilia-Romagna,entertainment/cultural sector closure,ITA,2020-03-01,"Museums, theaters, cinema, libraries, festivities",1,O
fb0d7016-3b7a-4b6b-b7b6-db3977c4df37,e9a0d7eb-9b40-4b9f-b1c5-fdebec17c900,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_237,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The decree imposed the closure of museums, cultural centres and ski resorts in the lockdown areas and the closure of cinemas, theatres, pubs, dance schools, game rooms, betting rooms and bingo halls, discos and similar places in the entire country.",https://www.romatoday.it/attualita/coronavirus-pub-cinema-teatri-locali-chiusi-nuovo-decreto.html,,Italy,entertainment/cultural sector closure,ITA,2020-02-06,"Museums, theaters, cinema, libraries, festivities",1,O
e475e24f-0287-4309-b418-ae3c5468ea03,6d472bdf-45ea-4b07-8e76-29e751e83f28,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_465,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 4 March, the government announced the closure of all schools and colleges until 15 March.",http://www.thetelegram.com/news/world/coronavirus-deprives-nearly-300-million-students-of-their-schooling-unesco-419714/,,Italy,school closure,ITA,2020-03-04,Only schools (primary/secondary) closed,1,O
8d0b3cc6-5b8e-4698-bff6-9cf4d9b444f8,6d472bdf-45ea-4b07-8e76-29e751e83f28,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_228,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 4 March, the Italian government imposed the shutdown of all schools and universities nationwide for two weeks as the country reached 100 deaths from the outbreak.",https://www.theguardian.com/world/2020/mar/04/italy-orders-closure-of-schools-and-universities-due-to-coronavirus,,Italian,school closure,ITA,2020-03-04,Only schools (primary/secondary) closed,1,O
a448166c-8858-4a81-a8ce-c0ba9d9b5ef6,1794740e-635b-4d7f-b49c-678c0d9ffd7f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_237,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The decree imposed the closure of museums, cultural centres and ski resorts in the lockdown areas and the closure of cinemas, theatres, pubs, dance schools, game rooms, betting rooms and bingo halls, discos and similar places in the entire country.",https://www.romatoday.it/attualita/coronavirus-pub-cinema-teatri-locali-chiusi-nuovo-decreto.html,,Italy,school closure,ITA,2020-02-06,Only schools (primary/secondary) closed,1,O
2b289876-d8f8-4cde-ba10-427d42f1d73a,7b04c773-7dc5-41bf-a8f9-3a85d8aa98a1,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_467,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 9 March, the government extended the lockdown to the national territory, closing all schools and universities until 3 April.",https://apnews.com/3ff579e06d07428f0bc993c0a98c001d,,Italy,school closure,ITA,2020-03-09,Only schools (primary/secondary) closed,1,O
52776a43-853e-4d1c-892c-3cf5e7ec3dc7,922e3de7-02d4-4e1e-9ce2-ce2ce719071f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_133,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"Starting on 8 March, the region of Lombardy together with 14 additional northern and central provinces in Piedmont, Emilia-Romagna, Veneto, and Marche, were put under lockdown.",https://www.bbc.com/news/world-middle-east-51787238,,Lombardy|Piedmont|Emilia-Romagna|Veneto|Marche,confinement,ITA,2020-03-08,na,1,O
ea48f256-d03c-43d0-b2fc-9b9a56a4c2eb,922e3de7-02d4-4e1e-9ce2-ce2ce719071f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_621,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"As of 8 March 24, 31 confirmed cases in the country have links to Italy, leading the government to institute a mandatory quarantine for all persons with a history of recent travel to Italy.",https://www.idnes.cz/zpravy/domaci/koronavirus-nemocnice-bulovka-pocet-potvrzenych-pripadu.A200308_124539_domaci_remy,,Italy|Italy,confinement,ITA,2020-03-08,na,1,O
9b60e3aa-657f-4dca-9597-1bc6a2fd0bd8,922e3de7-02d4-4e1e-9ce2-ce2ce719071f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_92,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 8 March, Prime Minister Giuseppe Conte extended the quarantine lockdown to cover the whole region of Lombardy and 14 other northern provinces.",https://www.bbc.com/news/world-middle-east-51787238,,Lombardy,confinement,ITA,2020-03-08,na,1,O
d0d4fc56-0e3b-4af2-a420-6e0841c69a19,922e3de7-02d4-4e1e-9ce2-ce2ce719071f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_466,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"With the enactment of the lockdown of Lombardy and 14 more northern provinces on 8 March, the re-opening of schools in these areas was delayed to 3 April.",https://www.theguardian.com/world/2020/mar/07/italy-set-to,,Lombardy,confinement,ITA,2020-03-08,na,1,O
17317749-d1c2-4aa6-807a-5fb3ff4a4f17,922e3de7-02d4-4e1e-9ce2-ce2ce719071f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_8,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 8 March 2020, Prime Minister Giuseppe Conte expanded the quarantine to all of Lombardy and 14 other northern provinces, and on the following day to all of Italy, placing more than 60 million people in quarantine.",https://news.sky.com/story/coronavirus-italy-sees-largest-daily-rise-in-deaths-and-confirmed-cases-11953192,,Lombardy|Italy,confinement,ITA,2020-03-08,na,1,O
0b312c11-6f06-4970-b663-3d97ab1841ae,ca356fde-48d4-4dfc-a82c-c3c23e58138f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_205,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,The MIDO Milan Eyewear Show was rescheduled to 5 to 7 July.,http://www.wmido.com/ita-la-50a-edizione-di-mido-si-terra-dal-5-al-7-luglio/,,,entertainment/cultural sector closure,ITA,2020-02-26,na,1,O
3f5fe81a-ff0a-4677-99f6-43374842a86f,ca356fde-48d4-4dfc-a82c-c3c23e58138f,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_324,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"The chief executive of the Irish Rugby Football Union, Philip Browne, cancelled Six Nations Championship rugby matches between Ireland and Italy from 6 to 8 March in Dublin.",https://www.theguardian.com/sport/2020/feb/26/ireland-v-italy-six-nations-match-postponed-due-to-coronavirus,,The Irish Rugby Football Union|Ireland|Italy|Dublin,entertainment/cultural sector closure,ITA,2020-02-26,na,1,O
689d1cdb-c509-43db-972a-ef879ce49d0a,216b385c-0314-4846-9477-55cee310c1ba,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_552,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"On 4 March 14 more Italian tourists who were kept at a quarantine facility in Delhi were confirmed positive, as well as the group's Indian driver.",https://economictimes.indiatimes.com/news/politics-and-nation/28-confirmed-cases-of-coronavirus-in-india-gom-to-meet-today-health-minister-harsh-vardhan/articleshow/74472369.cms,,Italian|Delhi|Indian,confinement,ITA,2020-03-04,na,1,O
1d82ebf4-4213-4db4-9214-0f9b150eb6c4,c897c3c6-f66a-4655-ab12-24bb3c9ff97a,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_153,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"Regional train services to the most affected areas were suspended, with trains skipping stops at Codogno, Maleo and Casalpusterlengo stations.",https://milano.repubblica.it/cronaca/2020/02/22/news/coronavirus_il_comune_di_milano_sospende_dal_lavoro_i_dipendenti_che_abitano_delle_zone_coinvolte-249252812/,,Codogno|Maleo|Casalpusterlengo,public transportation,ITA,2020-02-22,na,1,O
1a07574f-a1d8-4b42-be77-53b638d846a8,1a868c43-84fa-41e1-a553-3b7ad17a7db2,a2bff85a-8fe2-11ea-a170-069b8ffc8dc8_168,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy,2020-05-06_d0cba9ae-8fda-11ea-b351-069b8ffc8dc8,2020-05-06,"Streets, parks and train stations in multiple cities in Lombardy were left deserted.",https://www.tgcom24.mediaset.it/cronaca/lombardia/foto/coronavirus-milano-deserta-mezzi-pubblici-vuoti-e-mercati-abbandonati_15301555-2020.shtml,,Lombardy,public transportation,ITA,2020-05-10,na,1,O
