,2020-01-18,Origin,Destination
2578,0.0,43,38
2579,0.0,43,39
2580,0.0,43,40
2581,0.0,43,41
2582,0.0977,43,42
2583,0.797,43,43
2584,0.0075,43,44
2585,0.0,43,46
2586,0.0,43,48
2587,0.0,43,50
2588,0.0,43,51
2589,0.0075,43,54
2590,0.0,43,55
2591,0.0,43,56
2592,0.0,43,57
2593,0.0075,43,58
2594,0.0,43,59
2595,0.0,43,60
2596,0.0075,43,61
2597,0.0,43,63
2598,0.0,43,65
2599,0.0,43,66
2600,0.0,43,67
2601,0.0,43,68
2602,0.0,43,69
2603,0.0,43,70
2604,0.0,43,71
2605,0.0,43,72
2606,0.0,43,98
2607,0.0,43,99
2608,0.0,43,100
2609,0.0752,43,109
2610,0.0,44,4
2611,0.0,44,6
2612,0.0,44,15
2613,0.0,44,17
2614,0.0,44,18
2615,0.0,44,19
2616,0.0,44,23
2617,0.0,44,24
2618,0.0,44,29
2619,0.0,44,33
2620,0.0,44,34
2621,0.01,44,35
2622,0.0,44,36
2623,0.0,44,37
2624,0.0,44,39
2625,0.0,44,40
2626,0.01,44,41
2627,0.01,44,42
2628,0.01,44,43
2629,0.82,44,44
2630,0.0,44,49
2631,0.0,44,54
2632,0.0,44,55
2633,0.01,44,57
2634,0.01,44,58
2635,0.0,44,60
2636,0.0,44,61
2637,0.0,44,65
2638,0.0,44,66
2639,0.06,44,67
2640,0.01,44,68
2641,0.0,44,69
2642,0.0,44,70
2643,0.0,44,71
2644,0.0,44,72
2645,0.0,44,92
2646,0.0,44,99
2647,0.04,44,109
2648,0.01,44,111
2649,0.0,45,1
2650,0.0,45,2
2651,0.0,45,3
2652,0.0,45,4
2653,0.0,45,6
2654,0.0,45,7
2655,0.0,45,9
2656,0.0089,45,10
2657,0.1518,45,11
2658,0.0,45,13
2659,0.0,45,15
2660,0.0,45,16
2661,0.0,45,17
2662,0.0,45,18
2663,0.0,45,19
2664,0.0,45,20
2665,0.0,45,21
2666,0.0,45,23
2667,0.0,45,25
2668,0.0,45,27
2669,0.0,45,28
2670,0.0,45,33
2671,0.0089,45,34
2672,0.0,45,35
2673,0.0,45,36
2674,0.0,45,37
2675,0.0,45,39
2676,0.0,45,40
2677,0.6964,45,45
2678,0.125,45,46
2679,0.0,45,47
2680,0.0,45,48
2681,0.0,45,49
2682,0.0,45,50
2683,0.0,45,51
2684,0.0089,45,52
2685,0.0,45,53
2686,0.0,45,55
2687,0.0,45,58
2688,0.0,45,60
2689,0.0,45,65
2690,0.0,45,67
2691,0.0,45,95
2692,0.0,45,96
2693,0.0,45,97
2694,0.0,45,98
2695,0.0,45,100
2696,0.0,45,108
2697,0.0,46,1
2698,0.0,46,2
2699,0.0,46,4
2700,0.0,46,7
2701,0.0,46,8
2702,0.0047,46,10
2703,0.0142,46,11
2704,0.0,46,12
2705,0.0,46,13
2706,0.0,46,15
2707,0.0,46,16
2708,0.0,46,17
2709,0.0,46,18
2710,0.0,46,19
2711,0.0,46,20
2712,0.0,46,21
2713,0.0,46,22
2714,0.0,46,23
2715,0.0,46,24
2716,0.0,46,26
2717,0.0,46,27
2718,0.0,46,28
2719,0.0,46,33
2720,0.0,46,34
2721,0.0,46,35
2722,0.0,46,36
2723,0.0,46,37
2724,0.0,46,38
2725,0.0,46,39
2726,0.0047,46,40
2727,0.0,46,42
2728,0.0,46,44
2729,0.0664,46,45
2730,0.782,46,46
2731,0.0474,46,47
2732,0.0142,46,48
2733,0.0095,46,49
2734,0.0521,46,50
2735,0.0,46,51
2736,0.0,46,52
2737,0.0,46,53
2738,0.0047,46,54
2739,0.0,46,55
2740,0.0,46,56
2741,0.0,46,58
2742,0.0,46,60
2743,0.0,46,65
2744,0.0,46,98
2745,0.0,46,100
2746,0.0,47,1
2747,0.0,47,3
2748,0.0,47,4
2749,0.0,47,10
2750,0.0,47,11
2751,0.0,47,12
2752,0.0059,47,15
2753,0.0,47,16
2754,0.0,47,17
2755,0.0,47,18
2756,0.0,47,19
2757,0.0,47,20
2758,0.0,47,21
2759,0.0,47,22
2760,0.0,47,23
2761,0.0,47,26
2762,0.0,47,27
2763,0.0,47,28
2764,0.0,47,30
2765,0.0,47,33
2766,0.0,47,34
2767,0.0,47,35
2768,0.0059,47,36
2769,0.0235,47,37
2770,0.0,47,38
2771,0.0,47,39
2772,0.0,47,40
2773,0.0,47,42
2774,0.0,47,45
2775,0.0412,47,46
2776,0.7,47,47
2777,0.0824,47,48
2778,0.0059,47,49
2779,0.0176,47,50
2780,0.0,47,51
2781,0.0,47,52
2782,0.0,47,53
2783,0.0,47,54
2784,0.0,47,55
2785,0.0,47,56
2786,0.0,47,58
2787,0.0,47,59
2788,0.0,47,60
2789,0.0,47,65
2790,0.0,47,66
2791,0.0,47,70
2792,0.0,47,71
2793,0.0,47,85
2794,0.0,47,98
2795,0.0,47,99
2796,0.1176,47,100
2797,0.0,48,1
2798,0.0,48,2
2799,0.0,48,3
2800,0.0,48,4
2801,0.0,48,5
2802,0.0,48,6
2803,0.0,48,7
2804,0.0,48,10
2805,0.0,48,11
2806,0.0,48,12
2807,0.0,48,13
2808,0.0,48,14
2809,0.0,48,15
2810,0.0,48,16
2811,0.0,48,17
2812,0.0,48,18
2813,0.0,48,19
2814,0.0,48,20
2815,0.0,48,21
2816,0.0019,48,22
2817,0.0058,48,23
2818,0.0,48,24
2819,0.0,48,25
2820,0.0,48,26
2821,0.0,48,27
2822,0.0019,48,28
2823,0.0,48,29
2824,0.0,48,30
2825,0.0,48,31
2826,0.0,48,32
2827,0.0,48,33
2828,0.0,48,34
2829,0.0,48,35
2830,0.0019,48,36
2831,0.0154,48,37
2832,0.0,48,38
2833,0.0,48,39
2834,0.0,48,40
2835,0.0,48,41
2836,0.0,48,42
2837,0.0,48,43
2838,0.0,48,45
2839,0.0019,48,46
2840,0.027,48,47
2841,0.8166,48,48
2842,0.0077,48,49
2843,0.0405,48,50
2844,0.0212,48,51
2845,0.0058,48,52
2846,0.0,48,53
2847,0.0,48,54
2848,0.0,48,55
2849,0.0,48,56
2850,0.0,48,57
2851,0.0039,48,58
2852,0.0,48,59
2853,0.0,48,60
2854,0.0,48,61
2855,0.0,48,63
2856,0.0,48,64
2857,0.0,48,65
2858,0.0,48,66
2859,0.0,48,67
2860,0.0,48,69
2861,0.0,48,70
2862,0.0,48,71
2863,0.0,48,76
2864,0.0,48,78
2865,0.0,48,82
2866,0.0,48,87
2867,0.0,48,90
2868,0.0,48,96
2869,0.0,48,97
2870,0.0,48,98
2871,0.0,48,99
2872,0.0483,48,100
2873,0.0,48,108
2874,0.0,48,109
2875,0.0,49,1
2876,0.0,49,2
2877,0.0,49,6
2878,0.0,49,7
2879,0.0,49,8
2880,0.0,49,10
2881,0.0,49,11
2882,0.0,49,12
2883,0.0,49,13
2884,0.0,49,15
2885,0.0,49,16
2886,0.0,49,17
2887,0.0,49,18
2888,0.0,49,19
2889,0.0,49,21
2890,0.0,49,22
2891,0.0,49,23
2892,0.0,49,24
2893,0.0,49,25
2894,0.0,49,27
2895,0.0,49,28
2896,0.0,49,29
2897,0.0,49,33
2898,0.0,49,34
2899,0.0,49,35
2900,0.0058,49,36
2901,0.0,49,37
2902,0.0,49,38
2903,0.0,49,39
2904,0.0,49,40
2905,0.0,49,41
2906,0.0,49,42
2907,0.0,49,43
2908,0.0,49,44
2909,0.0,49,45
2910,0.0116,49,46
2911,0.0,49,47
2912,0.0116,49,48
2913,0.814,49,49
2914,0.1453,49,50
2915,0.0058,49,51
2916,0.0,49,52
2917,0.0058,49,53
2918,0.0,49,54
2919,0.0,49,56
2920,0.0,49,58
2921,0.0,49,63
2922,0.0,49,65
2923,0.0,49,82
2924,0.0,49,90
2925,0.0,49,97
2926,0.0,49,100
2927,0.0,49,108
2928,0.0,49,109
2929,0.0,50,1
2930,0.0,50,4
2931,0.0,50,10
2932,0.0095,50,11
2933,0.0,50,12
2934,0.0,50,13
2935,0.0,50,15
2936,0.0,50,17
2937,0.0,50,19
2938,0.0,50,20
2939,0.0,50,22
2940,0.0,50,23
2941,0.0,50,24
2942,0.0,50,26
2943,0.0,50,27
2944,0.0,50,28
2945,0.0,50,29
2946,0.0,50,30
2947,0.0,50,33
2948,0.0,50,34
2949,0.0,50,35
2950,0.0,50,36
2951,0.0,50,37
2952,0.0,50,38
2953,0.0,50,39
2954,0.0,50,42
2955,0.0,50,43
2956,0.0,50,45
2957,0.0857,50,46
2958,0.0143,50,47
2959,0.0714,50,48
2960,0.1143,50,49
2961,0.6952,50,50
2962,0.0,50,51
2963,0.0048,50,52
2964,0.0,50,53
2965,0.0,50,54
2966,0.0,50,56
2967,0.0,50,58
2968,0.0,50,60
2969,0.0,50,61
2970,0.0,50,63
2971,0.0,50,66
2972,0.0,50,72
2973,0.0,50,74
2974,0.0,50,79
2975,0.0,50,80
2976,0.0,50,82
2977,0.0,50,87
2978,0.0,50,90
2979,0.0,50,95
2980,0.0048,50,100
2981,0.0,50,111
2982,0.0,51,1
2983,0.0,51,3
2984,0.0,51,6
2985,0.0,51,10
2986,0.0,51,11
2987,0.0,51,12
2988,0.0,51,14
2989,0.0,51,15
2990,0.0,51,16
2991,0.0,51,17
2992,0.0,51,18
2993,0.0,51,19
2994,0.0,51,21
2995,0.0,51,22
2996,0.0,51,23
2997,0.0,51,24
2998,0.0,51,27
2999,0.0,51,28
3000,0.0,51,29
3001,0.0061,51,30
3002,0.0,51,33
3003,0.0,51,34
3004,0.0,51,35
3005,0.0,51,36
3006,0.0,51,37
3007,0.0,51,38
3008,0.0,51,39
3009,0.0061,51,40
3010,0.0,51,41
3011,0.0,51,42
3012,0.0,51,43
3013,0.0,51,45
3014,0.0,51,46
3015,0.0061,51,47
3016,0.0485,51,48
3017,0.0061,51,49
3018,0.0,51,50
3019,0.8242,51,51
3020,0.0485,51,52
3021,0.0,51,53
3022,0.0485,51,54
3023,0.0,51,55
3024,0.0,51,56
3025,0.0,51,57
3026,0.0061,51,58
3027,0.0,51,60
3028,0.0,51,61
3029,0.0,51,63
3030,0.0,51,64
3031,0.0,51,65
3032,0.0,51,69
3033,0.0,51,75
3034,0.0,51,76
3035,0.0,51,90
3036,0.0,51,97
3037,0.0,51,98
3038,0.0,51,99
3039,0.0,51,100
3040,0.0,51,103
3041,0.0,52,6
3042,0.0,52,9
3043,0.0,52,10
3044,0.0,52,11
3045,0.0,52,13
3046,0.0074,52,15
3047,0.0,52,16
3048,0.0,52,17
3049,0.0,52,18
3050,0.0,52,19
3051,0.0,52,21
3052,0.0,52,22
3053,0.0,52,23
3054,0.0,52,24
3055,0.0,52,25
3056,0.0,52,26
3057,0.0,52,27
3058,0.0,52,28
3059,0.0,52,29
3060,0.0,52,30
3061,0.0,52,33
3062,0.0,52,34
3063,0.0,52,35
3064,0.0,52,36
3065,0.0,52,37
3066,0.0,52,40
3067,0.0,52,41
3068,0.0,52,42
3069,0.0,52,43
3070,0.0074,52,45
3071,0.0,52,46
3072,0.0,52,47
3073,0.0519,52,48
3074,0.0074,52,49
3075,0.0,52,50
3076,0.0444,52,51
3077,0.7852,52,52
3078,0.0148,52,53
3079,0.0444,52,54
3080,0.0074,52,55
3081,0.0148,52,56
3082,0.0,52,57
3083,0.0,52,58
3084,0.0,52,59
3085,0.0,52,60
3086,0.0,52,61
3087,0.0,52,63
3088,0.0,52,65
3089,0.0,52,66
3090,0.0,52,73
3091,0.0,52,75
3092,0.0,52,77
3093,0.0,52,89
3094,0.0,52,96
3095,0.0,52,98
3096,0.0148,52,100
3097,0.0,52,109
3098,0.0,53,1
3099,0.0,53,4
3100,0.0,53,8
3101,0.0,53,9
3102,0.0,53,10
3103,0.0,53,11
3104,0.0,53,12
3105,0.0,53,13
3106,0.0,53,15
3107,0.0,53,16
3108,0.0,53,17
3109,0.0,53,19
3110,0.0,53,21
3111,0.0,53,23
3112,0.0,53,25
3113,0.0,53,26
3114,0.0,53,27
3115,0.0,53,28
3116,0.0,53,33
3117,0.0,53,34
3118,0.0,53,35
3119,0.0,53,36
3120,0.0,53,37
3121,0.0,53,41
3122,0.0,53,44
3123,0.0,53,45
3124,0.0,53,46
3125,0.0,53,47
3126,0.0,53,48
3127,0.011,53,49
3128,0.0,53,50
3129,0.0,53,51
3130,0.022,53,52
3131,0.9231,53,53
3132,0.0,53,54
3133,0.011,53,55
3134,0.011,53,56
3135,0.011,53,58
3136,0.0,53,59
3137,0.0,53,60
3138,0.011,53,63
3139,0.0,53,65
3140,0.0,53,66
3141,0.0,53,90
3142,0.0,53,100
3143,0.0,54,1
3144,0.0,54,2
3145,0.0,54,4
3146,0.0,54,5
3147,0.0,54,7
3148,0.0037,54,10
3149,0.0,54,11
3150,0.0,54,14
3151,0.0,54,15
3152,0.0,54,16
3153,0.0,54,17
3154,0.0,54,21
3155,0.0,54,23
3156,0.0,54,24
3157,0.0,54,25
3158,0.0,54,26
3159,0.0,54,27
3160,0.0,54,28
3161,0.0,54,29
3162,0.0,54,33
3163,0.0,54,36
3164,0.0,54,37
3165,0.0,54,38
3166,0.0,54,39
3167,0.0074,54,40
3168,0.0147,54,41
3169,0.0074,54,42
3170,0.0074,54,43
3171,0.0,54,44
3172,0.0,54,46
3173,0.0,54,47
3174,0.0,54,48
3175,0.0,54,49
3176,0.0,54,50
3177,0.0184,54,51
3178,0.0184,54,52
3179,0.0,54,53
3180,0.8824,54,54
3181,0.0257,54,55
3182,0.0074,54,56
3183,0.0,54,57
3184,0.0074,54,58
3185,0.0,54,59
3186,0.0,54,60
3187,0.0,54,61
3188,0.0,54,62
3189,0.0,54,63
3190,0.0,54,65
3191,0.0,54,66
3192,0.0,54,67
3193,0.0,54,68
3194,0.0,54,69
3195,0.0,54,70
3196,0.0,54,71
3197,0.0,54,77
3198,0.0,54,78
3199,0.0,54,94
3200,0.0,54,96
3201,0.0,54,99
3202,0.0,54,100
3203,0.0,54,101
3204,0.0,54,109
3205,0.0,54,110
3206,0.0,55,1
3207,0.0,55,3
3208,0.0,55,7
3209,0.0,55,11
3210,0.0,55,15
3211,0.0104,55,16
3212,0.0,55,17
3213,0.0,55,18
3214,0.0,55,21
3215,0.0,55,22
3216,0.0,55,23
3217,0.0,55,24
3218,0.0,55,29
3219,0.0,55,33
3220,0.0,55,34
3221,0.0,55,35
3222,0.0,55,36
3223,0.0,55,37
3224,0.0,55,38
3225,0.0,55,39
3226,0.0,55,40
3227,0.0,55,41
3228,0.0,55,42
3229,0.0,55,43
3230,0.0,55,44
3231,0.0,55,45
3232,0.0,55,46
3233,0.0,55,47
3234,0.0,55,48
3235,0.0,55,51
3236,0.0104,55,52
3237,0.0,55,53
3238,0.0729,55,54
3239,0.8333,55,55
3240,0.0417,55,56
3241,0.0208,55,57
3242,0.0104,55,58
3243,0.0,55,59
3244,0.0,55,60
3245,0.0,55,61
3246,0.0,55,63
3247,0.0,55,64
3248,0.0,55,65
3249,0.0,55,66
3250,0.0,55,67
3251,0.0,55,68
3252,0.0,55,72
3253,0.0,56,7
3254,0.0,56,9
3255,0.0,56,10
3256,0.0,56,12
3257,0.0,56,14
3258,0.0,56,15
3259,0.0,56,16
3260,0.0,56,21
3261,0.0,56,22
3262,0.0,56,23
3263,0.0,56,26
3264,0.0,56,27
3265,0.0,56,28
3266,0.0,56,30
3267,0.0,56,34
3268,0.0,56,35
3269,0.0,56,36
3270,0.0,56,37
3271,0.0,56,40
3272,0.0,56,43
3273,0.0,56,44
3274,0.0,56,46
3275,0.0,56,47
3276,0.0,56,48
3277,0.0,56,49
3278,0.0,56,50
3279,0.0,56,51
3280,0.0068,56,52
3281,0.0068,56,53
3282,0.0203,56,54
3283,0.027,56,55
3284,0.75,56,56
3285,0.0068,56,57
3286,0.1757,56,58
3287,0.0,56,59
3288,0.0068,56,60
3289,0.0,56,61
3290,0.0,56,63
3291,0.0,56,65
3292,0.0,56,66
3293,0.0,56,67
3294,0.0,56,68
3295,0.0,56,71
3296,0.0,56,78
3297,0.0,56,79
3298,0.0,56,90
3299,0.0,56,108
3300,0.0,57,1
3301,0.0,57,16
3302,0.0,57,23
3303,0.0,57,25
3304,0.0,57,34
3305,0.0,57,35
3306,0.0,57,37
3307,0.0,57,40
3308,0.0,57,41
3309,0.0159,57,42
3310,0.0,57,43
3311,0.0159,57,44
3312,0.0,57,48
3313,0.0,57,51
3314,0.0159,57,52
3315,0.0,57,54
3316,0.0635,57,55
3317,0.0159,57,56
3318,0.619,57,57
3319,0.2063,57,58
3320,0.0,57,59
3321,0.0,57,60
3322,0.0,57,61
3323,0.0159,57,62
3324,0.0,57,63
3325,0.0,57,64
3326,0.0,57,65
3327,0.0317,57,66
3328,0.0,57,67
3329,0.0,57,68
3330,0.0,57,69
3331,0.0,57,70
3332,0.0,57,80
3333,0.0,57,89
3334,0.0,57,99
3335,0.0,57,109
3336,0.0,58,1
3337,0.0,58,3
3338,0.0,58,4
3339,0.0,58,5
3340,0.0,58,6
3341,0.0,58,7
3342,0.0,58,8
3343,0.0,58,10
3344,0.0,58,11
3345,0.0,58,12
3346,0.0,58,13
3347,0.0022,58,15
3348,0.0,58,16
3349,0.0,58,17
3350,0.0006,58,19
3351,0.0,58,20
3352,0.0,58,21
3353,0.0,58,22
3354,0.0,58,23
3355,0.0,58,24
3356,0.0,58,25
3357,0.0,58,26
3358,0.0,58,27
3359,0.0,58,28
3360,0.0,58,29
3361,0.0,58,30
3362,0.0,58,32
3363,0.0,58,33
3364,0.0,58,34
3365,0.0,58,35
3366,0.0,58,36
3367,0.0,58,37
3368,0.0,58,38
3369,0.0,58,39
3370,0.0,58,40
3371,0.0,58,41
3372,0.0,58,42
3373,0.0,58,43
3374,0.0006,58,44
3375,0.0,58,45
3376,0.0,58,46
3377,0.0,58,47
3378,0.0022,58,48
3379,0.0,58,49
3380,0.0,58,50
3381,0.0006,58,51
3382,0.0,58,52
3383,0.0006,58,53
3384,0.0017,58,54
3385,0.0006,58,55
3386,0.0121,58,56
3387,0.0077,58,57
3388,0.9438,58,58
3389,0.0105,58,59
3390,0.0083,58,60
3391,0.0006,58,61
3392,0.0,58,62
3393,0.0022,58,63
3394,0.0006,58,64
3395,0.0011,58,65
3396,0.0033,58,66
3397,0.0,58,67
3398,0.0,58,68
3399,0.0011,58,69
3400,0.0,58,70
3401,0.0,58,71
3402,0.0,58,72
3403,0.0,58,73
3404,0.0,58,74
3405,0.0,58,75
3406,0.0,58,76
3407,0.0,58,77
3408,0.0,58,78
3409,0.0,58,79
3410,0.0,58,80
3411,0.0,58,81
3412,0.0,58,82
3413,0.0,58,83
3414,0.0,58,86
3415,0.0,58,87
3416,0.0,58,89
3417,0.0,58,90
3418,0.0,58,92
3419,0.0,58,93
3420,0.0,58,94
3421,0.0,58,95
3422,0.0,58,96
3423,0.0,58,97
3424,0.0,58,98
3425,0.0,58,99
3426,0.0,58,100
3427,0.0,58,102
3428,0.0,58,103
3429,0.0,58,108
3430,0.0,58,109
3431,0.0,58,110
3432,0.0,58,111
3433,0.0,59,1
3434,0.0,59,3
3435,0.0,59,6
3436,0.0,59,7
3437,0.0,59,10
3438,0.0,59,11
3439,0.0,59,15
3440,0.0,59,16
3441,0.0,59,17
3442,0.0,59,21
3443,0.0,59,24
3444,0.0,59,28
3445,0.0,59,34
3446,0.0,59,37
3447,0.0,59,40
3448,0.0,59,41
3449,0.0,59,48
3450,0.0,59,51
3451,0.0,59,52
3452,0.0,59,53
3453,0.0,59,54
3454,0.0,59,55
3455,0.0,59,56
3456,0.0,59,57
3457,0.1118,59,58
3458,0.7826,59,59
3459,0.0497,59,60
3460,0.0311,59,61
3461,0.0,59,62
3462,0.0186,59,63
3463,0.0,59,64
3464,0.0,59,65
3465,0.0,59,66
3466,0.0,59,68
3467,0.0,59,69
3468,0.0,59,71
3469,0.0,59,72
3470,0.0,59,80
3471,0.0,59,82
3472,0.0062,59,94
3473,0.0,59,97
3474,0.0,59,110
3475,0.0,60,1
3476,0.0,60,2
3477,0.0,60,3
3478,0.0,60,4
3479,0.0,60,5
3480,0.0,60,6
3481,0.0,60,7
3482,0.0,60,9
3483,0.0,60,10
3484,0.0,60,11
3485,0.0,60,12
3486,0.0,60,13
3487,0.0,60,14
3488,0.0,60,15
3489,0.0,60,16
3490,0.0,60,17
3491,0.0,60,18
3492,0.0,60,19
3493,0.0,60,20
3494,0.0,60,21
3495,0.0,60,22
3496,0.0,60,23
3497,0.0,60,24
3498,0.0,60,26
3499,0.0,60,27
3500,0.0056,60,28
3501,0.0,60,30
3502,0.0,60,33
3503,0.0,60,34
3504,0.0,60,35
3505,0.0,60,36
3506,0.0,60,37
3507,0.0,60,38
3508,0.0,60,39
3509,0.0,60,40
3510,0.0,60,41
3511,0.0,60,42
3512,0.0,60,43
3513,0.0,60,45
3514,0.0,60,46
3515,0.0,60,47
3516,0.0,60,48
3517,0.0,60,49
3518,0.0,60,50
3519,0.0,60,51
3520,0.0,60,52
3521,0.0,60,53
3522,0.0056,60,54
3523,0.0,60,55
3524,0.0056,60,56
3525,0.0,60,57
3526,0.0726,60,58
3527,0.0503,60,59
3528,0.8156,60,60
3529,0.0056,60,61
3530,0.0,60,62
3531,0.0056,60,63
3532,0.0,60,64
3533,0.0056,60,65
3534,0.0168,60,66
3535,0.0,60,67
3536,0.0,60,68
3537,0.0,60,69
3538,0.0,60,70
3539,0.0,60,71
3540,0.0,60,72
3541,0.0,60,73
3542,0.0,60,74
3543,0.0,60,75
3544,0.0,60,77
3545,0.0,60,78
3546,0.0,60,79
3547,0.0,60,82
3548,0.0,60,87
3549,0.0,60,89
3550,0.0,60,91
3551,0.0,60,92
3552,0.0112,60,94
3553,0.0,60,95
3554,0.0,60,96
3555,0.0,60,97
3556,0.0,60,98
3557,0.0,60,99
3558,0.0,60,108
3559,0.0,60,110
3560,0.0,61,10
3561,0.0,61,12
3562,0.0,61,15
3563,0.0,61,19
3564,0.0,61,23
3565,0.0,61,27
3566,0.0,61,28
3567,0.0,61,34
3568,0.0,61,36
3569,0.0,61,37
3570,0.0,61,40
3571,0.0042,61,41
3572,0.0,61,42
3573,0.0,61,43
3574,0.0,61,46
3575,0.0,61,48
3576,0.0,61,50
3577,0.0,61,51
3578,0.0,61,52
3579,0.0,61,54
3580,0.0,61,55
3581,0.0,61,56
3582,0.0,61,57
3583,0.0083,61,58
3584,0.0167,61,59
3585,0.0083,61,60
3586,0.8208,61,61
3587,0.0167,61,62
3588,0.1,61,63
3589,0.0083,61,64
3590,0.0042,61,65
3591,0.0,61,66
3592,0.0,61,67
3593,0.0,61,68
3594,0.0,61,69
3595,0.0,61,70
3596,0.0,61,71
3597,0.0,61,72
3598,0.0,61,73
3599,0.0,61,74
3600,0.0,61,75
3601,0.0,61,76
3602,0.0,61,78
3603,0.0,61,79
3604,0.0,61,83
3605,0.0,61,87
3606,0.0125,61,94
3607,0.0,61,100
3608,0.0,61,101
3609,0.0,61,110
3610,0.0,61,111
3611,0.0,62,1
3612,0.0,62,15
3613,0.0,62,40
3614,0.0,62,48
3615,0.0,62,55
3616,0.0,62,57
3617,0.0,62,58
3618,0.0,62,59
3619,0.0,62,60
3620,0.046,62,61
3621,0.8506,62,62
3622,0.0115,62,63
3623,0.092,62,64
3624,0.0,62,65
3625,0.0,62,67
3626,0.0,62,69
3627,0.0,62,70
3628,0.0,62,71
3629,0.0,62,72
3630,0.0,62,73
3631,0.0,62,74
3632,0.0,62,76
3633,0.0,62,78
3634,0.0,62,90
3635,0.0,62,94
3636,0.0,62,99
3637,0.0,62,110
3638,0.0,63,1
3639,0.0,63,7
3640,0.0,63,10
3641,0.0,63,12
3642,0.0,63,13
3643,0.0,63,15
3644,0.0,63,16
3645,0.0,63,18
3646,0.0,63,19
3647,0.0,63,21
3648,0.0,63,22
3649,0.0,63,23
3650,0.0,63,24
3651,0.0,63,26
3652,0.0,63,27
3653,0.0,63,28
3654,0.0,63,30
3655,0.0,63,34
3656,0.0,63,35
3657,0.0,63,36
3658,0.0,63,37
3659,0.0,63,39
3660,0.0,63,40
3661,0.0014,63,41
3662,0.0,63,42
3663,0.0,63,43
3664,0.0,63,44
3665,0.0,63,45
3666,0.0,63,46
3667,0.0,63,48
3668,0.0,63,49
3669,0.0,63,51
3670,0.0,63,52
3671,0.0014,63,53
3672,0.0,63,54
3673,0.0,63,55
3674,0.0,63,56
3675,0.0,63,57
3676,0.0056,63,58
3677,0.0056,63,59
3678,0.0028,63,60
3679,0.0431,63,61
3680,0.0028,63,62
3681,0.8915,63,63
3682,0.0056,63,64
3683,0.0362,63,65
3684,0.0028,63,66
3685,0.0,63,67
3686,0.0,63,68
3687,0.0,63,69
3688,0.0,63,70
3689,0.0,63,71
3690,0.0,63,72
3691,0.0,63,73
3692,0.0,63,74
3693,0.0,63,75
3694,0.0,63,76
3695,0.0,63,77
3696,0.0,63,78
3697,0.0,63,79
3698,0.0014,63,82
3699,0.0,63,83
3700,0.0,63,87
3701,0.0,63,88
3702,0.0,63,94
3703,0.0,63,95
3704,0.0,63,97
3705,0.0,63,99
3706,0.0,63,110
3707,0.0,64,1
3708,0.0068,64,15
3709,0.0,64,21
3710,0.0,64,23
3711,0.0,64,30
3712,0.0,64,37
3713,0.0,64,46
3714,0.0,64,48
3715,0.0,64,51
3716,0.0,64,55
3717,0.0,64,56
3718,0.0068,64,58
3719,0.0,64,59
3720,0.0,64,60
3721,0.0,64,61
3722,0.0612,64,62
3723,0.0476,64,63
3724,0.7891,64,64
3725,0.0476,64,65
3726,0.0,64,66
3727,0.0,64,70
3728,0.0136,64,71
3729,0.0068,64,72
3730,0.0,64,73
3731,0.0,64,74
3732,0.0,64,75
3733,0.0136,64,76
3734,0.0,64,77
3735,0.0,64,78
3736,0.0,64,94
3737,0.0,64,99
3738,0.0068,64,110
3739,0.0,65,8
3740,0.0,65,10
3741,0.0,65,11
3742,0.0,65,12
3743,0.0,65,13
3744,0.0,65,15
3745,0.0,65,16
3746,0.0,65,18
3747,0.0,65,21
3748,0.0,65,23
3749,0.0,65,34
3750,0.0,65,35
3751,0.0,65,37
3752,0.0,65,38
3753,0.0,65,39
3754,0.0,65,40
3755,0.0,65,46
3756,0.0,65,48
3757,0.0,65,51
3758,0.0,65,52
3759,0.0,65,54
3760,0.0,65,55
3761,0.0,65,56
3762,0.0,65,57
3763,0.0,65,58
3764,0.0033,65,59
3765,0.0,65,60
3766,0.0,65,61
3767,0.0,65,62
3768,0.0787,65,63
3769,0.0262,65,64
3770,0.8525,65,65
3771,0.0,65,66
3772,0.0,65,68
3773,0.0,65,69
3774,0.0,65,70
3775,0.0,65,71
3776,0.0,65,72
3777,0.0,65,73
3778,0.0,65,74
3779,0.0,65,75
3780,0.0164,65,76
3781,0.0,65,77
3782,0.023,65,78
3783,0.0,65,79
3784,0.0,65,80
3785,0.0,65,83
3786,0.0,65,88
3787,0.0,65,90
3788,0.0,65,94
3789,0.0,65,98
3790,0.0,65,102
3791,0.0,65,108
3792,0.0,65,111
3793,0.0,66,1
3794,0.0,66,15
3795,0.0,66,17
3796,0.0,66,22
3797,0.0,66,23
3798,0.0,66,27
3799,0.0,66,28
3800,0.0,66,35
3801,0.0,66,37
3802,0.0,66,39
3803,0.0,66,41
3804,0.0,66,42
3805,0.0,66,43
3806,0.0,66,44
3807,0.0,66,48
3808,0.0,66,50
3809,0.0,66,51
3810,0.0,66,52
3811,0.0,66,53
3812,0.0,66,54
3813,0.0,66,55
3814,0.006,66,56
3815,0.012,66,57
3816,0.0241,66,58
3817,0.0,66,59
3818,0.012,66,60
3819,0.0,66,61
3820,0.0,66,62
3821,0.006,66,63
3822,0.0,66,65
3823,0.9036,66,66
3824,0.0181,66,67
3825,0.012,66,68
3826,0.006,66,69
3827,0.0,66,70
3828,0.0,66,71
3829,0.0,66,72
3830,0.0,66,73
3831,0.0,66,82
