,2020-01-18,Origin,Destination
1329,0.0,23,31
1330,0.0,23,32
1331,0.0015,23,33
1332,0.0015,23,34
1333,0.0,23,35
1334,0.0073,23,36
1335,0.0029,23,37
1336,0.0015,23,38
1337,0.0015,23,39
1338,0.0015,23,40
1339,0.0015,23,41
1340,0.0,23,42
1341,0.0,23,44
1342,0.0,23,45
1343,0.0,23,46
1344,0.0,23,47
1345,0.0,23,48
1346,0.0,23,49
1347,0.0,23,50
1348,0.0,23,51
1349,0.0,23,52
1350,0.0,23,53
1351,0.0,23,54
1352,0.0,23,55
1353,0.0,23,56
1354,0.0,23,57
1355,0.0,23,58
1356,0.0,23,60
1357,0.0,23,63
1358,0.0,23,64
1359,0.0,23,66
1360,0.0,23,67
1361,0.0,23,68
1362,0.0,23,69
1363,0.0,23,70
1364,0.0,23,71
1365,0.0,23,72
1366,0.0,23,74
1367,0.0,23,75
1368,0.0,23,82
1369,0.0,23,87
1370,0.0015,23,93
1371,0.0015,23,96
1372,0.0,23,97
1373,0.0,23,98
1374,0.0,23,99
1375,0.0,23,103
1376,0.0029,23,108
1377,0.0,23,109
1378,0.0,23,111
1379,0.0,24,1
1380,0.0,24,3
1381,0.0,24,4
1382,0.0,24,5
1383,0.0,24,6
1384,0.0,24,7
1385,0.0,24,10
1386,0.0,24,11
1387,0.0,24,12
1388,0.0,24,13
1389,0.0,24,14
1390,0.0,24,15
1391,0.0,24,16
1392,0.0028,24,17
1393,0.0,24,18
1394,0.0,24,19
1395,0.0,24,20
1396,0.0,24,21
1397,0.0154,24,22
1398,0.0336,24,23
1399,0.8193,24,24
1400,0.0042,24,25
1401,0.028,24,26
1402,0.007,24,27
1403,0.0784,24,28
1404,0.0028,24,29
1405,0.0,24,30
1406,0.0,24,31
1407,0.0,24,32
1408,0.0,24,33
1409,0.0,24,34
1410,0.0,24,35
1411,0.0,24,36
1412,0.0028,24,37
1413,0.0014,24,38
1414,0.0,24,39
1415,0.0,24,40
1416,0.0,24,41
1417,0.0,24,42
1418,0.0014,24,44
1419,0.0,24,45
1420,0.0,24,46
1421,0.0,24,48
1422,0.0014,24,49
1423,0.0,24,51
1424,0.0,24,52
1425,0.0,24,53
1426,0.0,24,54
1427,0.0,24,55
1428,0.0,24,58
1429,0.0,24,59
1430,0.0,24,60
1431,0.0,24,63
1432,0.0,24,68
1433,0.0,24,70
1434,0.0,24,71
1435,0.0,24,93
1436,0.0,24,96
1437,0.0,24,97
1438,0.0,24,98
1439,0.0014,24,99
1440,0.0,24,100
1441,0.0,24,103
1442,0.0,24,108
1443,0.0,25,1
1444,0.0,25,5
1445,0.0,25,13
1446,0.0,25,14
1447,0.0,25,15
1448,0.0,25,16
1449,0.0,25,17
1450,0.0,25,18
1451,0.0,25,19
1452,0.0,25,20
1453,0.0248,25,21
1454,0.0142,25,22
1455,0.0,25,23
1456,0.0106,25,24
1457,0.8617,25,25
1458,0.0426,25,26
1459,0.0106,25,27
1460,0.0106,25,28
1461,0.0,25,29
1462,0.0177,25,30
1463,0.0,25,31
1464,0.0035,25,32
1465,0.0,25,33
1466,0.0,25,35
1467,0.0,25,36
1468,0.0,25,37
1469,0.0,25,38
1470,0.0,25,39
1471,0.0035,25,40
1472,0.0,25,41
1473,0.0,25,42
1474,0.0,25,45
1475,0.0,25,48
1476,0.0,25,49
1477,0.0,25,51
1478,0.0,25,52
1479,0.0,25,55
1480,0.0,25,58
1481,0.0,25,60
1482,0.0,25,80
1483,0.0,25,90
1484,0.0,25,93
1485,0.0,25,97
1486,0.0,25,99
1487,0.0,25,103
1488,0.0,25,108
1489,0.0,26,1
1490,0.0,26,2
1491,0.0,26,3
1492,0.0,26,4
1493,0.0,26,6
1494,0.0,26,10
1495,0.0,26,11
1496,0.0,26,12
1497,0.0,26,13
1498,0.0,26,14
1499,0.0014,26,15
1500,0.0,26,16
1501,0.0,26,17
1502,0.0,26,18
1503,0.0,26,19
1504,0.0,26,20
1505,0.0014,26,21
1506,0.0,26,22
1507,0.0028,26,23
1508,0.0249,26,24
1509,0.0193,26,25
1510,0.7928,26,26
1511,0.0746,26,27
1512,0.0483,26,28
1513,0.0,26,29
1514,0.0055,26,30
1515,0.0,26,31
1516,0.0,26,32
1517,0.0,26,33
1518,0.0,26,34
1519,0.0,26,35
1520,0.0,26,36
1521,0.0014,26,37
1522,0.0,26,38
1523,0.0,26,39
1524,0.0,26,40
1525,0.0,26,41
1526,0.0,26,42
1527,0.0,26,46
1528,0.0,26,47
1529,0.0,26,48
1530,0.0,26,50
1531,0.0,26,52
1532,0.0,26,53
1533,0.0,26,54
1534,0.0,26,57
1535,0.0,26,58
1536,0.0,26,59
1537,0.0,26,60
1538,0.0,26,61
1539,0.0,26,63
1540,0.0,26,67
1541,0.0,26,68
1542,0.0,26,72
1543,0.0,26,74
1544,0.0,26,75
1545,0.0,26,79
1546,0.0014,26,82
1547,0.0,26,86
1548,0.0,26,87
1549,0.0,26,92
1550,0.0262,26,93
1551,0.0,26,98
1552,0.0,26,99
1553,0.0,26,108
1554,0.0,27,1
1555,0.0,27,3
1556,0.0,27,4
1557,0.0,27,6
1558,0.0,27,7
1559,0.0,27,9
1560,0.0,27,10
1561,0.0,27,11
1562,0.0,27,12
1563,0.0,27,13
1564,0.0,27,15
1565,0.0015,27,16
1566,0.0,27,17
1567,0.0,27,18
1568,0.0,27,19
1569,0.0,27,20
1570,0.0,27,21
1571,0.0031,27,22
1572,0.0031,27,23
1573,0.0077,27,24
1574,0.0031,27,25
1575,0.0796,27,26
1576,0.7519,27,27
1577,0.0704,27,28
1578,0.0168,27,29
1579,0.023,27,30
1580,0.0015,27,31
1581,0.0031,27,32
1582,0.0,27,33
1583,0.0,27,34
1584,0.0,27,35
1585,0.0,27,36
1586,0.0,27,37
1587,0.0031,27,38
1588,0.0,27,39
1589,0.0015,27,40
1590,0.0,27,41
1591,0.0,27,42
1592,0.0,27,45
1593,0.0,27,46
1594,0.0,27,47
1595,0.0,27,48
1596,0.0,27,50
1597,0.0,27,51
1598,0.0,27,52
1599,0.0,27,53
1600,0.0015,27,58
1601,0.0,27,60
1602,0.0,27,61
1603,0.0,27,63
1604,0.0,27,66
1605,0.0,27,67
1606,0.0,27,69
1607,0.0,27,70
1608,0.0,27,71
1609,0.0,27,72
1610,0.0,27,82
1611,0.0015,27,83
1612,0.0015,27,87
1613,0.0,27,90
1614,0.0,27,92
1615,0.026,27,93
1616,0.0,27,96
1617,0.0,27,97
1618,0.0,27,98
1619,0.0,27,99
1620,0.0,27,100
1621,0.0,27,108
1622,0.0,27,109
1623,0.0,27,110
1624,0.0,27,111
1625,0.0,28,1
1626,0.0,28,2
1627,0.0,28,3
1628,0.0,28,4
1629,0.0,28,5
1630,0.0,28,6
1631,0.0,28,7
1632,0.0,28,9
1633,0.0,28,10
1634,0.0,28,12
1635,0.0,28,13
1636,0.0,28,14
1637,0.0,28,15
1638,0.0,28,16
1639,0.0012,28,17
1640,0.0,28,18
1641,0.0012,28,19
1642,0.0,28,20
1643,0.0,28,21
1644,0.0036,28,22
1645,0.0214,28,23
1646,0.0655,28,24
1647,0.0012,28,25
1648,0.0405,28,26
1649,0.0702,28,27
1650,0.7595,28,28
1651,0.025,28,29
1652,0.0,28,30
1653,0.0,28,31
1654,0.0,28,32
1655,0.0,28,33
1656,0.0,28,34
1657,0.0012,28,35
1658,0.0012,28,36
1659,0.0024,28,37
1660,0.0012,28,38
1661,0.0012,28,39
1662,0.0,28,40
1663,0.0,28,41
1664,0.0,28,42
1665,0.0,28,44
1666,0.0,28,46
1667,0.0,28,47
1668,0.0,28,48
1669,0.0,28,49
1670,0.0,28,50
1671,0.0,28,51
1672,0.0,28,52
1673,0.0,28,53
1674,0.0,28,54
1675,0.0,28,55
1676,0.0,28,56
1677,0.0,28,57
1678,0.0,28,58
1679,0.0,28,59
1680,0.0012,28,60
1681,0.0,28,61
1682,0.0,28,63
1683,0.0,28,65
1684,0.0,28,66
1685,0.0,28,67
1686,0.0,28,68
1687,0.0,28,70
1688,0.0,28,71
1689,0.0,28,72
1690,0.0,28,78
1691,0.0012,28,87
1692,0.0,28,93
1693,0.0012,28,96
1694,0.0,28,97
1695,0.0,28,98
1696,0.0,28,99
1697,0.0,28,100
1698,0.0,28,103
1699,0.0,28,108
1700,0.0,29,1
1701,0.0,29,4
1702,0.0,29,6
1703,0.0,29,12
1704,0.0,29,15
1705,0.0,29,16
1706,0.0,29,17
1707,0.0,29,18
1708,0.0,29,19
1709,0.0134,29,20
1710,0.0,29,21
1711,0.0,29,22
1712,0.0357,29,23
1713,0.0089,29,24
1714,0.0045,29,25
1715,0.0,29,26
1716,0.0446,29,27
1717,0.1295,29,28
1718,0.6652,29,29
1719,0.0,29,30
1720,0.0,29,31
1721,0.0,29,33
1722,0.0,29,34
1723,0.0,29,35
1724,0.0,29,36
1725,0.0,29,37
1726,0.0938,29,38
1727,0.0045,29,39
1728,0.0,29,40
1729,0.0,29,41
1730,0.0,29,42
1731,0.0,29,43
1732,0.0,29,45
1733,0.0,29,46
1734,0.0,29,47
1735,0.0,29,48
1736,0.0,29,50
1737,0.0,29,51
1738,0.0,29,52
1739,0.0,29,53
1740,0.0,29,54
1741,0.0,29,58
1742,0.0,29,67
1743,0.0,29,68
1744,0.0,29,71
1745,0.0,29,93
1746,0.0,29,96
1747,0.0,29,97
1748,0.0,29,98
1749,0.0,29,99
1750,0.0,29,108
1751,0.0,30,1
1752,0.0,30,2
1753,0.0,30,3
1754,0.0,30,6
1755,0.0,30,12
1756,0.0,30,13
1757,0.0,30,15
1758,0.0,30,16
1759,0.0,30,17
1760,0.0,30,18
1761,0.0,30,19
1762,0.0,30,20
1763,0.0,30,21
1764,0.002,30,22
1765,0.0,30,23
1766,0.0,30,24
1767,0.006,30,25
1768,0.004,30,26
1769,0.0262,30,27
1770,0.0,30,28
1771,0.0,30,29
1772,0.871,30,30
1773,0.0444,30,31
1774,0.0101,30,32
1775,0.0,30,33
1776,0.0,30,35
1777,0.0,30,36
1778,0.0,30,37
1779,0.0,30,38
1780,0.0,30,39
1781,0.0,30,40
1782,0.0,30,41
1783,0.0,30,42
1784,0.0,30,45
1785,0.0,30,47
1786,0.002,30,48
1787,0.0,30,50
1788,0.0,30,52
1789,0.0,30,53
1790,0.0,30,58
1791,0.0,30,60
1792,0.0,30,69
1793,0.0,30,71
1794,0.0,30,82
1795,0.0,30,89
1796,0.0343,30,93
1797,0.0,30,97
1798,0.0,30,98
1799,0.0,30,108
1800,0.0,31,12
1801,0.0,31,15
1802,0.0,31,17
1803,0.0,31,20
1804,0.0,31,21
1805,0.0,31,23
1806,0.0,31,24
1807,0.0,31,25
1808,0.0,31,26
1809,0.0,31,27
1810,0.0,31,28
1811,0.0,31,29
1812,0.2101,31,30
1813,0.7479,31,31
1814,0.042,31,32
1815,0.0,31,33
1816,0.0,31,34
1817,0.0,31,35
1818,0.0,31,36
1819,0.0,31,37
1820,0.0,31,48
1821,0.0,31,58
1822,0.0,31,63
1823,0.0,31,71
1824,0.0,31,93
1825,0.0,31,99
1826,0.0,31,108
1827,0.0,32,4
1828,0.0,32,6
1829,0.0,32,10
1830,0.0,32,15
1831,0.0,32,17
1832,0.0,32,19
1833,0.0074,32,21
1834,0.0,32,22
1835,0.0,32,23
1836,0.0,32,24
1837,0.0074,32,25
1838,0.0,32,26
1839,0.0,32,27
1840,0.0,32,28
1841,0.0,32,29
1842,0.0296,32,30
1843,0.0296,32,31
1844,0.9259,32,32
1845,0.0,32,37
1846,0.0,32,38
1847,0.0,32,39
1848,0.0,32,41
1849,0.0,32,42
1850,0.0,32,48
1851,0.0,32,58
1852,0.0,32,93
1853,0.0,32,98
1854,0.0,33,1
1855,0.0,33,2
1856,0.0,33,3
1857,0.0,33,4
1858,0.0046,33,5
1859,0.0,33,6
1860,0.0,33,7
1861,0.0,33,8
1862,0.0,33,9
1863,0.0,33,10
1864,0.0,33,11
1865,0.0,33,12
1866,0.0,33,13
1867,0.0,33,14
1868,0.0324,33,15
1869,0.0046,33,16
1870,0.0046,33,17
1871,0.0139,33,18
1872,0.0278,33,19
1873,0.0,33,20
1874,0.0,33,21
1875,0.0,33,22
1876,0.0,33,23
1877,0.0,33,24
1878,0.0,33,25
1879,0.0,33,26
1880,0.0,33,27
1881,0.0,33,28
1882,0.0,33,29
1883,0.0,33,31
1884,0.8056,33,33
1885,0.0324,33,34
1886,0.0,33,35
1887,0.0046,33,36
1888,0.0046,33,37
1889,0.0,33,38
1890,0.0,33,39
1891,0.0,33,40
1892,0.0,33,41
1893,0.0,33,42
1894,0.0,33,44
1895,0.0,33,45
1896,0.0,33,46
1897,0.0,33,47
1898,0.0,33,48
1899,0.0,33,49
1900,0.0,33,50
1901,0.0,33,51
1902,0.0,33,52
1903,0.0,33,55
1904,0.0,33,58
1905,0.0,33,60
1906,0.0,33,61
1907,0.0,33,67
1908,0.0,33,69
1909,0.0,33,71
1910,0.0,33,87
1911,0.0,33,93
1912,0.0,33,96
1913,0.0046,33,97
1914,0.0602,33,98
1915,0.0,33,99
1916,0.0,33,100
1917,0.0,33,103
1918,0.0,33,108
1919,0.0,33,109
1920,0.0,34,1
1921,0.0,34,2
1922,0.0,34,3
1923,0.0,34,4
1924,0.0,34,5
1925,0.0,34,6
1926,0.0,34,7
1927,0.0,34,8
1928,0.0,34,9
1929,0.0,34,10
1930,0.0,34,11
1931,0.0,34,12
1932,0.0,34,13
1933,0.0,34,14
1934,0.0103,34,15
1935,0.0,34,16
1936,0.0034,34,17
1937,0.0,34,18
1938,0.0207,34,19
1939,0.0069,34,20
1940,0.0,34,21
1941,0.0,34,22
1942,0.0034,34,23
1943,0.0,34,24
1944,0.0,34,26
1945,0.0,34,27
1946,0.0,34,28
1947,0.0,34,29
1948,0.0,34,30
1949,0.0069,34,33
1950,0.8517,34,34
1951,0.0586,34,35
1952,0.0138,34,36
1953,0.0069,34,37
1954,0.0034,34,38
1955,0.0,34,39
1956,0.0034,34,40
1957,0.0,34,41
1958,0.0,34,42
1959,0.0,34,43
1960,0.0,34,44
1961,0.0034,34,45
1962,0.0,34,46
1963,0.0,34,47
1964,0.0,34,48
1965,0.0034,34,49
1966,0.0,34,50
1967,0.0,34,51
1968,0.0,34,52
1969,0.0,34,53
1970,0.0,34,54
1971,0.0,34,55
1972,0.0,34,57
1973,0.0,34,58
1974,0.0,34,59
1975,0.0,34,60
1976,0.0,34,61
1977,0.0,34,63
1978,0.0,34,65
1979,0.0,34,67
1980,0.0,34,68
1981,0.0,34,69
1982,0.0,34,71
1983,0.0,34,73
1984,0.0,34,76
1985,0.0,34,82
1986,0.0,34,87
1987,0.0,34,93
1988,0.0,34,96
1989,0.0,34,97
1990,0.0,34,98
1991,0.0,34,99
1992,0.0,34,100
1993,0.0,34,108
1994,0.0034,34,109
1995,0.0,35,1
1996,0.0,35,2
1997,0.0,35,3
1998,0.0,35,4
1999,0.0,35,5
2000,0.0,35,6
2001,0.0,35,7
2002,0.0,35,8
2003,0.0,35,9
2004,0.0028,35,10
2005,0.0,35,11
2006,0.0,35,12
2007,0.0,35,13
2008,0.0057,35,15
2009,0.0,35,16
2010,0.0,35,17
2011,0.0,35,18
2012,0.0,35,19
2013,0.0342,35,20
2014,0.0028,35,21
2015,0.0,35,22
2016,0.0085,35,23
2017,0.0,35,24
2018,0.0,35,25
2019,0.0,35,26
2020,0.0,35,27
2021,0.0,35,28
2022,0.0,35,29
2023,0.0,35,30
2024,0.0,35,31
2025,0.0057,35,33
2026,0.0399,35,34
2027,0.7664,35,35
2028,0.1168,35,36
2029,0.0028,35,37
2030,0.0028,35,38
2031,0.0028,35,39
2032,0.0,35,40
2033,0.0,35,41
2034,0.0,35,42
2035,0.0,35,43
2036,0.0,35,45
2037,0.0,35,46
2038,0.0,35,47
2039,0.0,35,48
2040,0.0,35,49
2041,0.0,35,50
2042,0.0,35,51
2043,0.0,35,52
2044,0.0,35,53
2045,0.0,35,54
2046,0.0,35,56
2047,0.0028,35,58
2048,0.0,35,59
2049,0.0,35,60
2050,0.0,35,61
2051,0.0,35,63
2052,0.0,35,65
2053,0.0,35,67
2054,0.0,35,69
2055,0.0,35,71
2056,0.0,35,78
2057,0.0,35,79
2058,0.0,35,90
2059,0.0,35,91
2060,0.0,35,93
2061,0.0,35,96
2062,0.0,35,97
2063,0.0028,35,98
2064,0.0,35,99
2065,0.0,35,100
2066,0.0,35,103
2067,0.0028,35,108
2068,0.0,35,109
2069,0.0,36,1
2070,0.0,36,2
2071,0.0,36,3
2072,0.0,36,4
2073,0.0,36,5
2074,0.0,36,6
2075,0.0,36,7
2076,0.0,36,8
2077,0.0,36,9
2078,0.0018,36,10
2079,0.0,36,11
2080,0.0,36,12
2081,0.0018,36,13
2082,0.0018,36,15
2083,0.0036,36,16
2084,0.0,36,17
2085,0.0,36,18
2086,0.0,36,19
2087,0.0164,36,20
2088,0.0018,36,21
2089,0.0,36,22
2090,0.0073,36,23
2091,0.0,36,24
2092,0.0,36,25
2093,0.0018,36,26
2094,0.0,36,27
2095,0.0,36,28
2096,0.0,36,29
2097,0.0,36,30
2098,0.0,36,31
2099,0.0018,36,33
2100,0.0091,36,34
2101,0.0821,36,35
2102,0.7828,36,36
2103,0.0602,36,37
2104,0.0109,36,38
2105,0.0036,36,39
2106,0.0036,36,40
2107,0.0,36,41
2108,0.0,36,42
2109,0.0,36,43
2110,0.0,36,44
2111,0.0,36,45
2112,0.0,36,46
2113,0.0018,36,47
2114,0.0018,36,48
2115,0.0,36,49
2116,0.0,36,50
2117,0.0,36,51
2118,0.0,36,52
2119,0.0,36,53
2120,0.0,36,54
2121,0.0,36,55
2122,0.0,36,56
2123,0.0,36,57
2124,0.0018,36,58
2125,0.0,36,60
2126,0.0,36,61
2127,0.0018,36,63
2128,0.0,36,66
2129,0.0,36,67
2130,0.0,36,69
2131,0.0,36,71
2132,0.0,36,74
2133,0.0,36,77
2134,0.0,36,78
2135,0.0,36,93
2136,0.0018,36,96
2137,0.0,36,97
2138,0.0,36,98
2139,0.0,36,99
2140,0.0,36,100
2141,0.0,36,108
2142,0.0,36,109
2143,0.0,37,1
2144,0.0,37,2
2145,0.0,37,3
2146,0.0,37,4
2147,0.0,37,5
2148,0.0,37,6
2149,0.0,37,7
2150,0.0,37,9
2151,0.0012,37,10
2152,0.0,37,11
2153,0.0,37,12
2154,0.0,37,13
2155,0.0,37,14
2156,0.0,37,15
2157,0.0,37,16
2158,0.0,37,17
2159,0.0025,37,18
2160,0.0,37,19
2161,0.0,37,20
2162,0.0012,37,21
2163,0.0012,37,22
2164,0.0049,37,23
2165,0.0,37,24
2166,0.0,37,25
2167,0.0,37,26
2168,0.0,37,27
2169,0.0012,37,28
2170,0.0012,37,29
2171,0.0,37,30
2172,0.0,37,31
2173,0.0,37,32
2174,0.0,37,33
2175,0.0025,37,34
2176,0.0,37,35
2177,0.0368,37,36
2178,0.8333,37,37
2179,0.0343,37,38
2180,0.0319,37,39
2181,0.0098,37,40
2182,0.0012,37,41
2183,0.0025,37,42
2184,0.0012,37,43
2185,0.0,37,44
2186,0.0,37,45
2187,0.0,37,46
2188,0.0037,37,47
2189,0.0086,37,48
2190,0.0,37,49
2191,0.0,37,50
2192,0.0012,37,51
2193,0.0,37,52
2194,0.0,37,53
2195,0.0,37,54
2196,0.0,37,55
2197,0.0,37,56
2198,0.0,37,57
2199,0.0037,37,58
2200,0.0,37,59
2201,0.0,37,60
2202,0.0,37,61
2203,0.0,37,63
2204,0.0,37,64
2205,0.0012,37,65
2206,0.0,37,66
2207,0.0,37,67
2208,0.0,37,68
2209,0.0,37,69
2210,0.0,37,70
2211,0.0,37,71
2212,0.0,37,72
2213,0.0,37,73
2214,0.0,37,74
2215,0.0,37,75
2216,0.0,37,78
2217,0.0,37,79
2218,0.0,37,80
2219,0.0012,37,81
2220,0.0,37,82
2221,0.0,37,86
2222,0.0,37,87
2223,0.0,37,89
2224,0.0012,37,90
2225,0.0,37,92
2226,0.0,37,93
2227,0.0,37,96
2228,0.0,37,97
2229,0.0,37,98
2230,0.0098,37,99
2231,0.0,37,100
2232,0.0,37,101
2233,0.0,37,103
2234,0.0,37,108
2235,0.0025,37,109
2236,0.0,38,1
2237,0.0,38,5
2238,0.0,38,6
2239,0.0,38,11
2240,0.0,38,12
2241,0.0,38,13
2242,0.0034,38,15
2243,0.0,38,16
2244,0.0,38,17
2245,0.0,38,18
2246,0.0,38,19
2247,0.0034,38,20
2248,0.0,38,21
2249,0.0,38,22
2250,0.0068,38,23
2251,0.0,38,24
2252,0.0,38,25
2253,0.0034,38,26
2254,0.0034,38,27
2255,0.0068,38,28
2256,0.0709,38,29
2257,0.0,38,30
2258,0.0,38,32
2259,0.0,38,33
2260,0.0034,38,34
2261,0.0034,38,35
2262,0.0068,38,36
2263,0.0777,38,37
2264,0.7872,38,38
2265,0.0203,38,39
2266,0.0034,38,40
2267,0.0,38,41
2268,0.0,38,42
2269,0.0,38,43
2270,0.0,38,46
2271,0.0,38,47
2272,0.0,38,48
2273,0.0,38,49
2274,0.0,38,50
2275,0.0,38,51
2276,0.0,38,52
2277,0.0,38,54
2278,0.0,38,55
2279,0.0,38,58
2280,0.0,38,63
2281,0.0,38,65
2282,0.0,38,67
2283,0.0,38,68
2284,0.0,38,70
2285,0.0,38,81
2286,0.0,38,93
2287,0.0,38,98
2288,0.0,38,99
2289,0.0,38,100
2290,0.0,38,108
2291,0.0,38,109
2292,0.0,39,1
2293,0.0,39,3
2294,0.0,39,4
2295,0.0,39,6
2296,0.0,39,8
2297,0.0,39,9
2298,0.0,39,10
2299,0.0,39,11
2300,0.0,39,12
2301,0.0,39,13
2302,0.0,39,14
2303,0.0,39,15
2304,0.0,39,16
2305,0.0,39,17
2306,0.0,39,18
2307,0.0,39,19
2308,0.0,39,20
2309,0.0,39,21
2310,0.0,39,22
2311,0.0,39,23
2312,0.0,39,24
2313,0.0,39,25
2314,0.0,39,26
2315,0.0,39,27
2316,0.0,39,28
2317,0.0,39,29
2318,0.0,39,30
2319,0.0,39,32
2320,0.0,39,33
2321,0.0,39,34
2322,0.0029,39,35
2323,0.0,39,36
2324,0.0514,39,37
2325,0.0143,39,38
2326,0.8086,39,39
2327,0.1086,39,40
2328,0.0029,39,41
2329,0.0,39,42
2330,0.0,39,43
2331,0.0,39,44
2332,0.0,39,45
2333,0.0,39,46
2334,0.0,39,47
2335,0.0,39,48
2336,0.0,39,49
2337,0.0,39,50
2338,0.0,39,51
2339,0.0,39,52
2340,0.0,39,53
2341,0.0,39,54
2342,0.0,39,57
2343,0.0,39,58
2344,0.0,39,60
2345,0.0,39,63
2346,0.0,39,65
2347,0.0,39,66
2348,0.0,39,67
2349,0.0,39,68
2350,0.0029,39,69
2351,0.0,39,70
2352,0.0,39,71
2353,0.0,39,72
2354,0.0,39,93
2355,0.0,39,94
2356,0.0,39,97
2357,0.0,39,98
2358,0.0086,39,99
2359,0.0,39,100
2360,0.0,39,108
2361,0.0,39,109
2362,0.0,40,1
2363,0.0,40,3
2364,0.0,40,4
2365,0.0,40,6
2366,0.0,40,9
2367,0.0,40,10
2368,0.0,40,11
2369,0.0,40,14
2370,0.0,40,15
2371,0.0,40,16
2372,0.0,40,17
2373,0.0,40,18
2374,0.0,40,19
2375,0.0,40,20
2376,0.0,40,21
2377,0.0,40,22
2378,0.0029,40,23
2379,0.0,40,24
2380,0.0,40,25
2381,0.0,40,26
2382,0.0,40,27
2383,0.0029,40,28
2384,0.0,40,29
2385,0.0,40,30
2386,0.0,40,33
2387,0.0,40,34
2388,0.0,40,35
2389,0.0,40,36
2390,0.0174,40,37
2391,0.0,40,38
2392,0.1101,40,39
2393,0.7478,40,40
2394,0.0087,40,41
2395,0.0029,40,42
2396,0.0,40,43
2397,0.0,40,44
2398,0.0,40,46
2399,0.0,40,47
2400,0.0,40,48
2401,0.0,40,49
2402,0.0,40,50
2403,0.0029,40,51
2404,0.0,40,52
2405,0.0058,40,54
2406,0.0,40,55
2407,0.0,40,56
2408,0.0,40,57
2409,0.0,40,58
2410,0.0,40,59
2411,0.0,40,60
2412,0.0,40,61
2413,0.0,40,62
2414,0.0,40,63
2415,0.0,40,66
2416,0.0,40,67
2417,0.0,40,68
2418,0.0,40,69
2419,0.0,40,70
2420,0.0,40,71
2421,0.0,40,72
2422,0.0,40,73
2423,0.0,40,74
2424,0.0,40,75
2425,0.0,40,90
2426,0.0,40,93
2427,0.0,40,96
2428,0.0,40,97
2429,0.0,40,98
2430,0.0986,40,99
2431,0.0,40,100
2432,0.0,40,108
2433,0.0,40,109
2434,0.0,40,110
2435,0.0,41,3
2436,0.0,41,9
2437,0.0,41,11
2438,0.0,41,13
2439,0.0,41,15
2440,0.0045,41,16
2441,0.0,41,17
2442,0.0,41,18
2443,0.0,41,19
2444,0.0,41,20
2445,0.0,41,21
2446,0.0,41,22
2447,0.0,41,23
2448,0.0,41,24
2449,0.0,41,25
2450,0.0,41,26
2451,0.0,41,27
2452,0.0,41,28
2453,0.0,41,29
2454,0.0,41,30
2455,0.0,41,32
2456,0.0,41,33
2457,0.0,41,34
2458,0.0,41,35
2459,0.0,41,36
2460,0.0091,41,37
2461,0.0,41,38
2462,0.0,41,39
2463,0.0091,41,40
2464,0.85,41,41
2465,0.0864,41,42
2466,0.0,41,43
2467,0.0,41,44
2468,0.0,41,46
2469,0.0,41,47
2470,0.0,41,48
2471,0.0,41,49
2472,0.0,41,51
2473,0.0,41,52
2474,0.0,41,53
2475,0.0045,41,54
2476,0.0,41,55
2477,0.0,41,56
2478,0.0,41,57
2479,0.0,41,58
2480,0.0,41,59
2481,0.0,41,60
2482,0.0,41,61
2483,0.0,41,63
2484,0.0,41,66
2485,0.0,41,67
2486,0.0,41,68
2487,0.0045,41,69
2488,0.0,41,70
2489,0.0,41,71
2490,0.0,41,72
2491,0.0,41,75
2492,0.0,41,76
2493,0.0,41,93
2494,0.0,41,98
2495,0.0318,41,99
2496,0.0,41,100
2497,0.0,41,108
2498,0.0,41,109
2499,0.0,42,1
2500,0.0,42,3
2501,0.0,42,4
2502,0.0,42,6
2503,0.0,42,12
2504,0.0,42,13
2505,0.0,42,15
2506,0.0,42,16
2507,0.0,42,18
2508,0.0,42,19
2509,0.0,42,20
2510,0.0,42,21
2511,0.0,42,22
2512,0.0041,42,23
2513,0.0,42,24
2514,0.0,42,26
2515,0.0,42,27
2516,0.0,42,28
2517,0.0,42,29
2518,0.0,42,30
2519,0.0,42,31
2520,0.0,42,32
2521,0.0,42,33
2522,0.0,42,34
2523,0.0,42,35
2524,0.0,42,36
2525,0.0082,42,37
2526,0.0,42,38
2527,0.0,42,39
2528,0.0,42,40
2529,0.0864,42,41
2530,0.8107,42,42
2531,0.0535,42,43
2532,0.0041,42,44
2533,0.0,42,46
2534,0.0,42,47
2535,0.0,42,48
2536,0.0,42,49
2537,0.0,42,50
2538,0.0,42,51
2539,0.0,42,52
2540,0.0082,42,54
2541,0.0,42,55
2542,0.0,42,58
2543,0.0,42,61
2544,0.0,42,63
2545,0.0,42,66
2546,0.0082,42,67
2547,0.0,42,68
2548,0.0041,42,69
2549,0.0,42,70
2550,0.0,42,71
2551,0.0,42,72
2552,0.0,42,74
2553,0.0,42,77
2554,0.0,42,94
2555,0.0,42,98
2556,0.0041,42,99
2557,0.0082,42,109
2558,0.0,42,110
2559,0.0,43,1
2560,0.0,43,6
2561,0.0,43,7
2562,0.0,43,10
2563,0.0,43,13
2564,0.0,43,15
2565,0.0,43,16
2566,0.0,43,17
2567,0.0,43,19
2568,0.0,43,21
2569,0.0,43,22
2570,0.0,43,23
2571,0.0,43,26
2572,0.0,43,27
2573,0.0,43,33
2574,0.0,43,34
2575,0.0,43,35
2576,0.0,43,36
2577,0.0,43,37
