school_size,percent
1_61,0.35981564216214307
61_140,0.29477829380706
140_319,0.25471048402761837
319_728,0.0781225167317099
728_1659,0.00918257429938724
1659_3782,0.0015716329089335852
3782_8620,0.0006003990888060887
8620_19646,0.0006710342757244521
19646_44775,0.0004061523247805895
44775_102049,0.00014127037383672677
